,Glance-EA-50-5,Glance-EA-50-10,Glance-EA-50-15,Glance-EA-50-20,Glance-EA-50-25,Glance-EA-50-30,Glance-EA-50-35,Glance-EA-50-40,Glance-EA-50-45,Glance-EA-50-50
calcite-1.8.0,0.6790372140276846,0.6491813327289844,0.6221820113562663,0.5925251532035193,0.5661019626047951,0.5405070699645305,0.5220976524294555,0.5070578006939224,0.4979974682059593,0.492052489155893
calcite-1.11.0,0.6783866310838418,0.6493221097175272,0.6218673639322668,0.5928858467122112,0.5675133626425592,0.5448335061095171,0.5245444109395818,0.5101388399971126,0.5025981206056052,0.4943601452235488
calcite-1.13.0,0.6737576369210435,0.6400401023398226,0.6078808973312623,0.5716660176345566,0.53846012573841,0.5095591397465952,0.4856150954970237,0.467864829911864,0.4565735074832712,0.4492939323020288
calcite-1.15.0,0.6724043389213864,0.641487891907871,0.6095020641696781,0.5741695426331426,0.5385514014908918,0.511140596348348,0.4861993237896149,0.4700467758012239,0.4605067752016861,0.4511442962618679
calcite-1.16.0,0.672185167505029,0.6403606252418788,0.6079511675835221,0.5714180367587129,0.5356547788577931,0.508582273256246,0.4844358189584917,0.4663257358669777,0.4540914450965144,0.444860930140343
calcite-1.17.0,0.6728606920201102,0.6422464029019693,0.6125842333397815,0.5811363398756685,0.550435560870935,0.5262032373710397,0.5028356487354924,0.4799283652068895,0.4692286190205385,0.4594474285713362
calcite-1.18.0,0.6751492445881738,0.6476560707600234,0.6214624368878556,0.5890748638626692,0.5607301846840907,0.5350013415546356,0.511706338154408,0.4922283406875129,0.4824749195853783,0.4724729790935215
cassandra-0.8.6,0.6773817007376186,0.6486775222355711,0.6231769211891905,0.5993567641381898,0.5736040503574878,0.5515413120927902,0.5337359935893888,0.5207016297622988,0.5088375831594598,0.4984711846893268
cassandra-1.0.9,0.6865982443546257,0.6640384194879921,0.6496141876717133,0.6361697761091331,0.6191196484045997,0.6035681080454497,0.5833448362517285,0.5611093374927816,0.5512540552077431,0.5454767127930247
cassandra-1.1.6,0.6743527902904266,0.64316375469531,0.6171499005111809,0.593538116291181,0.5674782825592428,0.5513235996178674,0.5245588974989819,0.5037170387096203,0.4924574181627691,0.4729578339987875
cassandra-1.1.11,0.6686757387454376,0.6363629029113662,0.6152599980687448,0.5947836504761976,0.5722293192527295,0.5488221532975638,0.5252545182085216,0.4984656118268741,0.4841722489943159,0.4637670322333601
cassandra-1.2.11,0.6793904103217403,0.6580985042417608,0.6424172379064162,0.6281490485525483,0.6102942256239107,0.6014732647217542,0.5883142369204865,0.5693466867760554,0.550498058045601,0.5407297663458903
flink-1.6.0,0.6324316353994286,0.5789116723144465,0.5253206024988568,0.4768203257068472,0.4215622625351895,0.3739083411926259,0.342808440686236,0.3203272505107656,0.3055110454767007,0.3028271186456726
groovy-1.5.5,0.6271367121043575,0.5691259599012126,0.5318412670518825,0.5139488961501083,0.4770861261174383,0.4596898613646431,0.4382051715455554,0.4066685959099382,0.3894484648069997,0.3787796096859658
groovy-1.6.0,0.6287710454737355,0.5824169059478925,0.5416556603618905,0.4939529335362911,0.4436000951862751,0.4206274600100788,0.4018314712463943,0.3908764019187986,0.3829946009873557,0.3668597449231335
groovy-1.7.3,0.6640797857077574,0.6359683501852442,0.5961069046192828,0.5549360511413824,0.5079226882246506,0.4662200144863084,0.4472599765917459,0.4307980891625489,0.4086166813963721,0.3846285557391637
groovy-1.7.6,0.6685204701160701,0.6332806592247459,0.6033536949142609,0.5675203898390678,0.5372152891112867,0.5041459242995169,0.4695566387043094,0.4473412675367853,0.4230480597988159,0.4117943855540414
groovy-1.8.1,0.6446795823616258,0.5883265916179033,0.5426831666046851,0.49995810827505,0.4613841721448997,0.4217669848207344,0.3985037479021678,0.3833293973405576,0.3658439075306627,0.3521901195353626
groovy-1.8.7,0.5710054105294351,0.5193025377127479,0.476191728924997,0.4552958957166125,0.4239085443276726,0.3995406546692474,0.3877706401991801,0.373619949424499,0.3574897270086869,0.3552334372005
groovy-2.1.0,0.6589305979642931,0.6183537075005052,0.5819326497728925,0.5444909881289032,0.5033036151642015,0.4800476196803917,0.4277589606778926,0.412945370568438,0.3929188245467914,0.3679958526270405
groovy-2.1.6,0.6626414924096276,0.618700429861386,0.5843080930979628,0.5644447603424796,0.5256856565660565,0.5074692947115266,0.4738335406668908,0.4435952354381751,0.4298915474060916,0.4004374972037413
groovy-2.4.4,0.6279159979571399,0.5688626887511232,0.5300568980614667,0.4897657903245241,0.4465086524968343,0.4157026911821112,0.3927011546641243,0.3604096930375507,0.3345933778095765,0.3234553735871505
groovy-2.4.6,0.6245729572377156,0.5633196630481825,0.5184905723652518,0.4809625910040688,0.4361413071037636,0.3991743627811425,0.3803612889391065,0.3428032550148637,0.3181319313357517,0.2981231195699227
groovy-2.4.8,0.623520302772729,0.5810551326523845,0.5433194983505772,0.5023981009175997,0.4665447406728624,0.431979690311964,0.4158162737813853,0.3706863024541814,0.3375291332953024,0.3275512072297346
groovy-2.5.0,0.6550193265273064,0.6099160054857025,0.5715919713434818,0.540141146794923,0.5098550613770971,0.4787757307635958,0.4480632982539831,0.4259177634675896,0.4078957980600923,0.3957223925813102
groovy-2.5.5,0.6566571445281308,0.6113685965789586,0.5677190964253528,0.5360549547907153,0.5003655060185762,0.4648382788745086,0.4374428803708592,0.4087692716435587,0.3921164999058177,0.3795727326955316
hbase-0.94.5,0.6674569868261554,0.6482512276696474,0.5699461225745363,0.5451150782668279,0.5202334538148452,0.4799933849192125,0.4296716964479561,0.4245758914791137,0.4139621124767412,0.4035014724159193
hbase-0.98.0,0.6923515374645093,0.6884462219629028,0.6531846868768386,0.6453164700050831,0.6334335209056338,0.6152012524868621,0.5977748376196712,0.5973952424643149,0.5950075670220637,0.5876569525125939
hbase-0.98.5,0.6841661550946979,0.6700845029229391,0.6248189962420223,0.6060487039989141,0.5829048042697166,0.5506569582412052,0.5221380824084811,0.5157358328920927,0.5082196080136377,0.4955542830889863
hbase-0.98.11,0.697706424270833,0.6929232265051993,0.6895575475582761,0.6834623933228698,0.6803992535554415,0.6797182472257959,0.677926991393027,0.6747382166033312,0.6761169561307853,0.678888669775133
hive-1.2.0,0.6660531807186926,0.6371500700153468,0.6024970583898549,0.5738083599782082,0.5312799921368884,0.5054388175821406,0.467382750342253,0.446113028877254,0.4272578043850903,0.4167193573089698
hive-2.0.0,0.6681809576599049,0.6382472828110423,0.6140592692627619,0.5919047002087261,0.5476061063403491,0.5085860944718865,0.4946361009180654,0.4748557482302951,0.4705116703347606,0.4718362840789031
