,Glance-EA-50-5,Glance-EA-50-10,Glance-EA-50-15,Glance-EA-50-20,Glance-EA-50-25,Glance-EA-50-30,Glance-EA-50-35,Glance-EA-50-40,Glance-EA-50-45,Glance-EA-50-50,Glance-EA-50-55,Glance-EA-50-60,Glance-EA-50-65,Glance-EA-50-70,Glance-EA-50-75,Glance-EA-50-80,Glance-EA-50-85,Glance-EA-50-90,Glance-EA-50-95,Glance-EA-50-100
ambari-2.1.0,0.0600239249313333,0.0727075170689663,0.0841605200889379,0.0933887035904945,0.1012982234067638,0.1070860377147894,0.1097149740474255,0.1132263546878226,0.1142834088036439,0.1151012525321655,0.1176869075921433,0.1184263690771773,0.1177003264356068,0.1198897003363827,0.1218677607292837,0.12227454899379,0.1222679060115761,0.1222679060115761,0.1222679060115761,0.1222679060115761
ambari-2.2.0,0.0487696366447803,0.0568368728765331,0.0661332897854763,0.0715429191047133,0.0756533659385353,0.0806831384334337,0.0832033272125886,0.0879254694472604,0.0857674258720757,0.0853508291645527,0.0884937025134728,0.088139807305335,0.0885506962325473,0.0901349070598865,0.0903891387789842,0.0905730635669389,0.0905672858077305,0.0905672858077305,0.0905672858077305,0.0905672858077305
ambari-2.4.0,0.0557823171690377,0.0743154397934087,0.0939758933933146,0.1072902160615513,0.1181584206619784,0.1235935496919881,0.1273753734143489,0.1295313069080748,0.1326382008150016,0.1358843340723636,0.1366877383321778,0.1367694418445725,0.1403055585453324,0.1438138864270099,0.1484221797903039,0.1505066908412451,0.150918052118484,0.1509039086796901,0.1509039086796901,0.1509039086796901
ambari-2.5.0,0.0392885195353969,0.048792723891463,0.0583227673783484,0.0692344160930662,0.0748151263390141,0.0777130264588028,0.0776272266652318,0.0767469378489433,0.0755897302729298,0.0742672302028029,0.0733659839193508,0.0737762963545407,0.073140006149172,0.0737366596358719,0.0738241202075205,0.0737055984237556,0.0736863617927938,0.0736809369305867,0.0736809369305867,0.0736809369305867
ambari-2.6.0,0.0198364757572623,0.0224151428802714,0.0258486182552899,0.0267763063287743,0.0251188987912355,0.0269752961068335,0.0273429013204597,0.0278518612524922,0.0259084795126727,0.0248045869899034,0.0253470888741364,0.0266940662565085,0.0267959006245451,0.0287258459107497,0.0290251712585755,0.0289386967367343,0.0289291265843697,0.0289263566527935,0.0289263566527935,0.0289263566527935
ambari-2.7.0,0.0254546591816014,0.0287065997782172,0.0302714775425819,0.0319380959615444,0.0346433369067137,0.0369119620906434,0.0373611220555663,0.0366516996403906,0.0347288043165903,0.0324935898699417,0.0310839951992877,0.0288707982689052,0.0276624237362849,0.0277405429060477,0.0276101669851307,0.0275009355250003,0.0274805566750654,0.0274743127874678,0.0274743127874678,0.0274743127874678
amq-5.1.0,0.0798825952195784,0.0918285935162105,0.1009906369551482,0.1148627914588488,0.1277823555830219,0.1346792604243754,0.1408213198433551,0.1486560766205993,0.1495162822272041,0.1489056911010973,0.1482919677295766,0.1493447908828868,0.1488366719542216,0.147661419269943,0.1471497942766614,0.146972279241226,0.1469699728688015,0.1469699728688015,0.1469699728688015,0.1469699728688015
amq-5.2.0,0.067537673357005,0.0815958235773118,0.0885435005867595,0.1004814670135496,0.1076365420157397,0.1141056848623734,0.1188458251504376,0.1257965116364285,0.1284174136046073,0.127926927054842,0.1280228839021921,0.1264845079816852,0.1263675527038599,0.1260309453897097,0.1257053038719062,0.1256565440067405,0.1256546051826707,0.1256546051826707,0.1256546051826707,0.1256546051826707
amq-5.4.0,0.0625181151536099,0.0739666048943368,0.0805180169740675,0.093067996515045,0.1018867451698542,0.1075155253658421,0.114282568276661,0.1207249840984461,0.1208215609310147,0.1209000336782778,0.1224579066860134,0.1225917439063186,0.1220013360863209,0.1228926452211826,0.1235566887316579,0.1233610189715705,0.1233472533225469,0.1233472533225469,0.1233472533225469,0.1233472533225469
amq-5.5.0,0.0515206849547214,0.0638722629817477,0.0691391814852005,0.0766435930916797,0.0833738909564072,0.0881557972133583,0.0941708887878134,0.0992833334192624,0.1012315433029963,0.1012236283668803,0.1036870927714787,0.1020402604969572,0.1023120079830378,0.1040837711327364,0.1044145178384454,0.1042505820624036,0.1042402741950257,0.1042402741950257,0.1042402741950257,0.1042402741950257
amq-5.6.0,0.0368329995601271,0.0445054313771092,0.0489213578045465,0.0543829633804202,0.0594708688478323,0.0635873066421892,0.0689551774132574,0.0703374055500399,0.0718590296759013,0.0717930075259317,0.0712386001324521,0.0695335022146192,0.0697835364899129,0.0706241589872394,0.0711171694416882,0.0712130203849397,0.071206103459678,0.071206103459678,0.071206103459678,0.071206103459678
amq-5.7.0,0.0226955385909405,0.0306276502095362,0.03219379144246,0.035098561012115,0.0378661823121739,0.0408655416867594,0.0429482298827587,0.0442393437718139,0.0431536756249329,0.0439973703718915,0.043168051824759,0.0426196199485466,0.0427440582674873,0.0429163491876951,0.0431480433028927,0.0430796578914599,0.0430764261089405,0.0430764261089405,0.0430764261089405,0.0430764261089405
amq-5.8.0,0.0687202404481576,0.084978698621398,0.0961050385536698,0.1043482544833119,0.1117140263285796,0.1241370612394598,0.1312543402896718,0.1345141738731005,0.1339382292572603,0.132156762926301,0.1299711648718569,0.1313078149450824,0.1347126047943177,0.1351531068918427,0.1354764187922183,0.1353433825594737,0.1353357658628421,0.1353357658628421,0.1353357658628421,0.1353357658628421
amq-5.9.0,0.0707946183952507,0.0871862520560306,0.0998715898792852,0.109844985797971,0.1172803355115447,0.1273895890765043,0.1331048912111485,0.1341466671726668,0.1336927675037528,0.1302829758785126,0.1290213355189212,0.1280211613295291,0.127921063574715,0.1286430442400287,0.1289216105963167,0.1288469390951959,0.1288292432563362,0.1288280636370721,0.1288280636370721,0.1288280636370721
amq-5.10.0,0.0690062527740874,0.0848574878733137,0.0958956351944502,0.104466154416966,0.1123554898582762,0.1202637055021654,0.1240632244589125,0.1244365317358512,0.1235844800889313,0.1208609649170658,0.1192311790652632,0.1162096902709907,0.1156129117218063,0.1156651602650057,0.1156984223754336,0.1157067621595469,0.1156898742619578,0.1156888188626731,0.1156888188626731,0.1156888188626731
