,Glance-EA-50-5,Glance-EA-50-10,Glance-EA-50-15,Glance-EA-50-20,Glance-EA-50-25,Glance-EA-50-30,Glance-EA-50-35,Glance-EA-50-40,Glance-EA-50-45,Glance-EA-50-50,Glance-EA-50-55,Glance-EA-50-60,Glance-EA-50-65,Glance-EA-50-70,Glance-EA-50-75,Glance-EA-50-80,Glance-EA-50-85,Glance-EA-50-90,Glance-EA-50-95,Glance-EA-50-100
ambari-2.1.0,0.6432837098469373,0.5936925408878063,0.5456392086993075,0.5006918041664236,0.4586884294323909,0.4218540404919034,0.3928556600370305,0.3649207001688752,0.344771098578875,0.3282870238478136,0.3124452560802903,0.3037122747369307,0.3011137540774259,0.2962218993254732,0.2929455802894834,0.2923128311883874,0.292322567712833,0.292322567712833,0.292322567712833,0.292322567712833
ambari-2.2.0,0.6318379251090124,0.5780852719081264,0.5231909940483971,0.4767530841440415,0.43525247124799,0.3937353258291651,0.3614842536174935,0.3263048354674008,0.3143306110734986,0.3013211802014457,0.2833307473129483,0.2788165009198079,0.2761177760536507,0.2731248102996463,0.273099360965552,0.2728588091767132,0.27287234097162,0.27287234097162,0.27287234097162,0.27287234097162
ambari-2.4.0,0.6588888378780546,0.6149686731502888,0.5678104225709321,0.525344946178998,0.4857676572738162,0.453963889723641,0.4261480217800836,0.402734040016714,0.3805468987237273,0.3606758753934375,0.347452301806761,0.3382012420791452,0.3278038668846197,0.3207562608136926,0.3143562709586533,0.3117121778386962,0.3112021754579993,0.3112166739067294,0.3112166739067294,0.3112166739067294
ambari-2.5.0,0.6404902837381447,0.5869366790023525,0.5323503287919964,0.4731346201957929,0.4268761051335605,0.3900769293694681,0.3649014825109727,0.3457198661965841,0.3312172855653661,0.3206676130002912,0.3126864777064879,0.3044267164401185,0.3026241771065964,0.3000239576001716,0.2996632970676934,0.2999330966771233,0.2999778487434504,0.2999904718969324,0.2999904718969324,0.2999904718969324
ambari-2.6.0,0.6445109499797333,0.6010531901229763,0.5563543119686621,0.52268864232328,0.5038623951837626,0.4708863645481172,0.4473085915937311,0.4251296150690544,0.4193481617114138,0.4112213552549874,0.3962503133157284,0.3791903536074583,0.3725640375799772,0.3592461344397336,0.3569721359407166,0.3572996158706369,0.3573359207650995,0.3573464309810805,0.3573464309810805,0.3573464309810805
ambari-2.7.0,0.6473452900646178,0.605704885091524,0.5709010941537794,0.537891741722155,0.5030553758547579,0.4710246669608205,0.4476467742888085,0.431205248045777,0.422469934723794,0.4174742207447955,0.4115621652485676,0.4113656525256797,0.4098908641675004,0.4060826307677425,0.4057507544647622,0.406032089520698,0.406084671118565,0.406100787548546,0.406100787548546,0.406100787548546
amq-5.1.0,0.6320260583388576,0.5795042592322457,0.532283251550104,0.4797529993690914,0.428764013326994,0.3886462302377849,0.3523148526198167,0.3160706364974204,0.2959735158423209,0.2825241075253821,0.2739339107749732,0.2668617521706495,0.2655265464026714,0.2667908676192596,0.2674660167288621,0.2677055966908127,0.2677086887886797,0.2677086887886797,0.2677086887886797,0.2677086887886797
amq-5.2.0,0.6370625906427305,0.5833686974426491,0.539075780640574,0.4889463776127161,0.4469448862569427,0.4079623672996286,0.3743317893040406,0.3391329962431113,0.3156475841933648,0.301739145983483,0.2911632351286059,0.2873577883260094,0.2842270670037873,0.2836987740581776,0.2840172305456674,0.2840544890025481,0.2840572268524091,0.2840572268524091,0.2840572268524091,0.2840572268524091
amq-5.4.0,0.6340642527858424,0.5802388046965228,0.5346966548841994,0.4803549572393761,0.4327089973036775,0.3929499631312207,0.3531778660806655,0.3169580855775021,0.2983351769878784,0.283770266601873,0.2711234721296169,0.2657356252337929,0.2649646857091017,0.2635194193117696,0.2626216527667174,0.2629503360766578,0.2629734891397757,0.2629734891397757,0.2629734891397757,0.2629734891397757
amq-5.5.0,0.6380136514876023,0.582615403184724,0.5384939158758174,0.4917773739902181,0.4475491819683647,0.4092580656091243,0.3701371657221548,0.3357207986766898,0.3126095230634322,0.2979507491923943,0.2821972085480511,0.2798535119477631,0.276598311068704,0.2726942343034859,0.2720771820176667,0.2723806403967673,0.2723997448954214,0.2723997448954214,0.2723997448954214,0.2723997448954214
