,Glance-EA-50-5,Glance-EA-50-10,Glance-EA-50-15,Glance-EA-50-20,Glance-EA-50-25,Glance-EA-50-30,Glance-EA-50-35,Glance-EA-50-40,Glance-EA-50-45,Glance-EA-50-50,Glance-EA-50-55,Glance-EA-50-60,Glance-EA-50-65,Glance-EA-50-70,Glance-EA-50-75,Glance-EA-50-80,Glance-EA-50-85,Glance-EA-50-90,Glance-EA-50-95,Glance-EA-50-100
ambari-2.1.0,0.0179398635559673,0.0169692953708972,0.0159716290026144,0.0149886748856087,0.0140078246833191,0.0130926379553764,0.0123343746633631,0.0115006365508343,0.0108231787962685,0.0101536022739696,0.0093503682266299,0.0087049503025589,0.0082843252372125,0.0077455034322612,0.0074127310061601,0.0073430349154111,0.0073432237163499,0.0073432237163499,0.0073432237163499,0.0073432237163499
ambari-2.2.0,0.0076166471201881,0.0071414560192034,0.0066165701038917,0.0061612954158698,0.0057305969853018,0.0052515468665275,0.0048510631785941,0.0043394901493573,0.004136420449225,0.0038577065787148,0.0033946042743327,0.0031253087140432,0.0028545693895932,0.0025894782436746,0.0025053499660733,0.0024805641620255,0.0024806466789273,0.0024806466789273,0.0024806466789273,0.0024806466789273
ambari-2.4.0,0.0352859141705175,0.0337582535919065,0.0319324878143414,0.0302371019433686,0.028562640967808,0.0272004769051808,0.0259326685324565,0.0247840570655295,0.0235267925553907,0.0222096743835874,0.021159414920876,0.0202048565684929,0.0189299843591866,0.0179025132567758,0.0170620564321351,0.0167364724509611,0.0166754081718974,0.0166760853160436,0.0166760853160436,0.0166760853160436
ambari-2.5.0,0.0069328051196099,0.0065108945639025,0.006045954607392,0.005489417686239,0.0050423496076208,0.0046679201795353,0.0044012346450395,0.0041752146885083,0.0039737213075511,0.0037875976790656,0.0035959779583025,0.0033412607533985,0.0031814515032584,0.0030197623591701,0.0029753795853664,0.0029754432945595,0.0029758030018412,0.0029759044734664,0.0029759044734664,0.0029759044734664
ambari-2.6.0,0.0021125472695589,0.0020190820510939,0.0019139179939303,0.0018395033340997,0.0018123407762625,0.0017254425663789,0.0016657192009512,0.0016024574427236,0.0016009383717981,0.0015834793956568,0.0015235601651087,0.0014377998454292,0.0013953320890371,0.00130716958082,0.0012895064874457,0.001290865894401,0.001291016675632,0.0012910603294048,0.0012910603294048,0.0012910603294048
ambari-2.7.0,0.003974783313957,0.0038116762465637,0.0036797932710438,0.0035480186597801,0.0033894387259295,0.0032334649052536,0.0031233276818356,0.0030505572488769,0.003025754842006,0.0030221782232671,0.002998794797162,0.0030178898866895,0.003013796355634,0.0029758699110931,0.0029722507453823,0.0029753058899291,0.0029758771250735,0.0029760522249164,0.0029760522249164,0.0029760522249164
amq-5.1.0,0.0196916337399072,0.0184986314647457,0.0173941062414145,0.0160229978512108,0.0145857712607169,0.0134014666683044,0.012217100146074,0.0108583011255873,0.0099695468326689,0.0091924016885136,0.0084793709223464,0.0076774440969968,0.0071490107764158,0.0069480618967366,0.0069126195675575,0.0069048865350863,0.0069049396876226,0.0069049396876226,0.0069049396876226,0.0069049396876226
amq-5.2.0,0.0170858139755759,0.0160292074105599,0.0151633175086053,0.0140577014576755,0.0131001211636153,0.0121375320160995,0.0112357566625859,0.0101484968335234,0.0093155655655655,0.0086955398211793,0.0080713961982457,0.0076390366440401,0.0071795088371307,0.0069318392956679,0.0068829891838741,0.006868605586849,0.0068686549363068,0.0068686549363068,0.0068686549363068,0.0068686549363068
amq-5.4.0,0.0130463118551439,0.0122303346126121,0.0115351074777749,0.0105880305159436,0.0097138219045374,0.0089404731449191,0.008071632853902,0.0071704042279674,0.0066231668458702,0.0060737571105545,0.0054464692125378,0.0049538307288438,0.0045910634673038,0.0042977209735516,0.0041845481476475,0.0041878973711502,0.0041881334340439,0.0041881334340439,0.0041881334340439,0.0041881334340439
amq-5.5.0,0.0103006629582787,0.0096354744648446,0.0091147213942656,0.0085069136320366,0.0078896526562797,0.0073210874607722,0.0066672518983452,0.0060197371396524,0.0055169261907093,0.0051138087281447,0.0045759654989094,0.0043249717213387,0.0040064060489905,0.0037169574200694,0.0036503762613305,0.0036531683078289,0.0036533441739056,0.0036533441739056,0.0036533441739056,0.0036533441739056
amq-5.6.0,0.0046459162463138,0.0043430792260049,0.0040834302223161,0.0037890988314231,0.0034852666582355,0.0031905004188966,0.0028391751034664,0.002601017683674,0.0023554809908918,0.0021643806026568,0.0020024350323556,0.001908010887156,0.0017555450684285,0.0016411954410174,0.0015988169714661,0.0015903369015816,0.001590413315267,0.001590413315267,0.001590413315267,0.001590413315267
