buggy,clean,all
1.0,0.27741935483870966,0.28205128205128205
1.0,0.49387755102040815,0.4979757085020243
1.3650793650793651,0.4351851851851852,0.49178743961352656
2.0,0.4307692307692308,0.5217391304347826
0.8333333333333334,0.38961038961038963,0.40625
1.0,0.3179650238473768,0.3183262711864407
1.3333333333333333,0.734006734006734,0.74
2.0,0.47105561861521,0.47538200339558573
1.0,0.3608815426997245,0.3643835616438356
1.0,0.5781818181818181,0.5812274368231047
1.0,0.2331288343558282,0.23780487804878048
1.75,0.575187969924812,0.5925925925925926
1.0,0.1568627450980392,0.16233766233766234
1.0,0.6633266533066132,0.664
0.6666666666666666,0.23809523809523808,0.25757575757575757
0.0,0.3595238095238095,0.3578199052132701
2.0,0.43243243243243246,0.44086021505376344
1.0,0.2537878787878788,0.25660377358490566
1.28,0.23529411764705882,0.5607476635514018
1.1111111111111112,0.4778481012658228,0.49538461538461537
1.2,0.42248062015503873,0.4372623574144487
0.2857142857142857,0.4777327935222672,0.47244094488188976
1.0,0.2537313432835821,0.2647058823529412
1.8571428571428572,0.4533333333333333,0.5159235668789809
1.0,0.3560606060606061,0.3656716417910448
2.0,0.5810276679841897,0.59765625
2.0,0.2579185520361991,0.26576576576576577
1.0,0.045454545454545456,0.08695652173913043
1.5,0.06976744186046512,0.13333333333333333
0.6666666666666666,0.07142857142857142,0.1111111111111111
1.0,0.05,0.07317073170731707
1.0,0.05263157894736842,0.07692307692307693
1.0,0.05263157894736842,0.07692307692307693
1.4166666666666667,0.30116959064327486,0.3389830508474576
1.5714285714285714,0.06382978723404255,0.25925925925925924
1.0,0.044444444444444446,0.0851063829787234
1.0,0.06976744186046512,0.1111111111111111
1.0,0.06818181818181818,0.08888888888888889
1.0,0.07317073170731707,0.09523809523809523
0.5,0.09302325581395349,0.1111111111111111
1.6,0.5313531353135313,0.5400981996726678
1.05,0.5066666666666667,0.5572093023255814
1.0,0.3701923076923077,0.38497652582159625
1.1,0.4538799414348463,0.46320346320346323
1.5,0.35802469135802467,0.3855421686746988
1.1875,0.5136436597110754,0.5465648854961832
1.0,0.7162162162162162,0.7181208053691275
1.125,0.5868131868131868,0.5961123110151187
1.1818181818181819,0.21551724137931033,0.2992125984251969
1.0,0.38823529411764707,0.3953488372093023
2.0,0.5817490494296578,0.5828267477203647
1.0,0.6650641025641025,0.6656
1.0,0.34459459459459457,0.348993288590604
0.8,0.22901849217638692,0.2330508474576271
1.0,0.3626373626373626,0.3894736842105263
1.0,0.5524781341107872,0.5544267053701016
1.0,0.2900763358778626,0.3007518796992481
0.9333333333333333,0.39862542955326463,0.42483660130718953
1.0,0.47651006711409394,0.4811529933481153
0.5,0.21818181818181817,0.22321428571428573
1.0,0.3712871287128713,0.37438423645320196
0.0,0.288,0.2857142857142857
1.6363636363636365,0.6137566137566137,0.6332179930795848
1.5555555555555556,0.6023706896551724,0.6115261472785486
1.0,0.3183279742765273,0.3226837060702875
2.0,0.36787564766839376,0.37628865979381443
0.8,0.5444015444015444,0.5468451242829828
1.6470588235294117,0.4720194647201946,0.4958283671036949
1.0,0.4308510638297872,0.44559585492227977
0.6666666666666666,0.3577981651376147,0.36607142857142855
0.0,0.43887775551102204,0.438
0.6666666666666666,0.334841628959276,0.3392857142857143
3.0,0.48405797101449277,0.487698986975398
2.0,0.3064516129032258,0.3333333333333333
1.5,0.4451219512195122,0.4578313253012048
0.5,0.472636815920398,0.4729064039408867
1.4,0.5393258426966292,0.5512465373961218
1.8666666666666667,0.6246056782334385,0.6807228915662651
1.0,0.5671641791044776,0.5827338129496403
1.0,0.4725274725274725,0.48936170212765956
0.3333333333333333,0.2785714285714286,0.27972027972027974
3.0,0.24444444444444444,0.27472527472527475
2.0,0.4344422700587084,0.44357976653696496
1.0,0.11904761904761904,0.2127659574468085
1.2,0.447841726618705,0.45454545454545453
1.0,0.43409490333919154,0.4370629370629371
1.6666666666666667,0.25,0.2988505747126437
1.2777777777777777,0.43169398907103823,0.5074626865671642
1.5,0.3853211009174312,0.40540540540540543
1.4,0.6038834951456311,0.6336448598130842
1.0,0.19469026548672566,0.20175438596491227
3.0,0.14516129032258066,0.19047619047619047
1.0,0.32083333333333336,0.32224532224532226
1.0,0.4449760765550239,0.44630071599045346
2.0,0.2909090909090909,0.30120481927710846
3.0,0.6020066889632107,0.6179401993355482
2.0,0.4015748031496063,0.47368421052631576
1.0384615384615385,0.33992094861660077,0.4050179211469534
1.36,0.39185750636132316,0.44976076555023925
1.0,0.35233160621761656,0.3644067796610169
1.0,0.25769230769230766,0.2851851851851852
1.5,0.32673267326732675,0.33251231527093594
0.0,0.1527777777777778,0.1506849315068493
0.75,0.3346303501945525,0.34099616858237547
1.25,0.4930875576036866,0.52
1.0,0.4507042253521127,0.4608294930875576
1.3333333333333333,0.3806818181818182,0.42702702702702705
1.0,0.348993288590604,0.35333333333333333
1.0,0.5030674846625767,0.5045871559633027
