buggy,clean,all
0.0,0.11612903225806452,0.11538461538461539
1.0,0.15510204081632653,0.16194331983805668
0.3492063492063492,0.20267489711934156,0.21159420289855072
0.16666666666666666,0.18974358974358974,0.18840579710144928
0.0,0.09090909090909091,0.0875
0.0,0.22363540010598834,0.22351694915254236
0.0,0.08417508417508418,0.08333333333333333
0.0,0.17593643586833144,0.17543859649122806
0.0,0.0743801652892562,0.07397260273972603
0.5,0.12727272727272726,0.1299638989169675
0.0,0.03680981595092025,0.036585365853658534
0.5,0.13533834586466165,0.14074074074074075
0.0,0.12418300653594772,0.12337662337662338
1.0,0.1462925851703407,0.148
0.0,0.06349206349206349,0.06060606060606061
0.0,0.19047619047619047,0.1895734597156398
1.0,0.15675675675675677,0.16129032258064516
0.0,0.125,0.12452830188679245
0.27,0.09502262443438914,0.14953271028037382
0.0,0.16455696202531644,0.16
0.0,0.15891472868217055,0.155893536121673
0.14285714285714285,0.11336032388663968,0.1141732283464567
0.0,0.029850746268656716,0.029411764705882353
0.2857142857142857,0.16666666666666666,0.17197452229299362
0.5,0.08333333333333333,0.08955223880597014
0.0,0.15019762845849802,0.1484375
1.0,0.16289592760180996,0.16666666666666666
0.5,0.11363636363636363,0.13043478260869565
0.5,0.06976744186046512,0.08888888888888889
0.3333333333333333,0.11904761904761904,0.13333333333333333
0.0,0.1,0.0975609756097561
0.0,0.10526315789473684,0.10256410256410256
0.0,0.10526315789473684,0.10256410256410256
0.16666666666666666,0.13450292397660818,0.13559322033898305
0.7142857142857143,0.06382978723404255,0.14814814814814814
0.5,0.08888888888888889,0.10638297872340426
0.5,0.06976744186046512,0.08888888888888889
0.0,0.09090909090909091,0.08888888888888889
0.0,0.0975609756097561,0.09523809523809523
0.0,0.09302325581395349,0.08888888888888889
0.4,0.20297029702970298,0.20458265139116202
0.22,0.1641025641025641,0.16930232558139535
0.0,0.16346153846153846,0.1596244131455399
0.3,0.22840409956076135,0.22943722943722944
0.5,0.13580246913580246,0.14457831325301204
0.21875,0.15730337078651685,0.16030534351145037
0.0,0.19932432432432431,0.19798657718120805
0.375,0.18021978021978022,0.183585313174946
0.2727272727272727,0.1206896551724138,0.13385826771653545
0.0,0.16470588235294117,0.16279069767441862
0.0,0.17338403041825096,0.17325227963525835
1.0,0.16506410256410256,0.1664
0.0,0.13513513513513514,0.1342281879194631
0.6,0.11522048364153627,0.11864406779661017
1.0,0.14285714285714285,0.17894736842105263
0.0,0.18221574344023322,0.18142235123367198
1.0,0.16030534351145037,0.17293233082706766
0.5333333333333333,0.18213058419243985,0.19934640522875818
0.25,0.1342281879194631,0.1352549889135255
0.0,0.11818181818181818,0.11607142857142858
1.0,0.16831683168316833,0.1724137931034483
0.0,0.096,0.09523809523809523
0.36363636363636365,0.164021164021164,0.16782006920415224
0.4444444444444444,0.18426724137931033,0.18676627534685167
0.0,0.12540192926045016,0.12460063897763578
1.0,0.12953367875647667,0.13402061855670103
0.2,0.15444015444015444,0.15487571701720843
0.23529411764705882,0.16180048661800486,0.1632896305125149
0.2,0.11702127659574468,0.11917098445595854
0.6666666666666666,0.11926605504587157,0.13392857142857142
0.0,0.1342685370741483,0.134
0.0,0.10407239819004525,0.10267857142857142
1.0,0.16666666666666666,0.1678726483357453
0.0,0.0967741935483871,0.09523809523809523
0.0,0.13414634146341464,0.13253012048192772
0.5,0.13930348258706468,0.14285714285714285
0.0,0.12359550561797752,0.12188365650969529
0.4,0.1640378548895899,0.1746987951807229
0.0,0.11194029850746269,0.1079136690647482
0.3333333333333333,0.14285714285714285,0.14893617021276595
0.6666666666666666,0.21428571428571427,0.22377622377622378
0.0,0.16666666666666666,0.16483516483516483
0.0,0.17416829745596868,0.17315175097276264
0.2,0.07142857142857142,0.0851063829787234
0.0,0.18345323741007194,0.18181818181818182
0.6666666666666666,0.18101933216168717,0.18356643356643357
0.0,0.11904761904761904,0.11494252873563218
0.1111111111111111,0.1366120218579235,0.13432835820895522
0.0,0.1651376146788991,0.16216216216216217
0.1,0.13398058252427184,0.13271028037383178
1.0,0.20353982300884957,0.21052631578947367
0.0,0.1532258064516129,0.15079365079365079
0.0,0.13541666666666666,0.13513513513513514
0.0,0.17703349282296652,0.1766109785202864
0.0,0.23636363636363636,0.23493975903614459
0.5,0.23411371237458195,0.23588039867109634
0.3333333333333333,0.2047244094488189,0.21052631578947367
0.23076923076923078,0.09090909090909091,0.1039426523297491
0.32,0.12468193384223919,0.13636363636363635
0.09090909090909091,0.15198618307426598,0.15084745762711865
0.1,0.1076923076923077,0.10740740740740741
0.0,0.1608910891089109,0.16009852216748768
0.0,0.06944444444444445,0.0684931506849315
0.0,0.10505836575875487,0.10344827586206896
0.125,0.16129032258064516,0.16
0.0,0.1784037558685446,0.17511520737327188
0.1111111111111111,0.17613636363636365,0.17297297297297298
0.0,0.08053691275167785,0.08
0.0,0.13803680981595093,0.13761467889908258
