LineDP,Glance-MD,Glance-EA,Glance-LR
ant-ivy,0.026568215129866776,0.022016153155848,0.0248372842247328,0.026389951678178064
commons-compress,0.012806932746180938,0.0107362564162846,0.0142912968235359,0.013119018729001225
commons-configuration,0.009023053608590462,0.0092230219765182,0.010156862745098,0.009512930104241236
commons-lang,0.005175894825540775,0.0054753991277785,0.0058977099030124,0.005467102881990963
commons-math,0.013978191839839737,0.0135030064275347,0.0141217576978137,0.013881105866791525
commons-net,0.014267286233598625,0.0116382637610593,0.0147592031736552,0.0140713196772345
commons-vfs,0.01155148459082485,0.0110158454525721,0.0126872932477135,0.011375648773061513
giraph,0.024510939201368626,0.0219298245614035,0.0250190668833106,0.023958976507728113
parquet-mr,0.011459692057800775,0.0076358695652173,0.0108142371448877,0.010394783732807
