MIT-LineDP,BASE-Glance-MD,BASE-Glance-EA,BASE-Glance-LR
0.1414277759967604,0.4483608078694721,0.2441324851941215,0.0946226399176607
0.1414277759967604,0.4483608078694721,0.2441324851941215,0.0510570806688376
0.1414277759967604,0.4483608078694721,0.2441324851941215,0.014325003796379
0.1414277759967604,0.4483608078694721,0.2441324851941215,0.0017210251910844
0.1414277759967604,0.4483608078694721,0.2441324851941215,0.0819511701284019
0.1414277759967604,0.4483608078694721,0.2441324851941215,0.0483743061062648
0.0350954156613292,0.4483608078694721,0.2441324851941215,0.0253260667825265
0.0751851789360014,0.4483608078694721,0.2441324851941215,0.0514957733646042
0.0502964278834835,0.4596451426492305,0.244183806690495,0.0323181302570468
0.0307129251118292,0.4596451426492305,0.244183806690495,0.0189200179782976
0.0307129251118292,0.4596451426492305,0.244183806690495,0.0361920253408385
0.0307129251118292,0.4596451426492305,0.244183806690495,0.011429060633949
0.0307129251118292,0.4596451426492305,0.244183806690495,0.0817798514650172
0.0307129251118292,0.4596451426492305,0.244183806690495,0.0827001690816086
0.0397448793955867,0.4596451426492305,0.244183806690495,0.0284870406437942
0.0218307899749588,0.4596451426492305,0.244183806690495,0.0146822763949232
0.0305297904437573,0.4592761870621798,0.2459858702633269,0.0196561664500903
0.0919926513420262,0.4592761870621798,0.2459858702633269,0.0658242595330913
0.0919926513420262,0.4592761870621798,0.2459858702633269,0.0013442667025137
0.0919926513420262,0.4592761870621798,0.2459858702633269,0.0039581186240683
0.0919926513420262,0.4592761870621798,0.2459858702633269,0.0484085375871906
0.0919926513420262,0.4592761870621798,0.2459858702633269,0.0639273498528774
0.0305447267404519,0.4592761870621798,0.2459858702633269,0.0188496064285821
0.0694687159265731,0.4592761870621798,0.2459858702633269,0.0498274857731774
0.0426447574334898,0.4670331933119183,0.2433592784778848,0.024689070093073
0.0647393130714109,0.4670331933119183,0.2433592784778848,0.0435713697389012
0.0647393130714109,0.4670331933119183,0.2433592784778848,0.0351083106828103
0.0647393130714109,0.4670331933119183,0.2433592784778848,0.0105119018202783
0.0647393130714109,0.4670331933119183,0.2433592784778848,0.1256074458446586
0.0647393130714109,0.4670331933119183,0.2433592784778848,0.0813565604151223
0.0172967630343464,0.4670331933119183,0.2433592784778848,0.0113149658183016
0.0544333250967795,0.4670331933119183,0.2433592784778848,0.0339140103780578
0.0271150330506621,0.4688216659766575,0.2439794764923967,0.0176766384615742
0.088853018751192,0.4688216659766575,0.2439794764923967,0.0657524433300926
0.088853018751192,0.4688216659766575,0.2439794764923967,0.0290036423178724
0.088853018751192,0.4688216659766575,0.2439794764923967,0.0069776204453582
0.088853018751192,0.4688216659766575,0.2439794764923967,0.1050364464374595
0.088853018751192,0.4688216659766575,0.2439794764923967,0.0356323817409628
0.0406655719555479,0.4688216659766575,0.2439794764923967,0.0313620780284035
0.0059495843664088,0.4688216659766575,0.2439794764923967,0.0037446563056755
0.0997260997260997,0.4507144507144507,0.2377982377982378,0.0647790647790647
0.114081114081114,0.4507144507144507,0.2377982377982378,0.0798270798270798
0.114081114081114,0.4507144507144507,0.2377982377982378,0.0252780252780252
0.114081114081114,0.4507144507144507,0.2377982377982378,0.0199650199650199
0.114081114081114,0.4507144507144507,0.2377982377982378,0.0142230142230142
0.114081114081114,0.4507144507144507,0.2377982377982378,0.0941490941490941
0.099000099000099,0.4507144507144507,0.2377982377982378,0.079068079068079
0.0638550638550638,0.4507144507144507,0.2377982377982378,0.0457710457710457
0.0399568681483256,0.4541125022464506,0.240130593662014,0.0245611933145629
0.1299047504942191,0.4541125022464506,0.240130593662014,0.0867728988198646
0.1299047504942191,0.4541125022464506,0.240130593662014,0.0204876295453184
0.1299047504942191,0.4541125022464506,0.240130593662014,0.0128197448032109
0.1299047504942191,0.4541125022464506,0.240130593662014,0.0004492901216078
0.1299047504942191,0.4541125022464506,0.240130593662014,0.037141316719583
0.0859641766009704,0.4541125022464506,0.240130593662014,0.0594560594261067
0.0223446953812975,0.4541125022464506,0.240130593662014,0.0141376624932606
0.0521066714463122,0.4632628762370533,0.247141814643639,0.0388943655660679
0.091077852744242,0.4632628762370533,0.247141814643639,0.0699407238602465
0.091077852744242,0.4632628762370533,0.247141814643639,0.0271799664571304
0.091077852744242,0.4632628762370533,0.247141814643639,0.0039176023249561
0.091077852744242,0.4632628762370533,0.247141814643639,0.0043400888501965
0.091077852744242,0.4632628762370533,0.247141814643639,0.1458346669397892
0.091077852744242,0.4632628762370533,0.247141814643639,0.0573301412129204
0.0357961310476385,0.4632628762370533,0.247141814643639,0.0279993342636571
0.1207469791285243,0.4651190040278286,0.2457268399853533,0.0675942878066642
0.1780593189307945,0.4651190040278286,0.2457268399853533,0.1089564262175027
0.1780593189307945,0.4651190040278286,0.2457268399853533,0.0758549981691688
0.1780593189307945,0.4651190040278286,0.2457268399853533,0.0458147198828268
0.1780593189307945,0.4651190040278286,0.2457268399853533,0.0042621750274624
0.1780593189307945,0.4651190040278286,0.2457268399853533,0.0976931526913218
0.1780593189307945,0.4651190040278286,0.2457268399853533,0.0571365800073233
0.0165067740754302,0.4651190040278286,0.2457268399853533,0.0109703405346027
