LineDP,Glance-MD,Glance-EA,Glance-LR
ant-ivy,0.010279851810757563,0.0344423222983604,0.0242602495169594,0.017580844678183112
commons-compress,0.020887154877164513,0.0237005026332396,-0.0161879847956515,0.006493654976269575
commons-configuration,0.0202503669779673,0.004359249324935,-0.0097281634385505,0.0059371356982769
commons-lang,0.030005649907964775,0.0040584915198151,-0.0031372277716035,0.017542853347081014
commons-math,-0.0015498288063960875,0.0042443819467598,-0.002257850056012,-0.0008429466505122245
commons-net,0.0016039682227682378,0.0250469874022051,-0.0062531652465561,0.0099772715303535
commons-vfs,-0.0036363009729494123,0.0036715285000412,-0.022145013961876,0.0013893683658608997
giraph,-0.013995726683249549,0.0131532409882259,-0.0140399787780902,-0.0036766072951862627
parquet-mr,-0.01752675510210999,0.0306216637093009,-0.0042799760616876,0.005834219360914037
