LineDP,Glance-MD,Glance-EA,Glance-LR
ant-ivy,0.11985590632223662,0.4483608078694721,0.2441324851941215,0.04610913324446989
commons-compress,0.03317959035164687,0.4596451426492305,0.244183806690495,0.038313571474434385
commons-configuration,0.07381331122761416,0.4592761870621798,0.2459858702633269,0.03397447386894889
commons-lang,0.05475892636520877,0.4670331933119183,0.2433592784778848,0.04575920434890039
commons-math,0.06474941039107235,0.4688216659766575,0.2439794764923967,0.03689823838342484
commons-net,0.10412335412335406,0.4507144507144507,0.2377982377982378,0.05288255288255283
commons-vfs,0.09972368657521112,0.4541125022464506,0.240130593662014,0.03197822440543936
giraph,0.07929623986992534,0.4632628762370533,0.247141814643639,0.04692961118437051
parquet-mr,0.1507012083485902,0.4651190040278286,0.2457268399853533,0.05853533504210909
