MIT-LineDP,BASE-Glance-MD,BASE-Glance-EA,BASE-Glance-LR
0.1563636363636363,0.2727272727272727,0.2648484848484848,0.1412121212121212
0.0418181818181818,0.2727272727272727,0.2648484848484848,0.0666666666666666
0.0054545454545454,0.2727272727272727,0.2648484848484848,0.0078787878787878
0.0,0.2727272727272727,0.2648484848484848,0.0012121212121212
0.0424242424242424,0.2727272727272727,0.2648484848484848,0.0993939393939394
0.0593939393939393,0.2727272727272727,0.2648484848484848,0.1
0.0727272727272727,0.2727272727272727,0.2648484848484848,0.066060606060606
0.0878787878787878,0.2727272727272727,0.2648484848484848,0.0848484848484848
0.0590111642743221,0.2328548644338118,0.1578947368421052,0.0430622009569378
0.0829346092503987,0.2328548644338118,0.1578947368421052,0.0590111642743221
0.0398724082934609,0.2328548644338118,0.1578947368421052,0.0765550239234449
0.0191387559808612,0.2328548644338118,0.1578947368421052,0.0175438596491228
0.036682615629984,0.2328548644338118,0.1578947368421052,0.1004784688995215
0.0255183413078149,0.2328548644338118,0.1578947368421052,0.062200956937799
0.0350877192982456,0.2328548644338118,0.1578947368421052,0.0175438596491228
0.0143540669856459,0.2328548644338118,0.1578947368421052,0.0031897926634768
0.063076923076923,0.2646153846153846,0.1707692307692307,0.0415384615384615
0.1723076923076923,0.2646153846153846,0.1707692307692307,0.1046153846153846
0.0015384615384615,0.2646153846153846,0.1707692307692307,0.0015384615384615
0.0,0.2646153846153846,0.1707692307692307,0.0092307692307692
0.0876923076923077,0.2646153846153846,0.1707692307692307,0.0615384615384615
0.02,0.2646153846153846,0.1707692307692307,0.0646153846153846
0.0353846153846153,0.2646153846153846,0.1707692307692307,0.023076923076923
0.0846153846153846,0.2646153846153846,0.1707692307692307,0.0476923076923076
0.0728241563055062,0.1047957371225577,0.1420959147424511,0.0426287744227353
0.1936056838365897,0.1047957371225577,0.1420959147424511,0.1492007104795737
0.0497335701598579,0.1047957371225577,0.1420959147424511,0.108348134991119
0.0,0.1047957371225577,0.1420959147424511,0.0124333925399644
0.0852575488454707,0.1047957371225577,0.1420959147424511,0.1865008880994671
0.1349911190053286,0.1047957371225577,0.1420959147424511,0.1403197158081705
0.019538188277087,0.1047957371225577,0.1420959147424511,0.0177619893428063
0.1456483126110124,0.1047957371225577,0.1420959147424511,0.0976909413854351
0.0223243598161523,0.247866053841103,0.1930400525279054,0.0124753775443204
0.092908732764281,0.247866053841103,0.1930400525279054,0.0610636900853578
0.0101772816808929,0.247866053841103,0.1930400525279054,0.0380827314510833
0.000328299409061,0.247866053841103,0.1930400525279054,0.0022980958634274
0.041365725541694,0.247866053841103,0.1930400525279054,0.201247537754432
0.0016414970453053,0.247866053841103,0.1930400525279054,0.0101772816808929
0.0252790544977019,0.247866053841103,0.1930400525279054,0.0124753775443204
0.0006565988181221,0.247866053841103,0.1930400525279054,0.0
0.1201814058956916,0.238095238095238,0.1995464852607709,0.1337868480725623
0.1292517006802721,0.238095238095238,0.1995464852607709,0.1156462585034013
0.0022675736961451,0.238095238095238,0.1995464852607709,0.0952380952380952
0.0158730158730158,0.238095238095238,0.1995464852607709,0.0113378684807256
0.0,0.238095238095238,0.1995464852607709,0.0022675736961451
0.0748299319727891,0.238095238095238,0.1995464852607709,0.1065759637188208
0.0430839002267573,0.238095238095238,0.1995464852607709,0.0385487528344671
0.0612244897959183,0.238095238095238,0.1995464852607709,0.0657596371882086
0.0546875,0.203125,0.1197916666666666,0.0520833333333333
0.1067708333333333,0.203125,0.1197916666666666,0.0572916666666666
0.0182291666666666,0.203125,0.1197916666666666,0.015625
0.0390625,0.203125,0.1197916666666666,0.0182291666666666
0.0,0.203125,0.1197916666666666,0.0
0.0208333333333333,0.203125,0.1197916666666666,0.0546875
0.0677083333333333,0.203125,0.1197916666666666,0.0390625
0.03125,0.203125,0.1197916666666666,0.0182291666666666
0.0619747899159663,0.2599789915966387,0.167016806722689,0.0462184873949579
0.0493697478991596,0.2599789915966387,0.167016806722689,0.0383403361344537
0.0089285714285714,0.2599789915966387,0.167016806722689,0.0220588235294117
0.0005252100840336,0.2599789915966387,0.167016806722689,0.0010504201680672
0.0005252100840336,0.2599789915966387,0.167016806722689,0.0005252100840336
0.0141806722689075,0.2599789915966387,0.167016806722689,0.104516806722689
0.0078781512605042,0.2599789915966387,0.167016806722689,0.0735294117647058
0.0535714285714285,0.2599789915966387,0.167016806722689,0.0409663865546218
0.0562414266117969,0.2606310013717421,0.176954732510288,0.0480109739368998
0.0905349794238683,0.2606310013717421,0.176954732510288,0.0905349794238683
0.0315500685871056,0.2606310013717421,0.176954732510288,0.130315500685871
0.0,0.2606310013717421,0.176954732510288,0.0150891632373113
0.0,0.2606310013717421,0.176954732510288,0.0013717421124828
0.0288065843621399,0.2606310013717421,0.176954732510288,0.1851851851851851
0.0384087791495198,0.2606310013717421,0.176954732510288,0.0905349794238683
0.0425240054869684,0.2606310013717421,0.176954732510288,0.0260631001371742
