,5%,10%,15%,20%,25%,30%,35%,40%,45%,50%,55%,60%,65%,70%,75%,80%,85%,90%,95%,100%
recall,0.099,0.188,0.273,0.357,0.438,0.507,0.569,0.624,0.667,0.707,0.743,0.776,0.805,0.826,0.836,0.839,0.839,0.839,0.839,0.839
far,0.017,0.035,0.053,0.071,0.09,0.108,0.126,0.145,0.163,0.182,0.2,0.218,0.233,0.243,0.247,0.248,0.248,0.248,0.248,0.248
ce,0.012,0.011,0.01,0.009,0.008,0.008,0.007,0.006,0.005,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002
d2h,0.637,0.575,0.516,0.458,0.404,0.359,0.322,0.292,0.273,0.259,0.25,0.246,0.245,0.246,0.246,0.247,0.247,0.247,0.247,0.247
mcc,0.061,0.082,0.099,0.113,0.125,0.133,0.138,0.141,0.141,0.141,0.141,0.141,0.142,0.143,0.144,0.144,0.144,0.144,0.144,0.144
ifa,82.39,51.26,96.065,124.667,75.195,104.325,196.967,178.553,201.829,197.911,301.0,292.959,441.577,312.764,240.0,293.854,279.943,286.415,288.154,288.203
recall_20,0.099,0.188,0.273,0.357,0.438,0.502,0.553,0.595,0.612,0.627,0.627,0.625,0.629,0.637,0.641,0.641,0.64,0.64,0.64,0.64
ratio,0.375,0.525,0.605,0.664,0.711,0.746,0.773,0.793,0.813,0.827,0.835,0.844,0.853,0.857,0.859,0.859,0.859,0.859,0.859,0.859
