PMD,CheckStyle,Glance-MD,Glance-EA,Glance-LR
0.584668223,0.500153066596314,0.326347717877624,0.3282870238478136,0.3105660799002619
0.561787697,0.5155447882469976,0.327674085621453,0.3013211802014457,0.2205395596774562
0.584853196,0.5107169993514322,0.3457817804183863,0.3606758753934375,0.4599858906609385
0.555993858,0.4886031621176502,0.329105036770025,0.3206676130002912,0.2091660569344872
0.578151743,0.5280951579084379,0.3717606066856925,0.4112213552549874,0.2133694128174509
0.583244877,0.4839611967869659,0.3396883650812772,0.4174742207447955,0.6352270654951789
0.558837164,0.4944753988174883,0.3083138199283388,0.2825241075253821,0.1756016084597067
0.56482188,0.4795965133919965,0.3139220341927538,0.301739145983483,0.1747836366239377
0.569813976,0.4970428101554501,0.3139149044801188,0.283770266601873,0.2589657160707898
0.581021728,0.4927947105336611,0.3213300417494606,0.2979507491923943,0.1581213343092478
0.572305731,0.4791419873702365,0.3184811736753446,0.2856646424086685,0.2244515431443662
0.55885427,0.4961068891628233,0.3251344381307653,0.3151554297102878,0.1256938851807703
0.559118779,0.4847263484174183,0.3084712707539855,0.2870715947917592,0.5693989161509138
0.553756634,0.5042565894801588,0.3045500231011588,0.2743063069999629,0.1646720937006904
0.55063186,0.4996609788618646,0.2980605870935953,0.2746081260888878,0.149497222577122
0.543044772,0.5044530685450629,0.2981296427112757,0.2880617501348855,0.1802925602193915
0.533236812,0.5012794430939752,0.3109886372589811,0.2752651417726876,0.1615650037002151
0.540407657,0.4721993109995105,0.3058398599317177,0.2476869668508787,0.1394978646028392
0.541947136,0.4796926046249322,0.2876445877967886,0.2107656828015868,0.1422404821490906
0.613562163,0.5408199960406845,0.3360666152018335,0.4777651143174559,0.3650227815989333
0.584760112,0.5517520279974789,0.402973317316379,0.4892386453282976,0.3760489538877352
0.61781008,0.5964032000479138,0.354052418670433,0.492052489155893,0.2650702453752634
0.616816524,0.601699111334278,0.3562170439173647,0.4943601452235488,0.2696302725416569
0.621066149,0.5949926952852632,0.3516588699127318,0.4492939323020288,0.3130518295326482
0.622802188,0.6070334706710299,0.3508732228406875,0.4511442962618679,0.3075152174701017
0.623247343,0.6072712655659781,0.34812039389331,0.444860930140343,0.2931298863807488
0.612875441,0.6003200171707129,0.3605173497608925,0.4594474285713362,0.304988055890993
0.62112301,0.600810460388817,0.3669269265958789,0.4724729790935215,0.2698472128924126
0.563209095,0.5242344558015292,0.3448008273646612,0.4984711846893268,0.2333863603688325
0.591759149,0.5381552399475272,0.3380563790332245,0.5454767127930247,0.271206292341714
0.577851474,0.5122703219347493,0.3374759080987919,0.4729578339987875,0.3030966957417656
0.566255535,0.5287719003731178,0.3398655970801252,0.4637670322333601,0.231032045396387
0.572089403,0.5482720589122114,0.3286947450862139,0.5407297663458903,0.174224220490547
0.617474658,0.6467930755113009,0.3218090300450644,0.3028271186456726,0.6465484402117883
0.574121494,0.480695273085381,0.3277782981619986,0.3787796096859658,0.2374987916624323
0.556816216,0.4767298697281863,0.3184187519142776,0.3668597449231335,0.4991959322754192
0.587994523,0.4986275691945693,0.3383602690992642,0.3846285557391637,0.4247250231769968
0.605606279,0.4751320935869811,0.3574159316947358,0.4117943855540414,0.1977944927846815
0.586802953,0.4922278911058991,0.3204193418451457,0.3521901195353626,0.5607364602681358
0.564920303,0.4245457257072423,0.3099425263718003,0.3552334372005,0.1380832477876352
0.552254221,0.482413336603429,0.3281789992234248,0.3679958526270405,0.4361550639333372
0.564264038,0.4783535123023107,0.3400326288259105,0.4004374972037413,0.1688478754036121
0.573385698,0.439580932502523,0.3362671265401084,0.3234553735871505,0.5136138907812484
0.578528681,0.442841147456657,0.334404344837612,0.2981231195699227,0.1892656494379425
0.58199452,0.4097632007148437,0.3336690618207497,0.3275512072297346,0.168293142465401
0.576198633,0.4934000536680146,0.3421880839511694,0.3957223925813102,0.5287014887552178
0.576997212,0.4948522705137333,0.3438708616752801,0.3795727326955316,0.1715945653713482
0.606498855,0.5392926925123726,0.3415737695119579,0.4035014724159193,0.2672119427155872
0.555725422,0.5720328805185989,0.3535983386636528,0.5876569525125939,0.3393044316693914
0.547167706,0.5803647808490981,0.356738600049105,0.4955542830889863,0.302423863078507
0.555174705,0.5548501959227793,0.3605177956913218,0.678888669775133,0.2364709385106115
0.565622107,0.5335304547710761,0.3361430397069043,0.4167193573089698,0.4064651512655826
0.591113747,0.4573259459089541,0.3682664365807664,0.4718362840789031,0.5873623232060713
0.581916992,0.5227155909630754,0.3575963644920398,0.4828325857899155,0.5025553569555223
0.574588805,0.534582737931562,0.3310563746998343,0.3227714345302523,0.2567378578318094
0.577334867,0.543144361111355,0.3335156900000978,0.318008884972126,0.2483469460386999
0.601525331,0.5582342239832813,0.3325490748890444,0.3856951321961157,0.2620969679681088
0.600602754,0.5580428486002681,0.3328010103801774,0.3906198107687641,0.18886773069442
0.602662855,0.5604260978665511,0.3342907405670372,0.3965385948181774,0.1884548696655328
0.595191231,0.5425907137127927,0.3292363602318831,0.3607349600338643,0.2469951181282697
0.598387515,0.5446124738943462,0.3216341175503924,0.363595941248999,0.2002780634816152
0.596029401,0.5310276515370701,0.3162271715672513,0.3334174915967978,0.222830347004947
0.56812655,0.5307869530191887,0.3278547064914746,0.3143145320875677,0.2775716067713464
0.567659123,0.5361700212553463,0.3477620136113053,0.4008219426373583,0.2020010742713371
0.569959598,0.5428964003692308,0.3481871128587999,0.3993684036677661,0.1997072188108637
0.572414664,0.5400901944498228,0.3529353928998376,0.3951664367917741,0.176635200378013
0.61521985,0.5980034934380015,0.3390082113492775,0.3448914633405271,0.2548985784599387
0.617791868,0.5779685461207805,0.3520708987432941,0.3781749465219855,0.2083687396823669
0.601098726,0.5783268344904562,0.3405198874554855,0.3789185706691973,0.4295715619290894
0.59589583,0.5605993344178795,0.3357265250396697,0.3948923528660369,0.2011148431539204
0.611581034,0.520916713395169,0.3318523142703646,0.4675634925895043,0.2177093520561955
0.632764074,0.4032922099872278,0.3054939925768837,0.3195640581097843,0.1678416981814582
0.621394414,0.4151965100151888,0.3098977324515491,0.3326642802523669,0.183706054256188
0.623106044,0.3964709137574209,0.2997255490706627,0.3074315817263242,0.1449381123915135
0.605400848,0.3835299966988856,0.2921945330823483,0.2565510613055689,0.1275423316659494
0.599673115,0.3764682244932732,0.2906674328125788,0.2471366728683023,0.0883304947075455
0.571224093,0.5270274338997406,0.3683033220210957,0.4122520386617948,0.3341792684214357
0.57449165,0.4980219162667264,0.3531351059985106,0.422515899099097,0.2548662936695135
0.56761069,0.5253604104247523,0.3680532734393477,0.4246171442427905,0.2812469435202466
0.549072249,0.5925757960968747,0.4045020977988298,0.4805408734980307,0.2236677275353047
0.563751501,0.5985138168356426,0.4137231388706662,0.4959338880467687,0.2059920232555792
0.548531299,0.5969692467419407,0.4227873725302666,0.5120798524418948,0.206989090322692
0.554293525,0.5999881085241289,0.4156446211271427,0.4878269367615899,0.2004701722590806
0.559953406,0.6064478769229323,0.4040936459520662,0.4943517212236195,0.2229530939338884
0.519517698,0.602757255541602,0.3389882050105882,0.4123153826143449,0.2050325844570553
0.536567535,0.6240034714810527,0.3376296334839086,0.4229908478134951,0.2087580821131518
0.50450672,0.6252293051197126,0.331795366006025,0.4505019277843535,0.2070952987584782
0.52235971,0.5930169531673061,0.3099505545029032,0.3541740678794357,0.2191191271783353
0.524710932,0.592525414008873,0.3136759562856792,0.3827547314053965,0.1657775194060354
0.53067364,0.5859274505043724,0.3090986672457617,0.3984352081054414,0.1724391793431257
0.455673832,0.5841951016153925,0.3077593951794682,0.4632201079197239,0.1725020038222197
0.583469777,0.4087040115120679,0.3501452670171525,0.5798378256315645,0.4706592303438233
0.575639667,0.4879129164133721,0.3450633144309914,0.4747798782783817,0.4437657445251559
0.549917434,0.5312633079568434,0.3321340898648706,0.4554739448894521,0.3813905531988345
0.509316117,0.5985909835184342,0.3292108940436894,0.3296604663880051,0.1084878468706801
0.604352233,0.5562949436076859,0.303345157625823,0.4472367213087034,0.2449405496229161
0.603427275,0.5369719999179944,0.3200996522296068,0.3984429455552638,0.2232339549796778
0.599196771,0.5592594232756459,0.3223665452188538,0.372622226648275,0.2727603976579887
0.599619199,0.5523285648136318,0.3250814059744087,0.4110014200442793,0.2332241553503115
0.599932261,0.5672998594189247,0.3219292015569362,0.4193835626471072,0.2093203546235965
0.60500882,0.5685477104646002,0.3269750352113568,0.4409658077384663,0.2142259971178155
0.618064107,0.5807968180171657,0.3345102705153389,0.4692125682894266,0.2292063865904803
0.612643832,0.5092621319140892,0.3307547179801287,0.3331270395878629,0.2666960837315563
0.613448205,0.5171006623701638,0.3250197616115133,0.299814895604493,0.182346711519052
0.595133796,0.5749063506968326,0.3245863418275841,0.2742725646159894,0.1711890893770835
0.612251252,0.5798493190573205,0.3297974706072584,0.2727500481028862,0.1619726492624181
0.571917357,0.5268006445779182,0.2915472046652289,0.3209379382845698,0.2945951787767539
0.60476581,0.4743967721127351,0.3125223856209874,0.3345866032153158,0.4273496767594905
0.569398891,0.5064976270932965,0.2951448138904487,0.3369616882481846,0.205093382304661
0.585084827,0.5107081182213328,0.3002096689816225,0.3490542719419675,0.1804863487054165
0.588289684,0.498834206578757,0.3002392284874159,0.3607704228241583,0.1742013234151491
0.569467765,0.4898548084898301,0.3206476636665227,0.3713019262479188,0.2097668972396836
0.56421657,0.4989984914362547,0.3214880946588466,0.3836021564588374,0.1507970741374143
0.564580418,0.4936659082522737,0.3192529049821923,0.3951001421261661,0.2445981990594584
0.574945057,0.478787362289051,0.3136830310006424,0.3928597965717462,0.13652853112651
0.573869321,0.4993305546010864,0.3158165879041263,0.412630300820283,0.1570792273766924
0.585036208,0.5005431625029613,0.3100400593594468,0.3808360788061513,0.108211880677809
0.577627782,0.4938603319135343,0.3067019917706849,0.3340757139868305,0.1433879924468962
0.584153887,0.4760022287840224,0.3080719172921615,0.3231363241074894,0.1190207305677646
0.583498496,0.5243896568208717,0.326306329714456,0.2993852697510343,0.367686306421293
0.599745781,0.5062643898514622,0.360314034736691,0.4040660106618884,0.4804222884100791
0.606239341,0.5087174582035674,0.3597117797796483,0.4221997599700534,0.2280142315091964
0.598194004,0.4977001533687743,0.3468866659679088,0.423863285902941,0.2073530400527525
