PMD,CheckStyle,Glance-MD,Glance-EA,Glance-LR
0.175591532,0.3116883116883117,0.336772816224871,0.526240882405266,0.4291051414339085
0.208206687,0.290273556231003,0.3533434650455927,0.5474924012158054,0.7222644376899696
0.175394897,0.2965978128797084,0.4148845686512758,0.4816524908869988,0.3624544349939246
0.21641791,0.3305693753454947,0.3817025981205085,0.5019347705914871,0.6959646213377557
0.184950136,0.2728921124206709,0.3408884859474161,0.441523118766999,0.7361740707162284
0.177474403,0.3378839590443686,0.4812286689419795,0.4197952218430034,0.1053144807411019
0.212911084,0.3235079171741778,0.4521315468940317,0.6053593179049939,0.8034104750304507
0.204479578,0.3480895915678524,0.4714097496706192,0.5741765480895916,0.8013175230566535
0.197734017,0.3229026166711626,0.4000539519827353,0.5764769355273807,0.6735905044510386
0.181966678,0.3306109114668409,0.4348252205161712,0.5756288794511597,0.8350212348905587
0.194570136,0.3490627020038784,0.5177763413057531,0.6108597285067874,0.7110536522301228
0.213709677,0.3239247311827957,0.4905913978494624,0.5456989247311828,0.853494623655914
0.213051471,0.3395220588235294,0.4233455882352941,0.6040441176470588,0.1957720588235294
0.220746888,0.3114107883817427,0.4004149377593361,0.6236514522821577,0.8394190871369295
0.225170228,0.3181498004226344,0.4674806292556938,0.6050716130547077,0.8617046254989434
0.235910878,0.3108781127129751,0.5323722149410223,0.6146788990825688,0.7973787680209699
0.249921704,0.3153773880363295,0.4801127466332602,0.640150328844347,0.8186658315064202
0.239800544,0.3581142339075249,0.428377153218495,0.6776971894832275,0.8495013599274706
0.237633366,0.3472356935014549,0.5363724539282251,0.7788554801163918,0.8263821532492726
0.135135135,0.2364864864864864,0.375,0.2010135135135135,0.3513513513513513
0.175911252,0.2440570522979397,0.2361331220285261,0.2519809825673534,0.4152139461172742
0.127876602,0.1663142181863416,0.3468715014305262,0.242629680308496,0.4657917651449185
0.129487265,0.1593689417741827,0.3746239721906544,0.2518216458319406,0.4781068253225483
0.123280693,0.1646168401135288,0.3565242704315552,0.337238920020377,0.4027363365111709
0.120873103,0.1476294789547801,0.3630887185104052,0.3546393365670474,0.4167579408543264
0.120266202,0.1473617493265726,0.3565203612739661,0.3573918554904136,0.4427190619553161
0.134980554,0.1572866620910546,0.3890414092884923,0.3655913978494624,0.4559597346145047
0.123339149,0.156757482217152,0.3935042276204536,0.3343175412696282,0.4913434438330425
0.206146927,0.297976011994003,0.3590704647676161,0.2226386806596701,0.6690404797601199
0.165769001,0.2740873728306403,0.402752842609216,0.1891083183722322,0.3249551166965889
0.18555667,0.2728184553660983,0.5651955867602808,0.3279839518555667,0.6138415245737212
0.202060222,0.2900158478605388,0.4120443740095087,0.1465927099841521,0.4397781299524564
0.194011976,0.2610778443113772,0.2215568862275449,0.2035928143712574,0.8
0.128055879,0.0931315483119906,0.3585564610011641,0.610011641443539,0.0861466821885913
0.190926276,0.3270321361058601,0.5595463137996219,0.5160680529300568,0.6351606805293005
0.215277778,0.3416666666666667,0.2819444444444444,0.4305555555555556,0.3055555555555556
0.170873786,0.3223300970873786,0.2757281553398058,0.3067961165048544,0.416504854368932
0.145917001,0.3534136546184739,0.0803212851405622,0.0789825970548862,0.7724230254350736
0.17278512,0.3264806656877141,0.3142437591776799,0.4894762604013705,0.2163485070974057
0.203856749,0.4269972451790633,0.512396694214876,0.3140495867768595,0.9366391184573004
0.222036728,0.348914858096828,0.2604340567612688,0.496661101836394,0.3881469115191986
