NLP-NGram,NLP-NGram-C,MIT-TMI-LR,MIT-TMI-MNB,MIT-TMI-SVM,MIT-TMI-DT,MIT-TMI-RF,MIT-LineDP,SAT-PMD,SAT-CheckStyle,BASE-Glance-MD,BASE-Glance-EA,BASE-Glance-LR
0.086849689582513,0.0677996308974413,0.0086692571184576,0.0783580257197781,0.0066546324230614,0.0443157925025216,0.0706673825872043,0.0676217300285625,0.0659414138858571,0.0720483904941184,0.1029831154478778,0.1140332857826705,0.113112740832589
0.0574614168067066,0.0476146368835862,0.0107048279523596,0.0698205145722843,0.0138573466247064,0.0785019700204078,0.0748152252894833,0.0630921973660877,0.0679420911806767,0.0631765533221171,0.0696660705780759,0.0862019723619567,0.1152967830625752
0.1137144136517264,0.0756004320498313,-0.0022343731923614,0.0913645744594028,-0.0092146656365406,0.0234668188375492,0.0577285591935242,0.0958303661860842,0.0784066026871177,0.0922105109250227,0.1200762258637897,0.1349526269738515,0.1268501180873334
0.060086774422256,0.0329856848122457,0.042457377098617,0.0833609791047005,0.031152553501065,0.0986577336459452,0.1035810220472649,0.1087210245273638,0.0767209413833846,0.0743347171696683,0.0645840023063306,0.0751527989791802,0.1195327374607071
0.0276654051645048,0.0121207349699808,0.1439085137658801,0.0563654050122485,0.1664481737057494,0.0817367689614741,0.0829074637684397,0.0814984898852041,0.0449071754847226,0.0418747558433077,0.0245779044716328,0.0249811619484854,0.0787980410796398
0.0443483377844969,0.0132471573244356,-0.0022211901466888,0.0042241492472184,-0.0035522999790294,0.0083531827656345,-0.0034402579153936,-0.0006132506871363,0.0033533566823423,0.0038698950764777,0.0443054063076992,0.0316596700357331,0.004789183395587
0.0939290058883608,0.058283334129252,0.0536133896600012,0.1098238269445016,0.0737262068787403,0.109032463888863,0.1493917995314488,0.1699202692276494,0.1357282054954935,0.124324328470593,0.1210088073758979,0.1486985136314337,0.2278389061795725
0.0832070521204466,0.0501693957872461,0.080424486273581,0.115274621886702,0.0497906421887566,0.0668675495725687,0.1471367408128107,0.1789975066565288,0.12785948272315,0.13288965492568,0.1088869567052893,0.127767531209743,0.2240870543878687
0.0744600487332303,0.0540161616529823,0.0510103824395806,0.0982435099179515,0.0162201252085979,0.08075801338026,0.1221258046215049,0.1262426323574703,0.0877211860678068,0.089525672851608,0.0955755489305976,0.1212988515364638,0.1584949397798165
0.0661115906087828,0.0409642209791356,0.0653361403888287,0.0920536597778811,0.0657615861072626,0.091397500839203,0.1386788372935663,0.1506961367167778,0.0976677628944755,0.1098922361639116,0.0806998964801556,0.1016636872274496,0.1960143315764472
0.0467339042426509,0.0211708141162126,0.0404557801421951,0.066404182500101,0.0324733105112553,0.0614008998132518,0.0872742759533903,0.1000119534395242,0.0631521552202793,0.0799279869038615,0.0552856178867922,0.0717930075259317,0.1188816943634526
0.0347639136882419,0.0133544193548889,0.0378224030019528,0.05362226621096,0.0127361205212544,0.0751288726650789,0.0878979092134132,0.1074623747224967,0.0699582049904414,0.0726797297730009,0.037234171408676,0.0447802082124184,0.1238916949147649
0.0855817632695787,0.0602639095616133,0.047979032071894,0.1055395423707166,0.0124723938979797,0.0023699327513818,0.0333692638609401,0.0868274454613974,0.055638948394142,0.0674231152977634,0.1088366018539592,0.1318972141680432,0.0975335337851322
0.0834586212022618,0.0603042073303162,0.0266837472147293,0.1039729252370288,0.0249081233140763,0.1069918482141655,0.1485300731422834,0.1626959909544083,0.1315090490318804,0.1123399114954052,0.1044820536217799,0.1302462328412942,0.2100600054028863
0.0778770871845994,0.0563764448423723,0.0485456654455692,0.0922445176041612,0.0262380870633559,0.0545699508887539,0.131641897919666,0.1512625015609062,0.1305904482163255,0.1160218415669834,0.1018014585895679,0.1203419052850984,0.2117141842081651
0.0758410124866227,0.0495712529334902,0.0227469774525201,0.0904275150185926,0.0181109637736126,0.0836650286980485,0.1184982823075884,0.1271826387125691,0.1199479425531626,0.0960014375167241,0.0951715089475596,0.1063823396692845,0.1840342613300525
0.0664121380872497,0.0451057668523698,0.0406773758882801,0.079076600392278,0.0326166609879346,0.1038653702906741,0.1115319712557025,0.1239775160160002,0.1289556778032445,0.1026229784665518,0.0768204525256438,0.0991573763429782,0.1816381283715228
0.0538690903845395,0.0382367483123586,0.0957031300502796,0.079200895878488,0.0802877365611561,0.0782758060221339,0.1070259854982144,0.1444310661801626,0.1051313588635061,0.1032092667504058,0.065018291289673,0.089784339634144,0.162551546864704
0.0372211966773625,0.029847918143511,0.0149226934479941,0.0486683565647362,0.0075832747634659,0.026049110751546,0.06514623400307,0.0957915043018755,0.0789860033000561,0.074310042777419,0.0508225437318692,0.0702233751539871,0.1228223998396555
0.0329072153566029,0.0111178445966238,0.0116712796047742,0.0239249258648857,0.0013170227930263,0.0013103391221261,0.012626930206528,0.0422610131133696,0.022205486413464,0.0101710889993792,0.0651500384891653,0.025246689090331,0.0577546797176682
0.0242958240870915,-0.0046583803224709,0.0125682011974499,0.0309450156708536,0.00742196649735,0.0014300277722461,0.0280546584089696,0.0426309544485795,0.0385611690967545,0.0055078298637,0.0365998116307105,0.023176685162411,0.0654672704752992
0.116643368768515,0.0414308199874348,0.095153714299429,0.1310041125160684,0.081258289563703,0.1080378425989709,0.1878721650993627,0.168570143177886,0.1005600529257555,0.0824141708162821,0.1350509307575364,0.0526350645346981,0.2168136427144222
