NGram,NGram-C,TMI-LR,TMI-MNB,TMI-SVM,TMI-DT,TMI-RF,LineDP,PMD,CheckStyle,Glance-MD,Glance-EA,Glance-LR
ambari,0.06502100623536729,0.04156137948958682,0.03354740209937735,0.0639156080192721,0.034224290106502034,0.0558387111222554,0.06437656582842047,0.06935842621769434,0.056211930217350166,0.05791913713845198,0.07103212082923434,0.07783025268031289,0.09306326731973859
amq,0.06765126342876367,0.04443573799967299,0.04814778488287737,0.08727326310031527,0.03484040244441909,0.07233633444430224,0.11140377503181531,0.13273073356213588,0.10252664811953567,0.09855140022768522,0.08474183918057394,0.10492573711063614,0.17073559084646467
bookkeeper,0.0286015197218472,0.0032297321370764504,0.01211974040111205,0.027434970767869653,0.00436949464518815,0.0013701834471860999,0.0203407943077488,0.04244598378097455,0.030383327755109248,0.0078394594315396,0.0508749250599379,0.024211687126371,0.061610975096483694
calcite,0.10371454659090983,0.04023710075194424,0.1064055381111833,0.11022566994057867,0.0906306713356924,0.11682250603015967,0.152682389954612,0.14218900956716973,0.07374213567774204,0.05898669467087279,0.12093741211339316,0.06491715628535266,0.17446126159179468
cassandra,0.03924917104293388,0.00246082641157202,0.04843721138109706,0.05973901694933958,0.0362524557266728,0.07267620395087018,0.06320880161813022,0.09353623484078392,0.06954145265233364,0.0305039234924872,0.07451871593967946,0.01982349682331368,0.12511496273387515
flink,0.0234924580656555,0.0167897451742294,0.0012947627423682,0.0102108413045714,-0.0015225938363113,-0.0012026021968665,-0.0023383983709129,0.003323916045348,0.0077120799916009,0.0085968585383843,0.0295491857075874,0.0344880844277041,0.0123497326692283
groovy,0.04057031851992423,0.027541331980503448,0.02203293739333211,0.04983692967087818,0.0216385008268691,0.038882463348087135,0.05618241057592382,0.0631158640015666,0.04695968862301816,0.057211305985701205,0.05473988405797007,0.049023027119890886,0.08028031050919696
hbase,0.04129642972499532,0.02176623528108885,0.009249897205571749,0.03670402386811882,0.0101299267733628,0.019338924061228526,0.03322074418893815,0.0607802001717615,0.05951789024873747,0.03290629678282435,0.06335832432768577,0.012076778822440926,0.09215896084817668
hive,0.019065420252736436,0.005970555579400067,0.009225534275630234,0.0264522722542122,0.0036855770281789667,0.0077080511581024,0.013868665646027734,0.034501651474731165,0.0196672178396017,0.0264845960875203,0.030887719932987466,0.015313705071062134,0.043852101897149866
ignite,0.10052290771817755,0.0671136895294367,0.033400573887056154,0.06707251319799515,0.0173722673302306,0.060582314194737,0.0742867215340909,0.10088224794713355,0.09241642654651586,0.0766100773501245,0.1042971070169036,0.111793432647319,0.14439351537485326
log4j2,0.07719533265205938,0.03304581534622507,0.04299509048331993,0.10512907585366665,0.04045499574261323,0.10313879529390917,0.14721317915875978,0.15378337989357682,0.10668138007758733,0.08442424870734654,0.0910585769033808,0.08344557338702313,0.18328886753974705
mahout,0.06558595668913403,0.04755361372458756,0.04253124742110086,0.08020813086904047,0.051695611290223924,0.05455029448114302,0.0980891492304772,0.14185425292764753,0.06369737648206436,0.05440189583266738,0.07815168674490128,0.0728298602787711,0.15894146840661116
mng,0.03746901757965918,0.0256192314912424,0.0816029271649838,0.07765767428469764,0.07587134798729252,0.06537762343974673,0.09501691041679763,0.13694829278901574,0.0489131706096109,0.08782240977202938,0.06591855137646038,0.06797650356672935,0.14076679176195495
nifi,0.0794163199906337,0.042081613024792935,0.032055049875209,0.06951478139051896,0.012849169554787,0.08638050092725744,0.1012925131033706,0.10648012011390773,0.07344464618500281,0.06580693178446567,0.04892318107273003,0.04092886280837864,0.11094436579445763
nutch,0.047858008041557994,0.019597042096000366,0.0738282392667056,0.08746803854168768,0.06912602121634592,0.05119031181200591,0.09986277695022405,0.13489947550855774,0.09715138021261482,0.03871528894229171,0.060697860400613986,0.039298742424613564,0.15148996223742628
storm,0.0183449479328608,0.0059070385572666,0.02304185324660785,0.06043164127978655,0.016904986977654975,0.02600467042962605,0.028353359415788572,0.08686716914960922,0.07194446877698943,0.0543303043107067,0.0330378579319517,0.012162138665681175,0.10191139970962428
tika,0.06384237606706362,0.03731485309743719,0.09832824886243699,0.1149378866981866,0.08717420612969051,0.08162117307686671,0.14217371191047154,0.16140730797613564,0.08507128769377896,0.06766476304433984,0.11460036422130138,0.0929849181092597,0.19735120650581864
ww,0.06665048918104546,0.019492232659687258,0.051332047996189865,0.10696571232363923,0.037701443949913004,0.07766401497262099,0.11926218178285354,0.14780083528367,0.1029178214785629,0.09776690531006528,0.08607592922063444,0.07361903057192937,0.16937813718873815
zookeeper,0.03412588928060773,0.021506725603997166,0.110338368164526,0.04166307933613933,0.036750121246297035,0.022125931338981133,0.035013816248624034,0.08113196660406499,0.0396431220836625,0.0569127265473251,0.06562873831800006,0.0558761767828714,0.09563571393784426
