NLP-NGram,NLP-NGram-C,MIT-TMI-LR,MIT-TMI-MNB,MIT-TMI-SVM,MIT-TMI-DT,MIT-TMI-RF,MIT-LineDP,SAT-PMD,SAT-CheckStyle,BASE-Glance-MD,BASE-Glance-EA,BASE-Glance-LR
0.4913304721030043,0.3514163090128755,0.0837768240343347,0.3642918454935622,0.0604291845493562,0.311587982832618,0.3342489270386266,0.2410300429184549,0.1661802575107296,0.3114163090128755,0.3278969957081545,0.5163948497854077,0.3881545064377682
0.4802919708029197,0.3682481751824817,0.0135036496350364,0.4846715328467153,0.0087591240875912,0.3076642335766423,0.3616788321167883,0.4102189781021897,0.1824817518248175,0.2616788321167883,0.3518248175182482,0.545985401459854,0.677007299270073
0.4853993198076697,0.3242054649935499,0.00639146241351,0.2873226222587076,0.0047496188577459,0.0534771901020288,0.1531605488448457,0.2463938079043039,0.0917086900433915,0.1538641960830303,0.4065321918611469,0.4724404831711035,0.3599741996012666
0.5040453074433657,0.3185005393743257,0.0560949298813376,0.5612189859762675,0.0312837108953613,0.4255663430420712,0.4900215749730313,0.6456310679611651,0.2046925566343042,0.3214670981661273,0.3818770226537217,0.4997303128371089,0.6992988133764833
0.4835262689225289,0.2689225289403383,0.2386464826357969,0.5761353517364203,0.2235084594835262,0.3517364203027605,0.5512021371326803,0.647373107747106,0.1727515583259127,0.2537845057880676,0.340160284951024,0.4416740872662511,0.7275155832591274
0.5240133143128863,0.2510699001426533,0.0014265335235378,0.1307655729909652,0.0,0.019020446980504,0.0180694246314788,0.0599144079885877,0.0194959581550166,0.042796005706134,0.4759866856871136,0.4127436994769377,0.1027104136947218
0.4949643822156718,0.3077867845738148,0.0422500614099729,0.468189633996561,0.0375829034635224,0.3492999263080324,0.4885777450257922,0.6403831982313928,0.2065831491034143,0.3136821419798575,0.4509948415622697,0.6069761729304839,0.8000491279783837
0.4829515183803942,0.3092701118806606,0.0719232818327117,0.5237080447522643,0.0250399573787959,0.2895578050079915,0.5242408098028769,0.6760788492274907,0.2003196590303676,0.3361747469366009,0.4706979222163026,0.5769845498135322,0.8540223761321257
0.5135062128579146,0.3427876823338736,0.0634792004321988,0.5270124257158293,0.0162074554294975,0.2182603997839006,0.4678552133981631,0.5307941653160454,0.1528903295515937,0.2612101566720691,0.4005942733657482,0.5791464073473798,0.673419773095624
0.5173202614379085,0.3179738562091503,0.0656862745098039,0.5392156862745098,0.0647058823529411,0.2366013071895424,0.4931372549019608,0.6088235294117647,0.1784313725490196,0.3199346405228758,0.4352941176470588,0.5771241830065359,0.8326797385620915
0.5274725274725275,0.2857142857142857,0.0465416936005171,0.5404007756948933,0.0336134453781512,0.1971557853910795,0.45830639948287,0.5578539107950873,0.1616031027795733,0.2992889463477698,0.5151906916612798,0.6108597285067874,0.7039431157078216
0.5776892430278885,0.2802124833997343,0.0717131474103585,0.5697211155378487,0.0119521912350597,0.3917662682602921,0.5511288180610889,0.6547144754316069,0.2084993359893758,0.3213811420982735,0.4913678618857902,0.548472775564409,0.852589641434263
0.4825761722313446,0.351213282247765,0.0330231709542054,0.3665389527458493,0.0058383506659368,0.0034665207079,0.0333880678708264,0.1556285349388797,0.0459770114942528,0.0815544608648057,0.4230979748221127,0.6028097062579821,0.1935778142674694
0.5240454076367389,0.3599587203302373,0.0233230134158926,0.4895768833849329,0.0103199174406604,0.3195046439628483,0.5040247678018576,0.6105263157894737,0.2144478844169246,0.3038183694530443,0.4,0.6227038183694531,0.8342621259029928
0.5143658023826209,0.363933660359729,0.0439149731371174,0.4562018220042046,0.0121466946975005,0.1513665031534688,0.4562018220042046,0.5895818733940668,0.2188740948376547,0.3123102078953516,0.4657790235926185,0.6028965195047886,0.8551740247605699
0.5278211128445138,0.3554342173686947,0.0195007800312012,0.4885595423816952,0.0065002600104004,0.2449297971918876,0.4950598023920957,0.5145605824232969,0.2119084763390535,0.2763910556422257,0.5283411336453459,0.6120644825793031,0.7914716588663546
0.5264303482587065,0.3578980099502487,0.0544154228855721,0.5301616915422885,0.0289179104477611,0.382773631840796,0.4319029850746269,0.5074626865671642,0.2403606965174129,0.2960199004975124,0.474502487562189,0.6337064676616916,0.8093905472636815
0.5227066303360581,0.3683015440508628,0.084014532243415,0.5808356039963669,0.0422343324250681,0.271117166212534,0.466394187102634,0.6757493188010899,0.2325158946412352,0.3374205267938238,0.4259763851044505,0.6739327883742052,0.8442325158946412
0.5827619980411362,0.3986287952987267,0.0313418217433888,0.5171400587659157,0.009794319294809,0.1243878550440744,0.3428011753183154,0.5690499510284035,0.2252693437806072,0.3134182174338883,0.5357492654260528,0.7727717923604309,0.8197845249755142
0.2170283806343906,0.2587646076794658,0.2353923205342237,0.2404006677796327,0.1869782971619365,0.0701168614357262,0.2337228714524207,0.3021702838063439,0.1335559265442404,0.2353923205342237,0.3739565943238731,0.2020033388981636,0.348914858096828
0.226646248085758,0.1837672281776416,0.1056661562021439,0.3430321592649311,0.0505359877488514,0.0306278713629402,0.1271056661562021,0.3537519142419602,0.113323124042879,0.11791730474732,0.229709035222052,0.2480857580398162,0.4119448698315467
0.4351652409379039,0.2755246476706259,0.061111453012493,0.3891316388700843,0.0492953412517693,0.3867930334174411,0.5284017477998646,0.4635362176133916,0.1239460889900917,0.1581635792971875,0.3467290294787371,0.2432765093236507,0.4630438796233614
0.4530836421386977,0.2766013763896241,0.1445209105346744,0.4065643197458973,0.0389094759131815,0.4123875066172578,0.52071201694018,0.4292615140285865,0.127580730545262,0.1572260455267337,0.3738750661725781,0.2496691371095818,0.4499735309687665
0.3958393319896343,0.2874316153181687,0.0673049236970918,0.3424992801612438,0.0512525194356464,0.2917506478548805,0.4638640944428448,0.3990786063921681,0.1211488626547653,0.1624676072559746,0.3572559746616758,0.3347970054707745,0.4026778001727613
0.3807757688147118,0.2797094730335342,0.1026116519857827,0.4053469324679338,0.0499150054087467,0.4684747334260547,0.4700973574408901,0.4180188533456961,0.1182197496522948,0.1463452325761088,0.3636995827538247,0.3514912687374439,0.4179415855354659
0.3888455538221529,0.2825273010920436,0.0938377535101404,0.4034321372854914,0.0659126365054602,0.4657566302652106,0.5192667706708268,0.415990639625585,0.1180967238689547,0.1481279251170046,0.3565522620904836,0.3542121684867395,0.4332293291731669
0.3944438195928467,0.2901810819930266,0.0376785513440557,0.3385445956585311,0.0151838938252165,0.3331458778540097,0.4196378360139466,0.454729501743336,0.1295692273085142,0.1513890451017883,0.3872455291868181,0.3612641997525587,0.4516927229782926
0.3801554882066148,0.280932929239689,0.0579786533140071,0.386216892871261,0.018974831993675,0.3675056002108314,0.4788509685070496,0.4821452101726182,0.1209645539596784,0.155092897614969,0.3922782975359072,0.3299512452233495,0.4888654631703781
0.3700522778192681,0.1837191934279313,0.0855115758028379,0.392083644510829,0.0836445108289768,0.2923823749066467,0.467513069454817,0.587378640776699,0.1919342793129201,0.2875280059746079,0.3584764749813293,0.2229275578790142,0.6769977595220313
0.3895486935866983,0.1840855106888361,0.0469121140142517,0.2612826603325415,0.0362232779097387,0.2814726840855107,0.3705463182897862,0.3776722090261282,0.1579572446555819,0.2695961995249406,0.4020190023752969,0.1888361045130641,0.2885985748218527
0.4035696579077838,0.2627664848785325,0.0525532969757064,0.4918195339613287,0.0208230044620723,0.1536936043629152,0.2439266236985622,0.4338125929598413,0.1298958849776896,0.2146752602875557,0.564700049578582,0.3287059990084283,0.6142786316311354
