NGram,NGram-C,TMI-LR,TMI-MNB,TMI-SVM,TMI-DT,TMI-RF,LineDP,PMD,CheckStyle,Glance-MD,Glance-EA,Glance-LR
ambari,0.32667117408472734,0.17281526150279938,0.01643983733285573,0.17486013993590224,0.012155321835119618,0.07212457287672984,0.12168625475059915,0.1540595216703314,0.0324806834054192,0.07156319568600032,0.41036430233328136,0.24432207630431718,0.1968359330517392
amq,0.31902582019147935,0.17334244456692063,0.007334309454249008,0.18928955551093207,0.0031379186461248307,0.05976330023049057,0.09494066712279191,0.11654303246754624,0.023977363689834386,0.05462500199298086,0.38384665098973325,0.23910025000163293,0.14143794716920388
bookkeeper,0.3222625444694053,0.21364550741890176,0.1568012568509527,0.3435267695043305,0.1090542426002495,0.0473476010623353,0.11981632479191709,0.2780335119407027,0.054233938928745395,0.1579326365340639,0.4364486188223158,0.24933684558268826,0.36879775062010833
calcite,0.3338690281609076,0.20219590800371418,0.013579013755609685,0.290637526994723,0.0055421805566889,0.17025410855385675,0.20600362196417835,0.27149888428908003,0.043824818856645374,0.07421330808871693,0.4224852018009107,0.24176309223054682,0.343040163169392
cassandra,0.3217812124275289,0.22764801864523887,0.01293592951592166,0.22005424029406861,0.01130587152074422,0.06685580969802246,0.1531282335933481,0.17478491934097123,0.03748049124896064,0.1607208273465064,0.4370754433604571,0.25002554414217487,0.2389891298007211
flink,0.307792115840275,0.1504217717542181,0.0011032093512635,0.0549661709908631,0.0015642520652243,0.0009764226049242,0.0036817553872017,0.0218089669514703,0.0039896660568827,0.0167868945315394,0.4086847274661257,0.2478615027687261,0.0303596627143231
groovy,0.33222205723186304,0.20850806843125588,0.019658427245501747,0.18053617835643576,0.01692289505834103,0.03577177060405539,0.07768420822207868,0.12464984892149503,0.024492842304770817,0.06037914148289774,0.4326089843762859,0.24572219981473803,0.1481613924631688
hbase,0.36081464056962453,0.25257786810622823,0.017290177487749324,0.202869270475559,0.008069906773688575,0.09009414445056446,0.17499525816067663,0.198938009456811,0.03812731648350355,0.1075486544848585,0.4567033866823211,0.24860432679242095,0.26161928749753527
hive,0.3881274083701776,0.2572755933065508,0.0029303419086911,0.11342543886239582,0.0013544009301280665,0.008224992700442767,0.0210130676945766,0.04864369431332263,0.013785340905358066,0.023834702003859034,0.4482398567224117,0.2475647912435704,0.06548087749399313
ignite,0.30557813674105994,0.18032715463340496,0.02061144567065155,0.2238200580581866,0.0085624815893692,0.11053707052816064,0.1712042253141945,0.2207527196143927,0.03472081306288335,0.08971326611200456,0.4379938128272264,0.2474194344426727,0.2824794199551326
log4j2,0.2557357380189214,0.12391606017388752,0.00938569590172743,0.208353554036652,0.00614948332143596,0.10415891250318308,0.16408940821574725,0.18755013694299424,0.02149541268509276,0.06049673092836941,0.40662029336256256,0.24377852772759045,0.1960601309112757
mahout,0.29955306884100513,0.13807672755261963,0.00829258499127394,0.16833970395936085,0.00626699428246834,0.03799106583187062,0.06205619911718526,0.1343352424444689,0.02377812443366318,0.06241297471331466,0.39570798965310994,0.2427962519287632,0.15399422782721126
mng,0.26957181138570396,0.1554787179799332,0.016083989735844198,0.11261844213021942,0.0117735044399168,0.03275421923557032,0.06574747159997872,0.10347860842214894,0.01981666926520274,0.1337623108294713,0.3993187951959756,0.24675035429864364,0.14125925365598777
nifi,0.25165189045955216,0.13608756935710872,0.0094587222432796,0.1889173480504639,0.004778927321769267,0.06446936784801786,0.07508161376882064,0.1075388542226942,0.0218647486734449,0.053934925775709866,0.42042125114191503,0.247039887207881,0.13236806030513032
nutch,0.29252367011185393,0.154138398544127,0.05354745311461586,0.20287130251474772,0.0487967520991165,0.04728476227344474,0.11251229941657713,0.1691280798516253,0.042557553692578624,0.06195416381786001,0.40855663765796824,0.24728380435603875,0.18988292181911565
storm,0.3300766009361842,0.21945425161477583,0.005177001436223525,0.14183051849019956,0.012340616094171,0.006229231121127575,0.00658401830284235,0.03710441093762705,0.006865314830307124,0.02002879001938455,0.43743529933137354,0.25153153520403043,0.041848783971539176
tika,0.25541925540061905,0.1428097178372439,0.05547116068924556,0.18653671709022662,0.04340314797426555,0.06988284501476963,0.1393047587682354,0.20060330350612937,0.03249278501826513,0.08682208349152709,0.40112617243127546,0.24190302652967555,0.2245413787930254
ww,0.24970986558617156,0.12986874778229082,0.010073438106371393,0.15093578001256938,0.007545106856114271,0.040753911824338365,0.07190862594698288,0.11087849754823437,0.0168153410902894,0.0471610122115926,0.4035283169018649,0.24397874802852879,0.12593417826289996
zookeeper,0.29741826691935386,0.18704906442017188,0.045216267102671265,0.217995870630271,0.0285298974172202,0.04928332759983636,0.07832429500698497,0.17349422874090936,0.0393407112028857,0.0811222136489465,0.42034383267574665,0.24630317439463026,0.23295085393650447
