"name","NGram","NGram_C","TMI_LR","TMI_SVM","TMI_MNB","TMI_DT","TMI_RF","LineDP"
"recall",0.647564280520854,0.884063718685967,0.977130015202591,0.983475444510543,0.689073963910371,0.91869918699187,0.770639169806332,0.624297706391698
"far",-0.794566726155066,0.0459382642606914,0.958225923722652,0.969462621455483,-0.0918104302994249,0.828805605129222,0.539031000066098,0.209333068940446
"ce",-0.396655429968934,-0.55634873421905,-0.583184612333928,-0.588869059422301,-0.368894176746646,-0.539691982285676,-0.431290898274836,-0.269085861590323
"d2h",-0.693568643003503,-0.897018970189702,-0.976204640095181,-0.983475444510543,-0.677969462621456,-0.917906008328376,-0.755039989424285,-0.48628461894375
"mcc",0.819287461167295,0.932579813603014,0.796020887038139,0.823517747372596,0.66078392491242,0.754907792980369,0.49329103047128,0.276224469561769
"ifa",-0.582391433670434,-0.654768986714257,0.0923392160750876,0.167757287328971,-0.464472205697667,-0.121091942626743,-0.168616564214423,-0.234186000396589
"recall_20",0.607376561570494,0.879833432480666,0.975411461431687,0.982417872959217,0.5213166765814,0.906801507039461,0.6437305836473,0.307951616101527
"ratio",0.414766342785379,0.784453698195519,0.960737656157049,0.969132130345694,0.670368167096305,0.851279000594884,0.742018639698592,0.528190891665014
