ambari,0.712,0.768,0.661,0.775,0.779,0.547,
amq,0.721,0.665,0.752,0.727,0.757,0.736,0.747,0.765,0.745,0.703,0.761,0.777,0.857,
bookkeeper,0.325,0.414,
calcite,0.393,0.412,0.495,0.494,0.509,0.519,0.498,
cassandra,0.445,0.343,0.43,0.467,0.284,
flink,0.736,
groovy,0.663,0.587,0.619,0.606,0.62,0.851,0.763,0.767,0.681,0.716,0.628,0.534,0.568,
hbase,0.484,0.143,0.341,0.085,
hive,0.338,0.633,0.359,
ignite,0.691,0.735,
log4j2,0.542,0.536,0.529,0.616,0.563,0.59,0.632,0.55,0.548,0.545,
mahout,0.573,0.564,0.551,0.53,0.388,
mng,0.757,0.795,0.812,0.783,0.789,
nifi,0.639,0.569,0.556,
nutch,0.432,0.322,0.298,0.313,0.339,0.376,0.333,0.222,0.333,0.286,0.188,0.217,
storm,0.27,0.369,0.519,0.659,
tika,0.361,0.44,0.558,0.51,0.548,0.512,0.373,0.558,0.647,0.739,0.696,
ww,0.649,0.589,0.595,0.612,0.613,0.622,0.583,0.551,0.547,0.48,0.5,0.571,0.568,0.687,
zookeeper,0.545,0.562,0.553,
