Glance-LR,Glance-B-noCC,Glance-B-NT,Glance-B-NT-noCC,Glance-B-NFC,Glance-B-NFC-noCC
0.1105748589205909,0.1105748589205909,0.0947925174285559,0.0947925174285559,0.0951286768769916,0.0951286768769916
0.1231053490082732,0.1231053490082732,0.1125620289826765,0.1125620289826765,0.1188880209980345,0.1188880209980345
0.1275894735543955,0.1275894735543955,0.1189602785480578,0.1189602785480578,0.1177521912471705,0.1177521912471705
0.1204585943433849,0.1204585943433849,0.1096821278326078,0.1096821278326078,0.1121601388484549,0.1121601388484549
0.0789382749128707,0.0789382749128707,0.0863578620851385,0.0863578620851385,0.0757758279214123,0.0757758279214123
0.0057789824320325,0.0057789824320325,0.0033327999994406,0.0033327999994406,0.0035657697549255,0.0035657697549255
0.2299609972629527,0.2299609972629527,0.1901460580508863,0.1901460580508863,0.2078211969455904,0.2078211969455904
0.2153888070802423,0.2153888070802423,0.1822235808308207,0.1822235808308207,0.1943019231051921,0.1943019231051921
0.1586706324429913,0.1586706324429913,0.1386508080580774,0.1386508080580774,0.1428817375944308,0.1428817375944308
0.196614743871034,0.196614743871034,0.1723060640948829,0.1723060640948829,0.1770865200520399,0.1770865200520399
0.1205410697366339,0.1205410697366339,0.1047334796192768,0.1047334796192768,0.1078069391054531,0.1078069391054531
0.1223177561643468,0.1223177561643468,0.1065557035385781,0.1065557035385781,0.1080592777867394,0.1080592777867394
0.099840570788236,0.099840570788236,0.0940628261967741,0.0940628261967741,0.0932202384438526,0.0932202384438526
0.2147116259096421,0.2147116259096421,0.1927927568309854,0.1927927568309854,0.2008087435112336,0.2008087435112336
0.2135043473718847,0.2135043473718847,0.186504276489857,0.186504276489857,0.2003155686338298,0.2003155686338298
0.1854302251786178,0.1854302251786178,0.1591859190415751,0.1591859190415751,0.1777744206961446,0.1777744206961446
0.1834036185345321,0.1834036185345321,0.1565370815048272,0.1565370815048272,0.1745333967850423,0.1745333967850423
0.164171044124399,0.164171044124399,0.1440532802814496,0.1440532802814496,0.1581564549342389,0.1581564549342389
0.1248085464970377,0.1248085464970377,0.108227525124145,0.108227525124145,0.121291360145212,0.121291360145212
0.0582122466194792,0.0582122466194792,0.0467386950489529,0.0467386950489529,0.0464445014189394,0.0464445014189394
0.0649610349308732,0.0649610349308732,0.0410957862411354,0.0410957862411354,0.0563844611829987,0.0563844611829987
0.2196359580912693,0.2196359580912693,0.1628961933256839,0.1628961933256839,0.1910996390651642,0.1910996390651642
0.2037952765964424,0.2037952765964424,0.1514045406621893,0.1514045406621893,0.1775847580405552,0.1775847580405552
0.1754885801021639,0.1754885801021639,0.1223776566948957,0.1223776566948957,0.1505052564144464,0.1505052564144464
0.1706068704144117,0.1706068704144117,0.1249285469443807,0.1249285469443807,0.1480782108782106,0.1480782108782106
0.1801973247797949,0.1801973247797949,0.1338351114803086,0.1338351114803086,0.1571720284062636,0.1571720284062636
0.1394797906171179,0.1394797906171179,0.0974474136726896,0.0974474136726896,0.1159631510090749,0.1159631510090749
0.1541403414045387,0.1541403414045387,0.1141013307984418,0.1141013307984418,0.1300894483059107,0.1300894483059107
0.1744354020193393,0.1744354020193393,0.1499064045484091,0.1499064045484091,0.1399279175069071,0.1399279175069071
0.108071382373416,0.108071382373416,0.0936099180980132,0.0936099180980132,0.0814480192103895,0.0814480192103895
0.117770273502161,0.117770273502161,0.1084088942312829,0.1084088942312829,0.0949649409607301,0.0949649409607301
0.105037561549102,0.105037561549102,0.0932850460528802,0.0932850460528802,0.0819685222737454,0.0819685222737454
0.1162337671791269,0.1162337671791269,0.1023883618347884,0.1023883618347884,0.0936551061560518,0.0936551061560518
0.0121941474040928,0.0121941474040928,0.0065877472314372,0.0065877472314372,0.0114296382896398,0.0114296382896398
0.0825025158156132,0.0825025158156132,0.0700660532129203,0.0700660532129203,0.0787109767966559,0.0787109767966559
0.0379633641488831,0.0379633641488831,0.0284633735442608,0.0284633735442608,0.0373696147360942,0.0373696147360942
0.0630401452272183,0.0630401452272183,0.0479733999964697,0.0479733999964697,0.0551694574201108,0.0551694574201108
0.1121370614099645,0.1121370614099645,0.1039747142370504,0.1039747142370504,0.1062008089205725,0.1062008089205725
0.0309569272894946,0.0309569272894946,0.020460889817699,0.020460889817699,0.0282118097968711,0.0282118097968711
0.0858369116774686,0.0858369116774686,0.0722874626803825,0.0722874626803825,0.0814254631667894,0.0814254631667894
0.0873869578434107,0.0873869578434107,0.0738978141951646,0.0738978141951646,0.087150306200459,0.087150306200459
0.1194735031517736,0.1194735031517736,0.1104609278035807,0.1104609278035807,0.1232287428801873,0.1232287428801873
0.0590344081885926,0.0590344081885926,0.0481912130173229,0.0481912130173229,0.0606844596276988,0.0606844596276988
0.1003534864484079,0.1003534864484079,0.0821931161928588,0.0821931161928588,0.1006807003268863,0.1006807003268863
0.0811179296031772,0.0811179296031772,0.0588609715279966,0.0588609715279966,0.0806493620647523,0.0806493620647523
0.0495235854803712,0.0495235854803712,0.0361543444969079,0.0361543444969079,0.0480529689721902,0.0480529689721902
0.1689356145797463,0.1689356145797463,0.144714059508667,0.144714059508667,0.1613813672060929,0.1613813672060929
0.1110230445974635,0.1110230445974635,0.0889493631685222,0.0889493631685222,0.0971742699430003,0.0971742699430003
0.1027544231933853,0.1027544231933853,0.087017560427573,0.087017560427573,0.0901329799598911,0.0901329799598911
0.0918090833841569,0.0918090833841569,0.0805038368290088,0.0805038368290088,0.0812607433529981,0.0812607433529981
0.0716947838408261,0.0716947838408261,0.0570865769552524,0.0570865769552524,0.0640811844894466,0.0640811844894466
0.0349860387950092,0.0349860387950092,0.0289705980569147,0.0289705980569147,0.0325798624997714,0.0325798624997714
0.0180602881537526,0.0180602881537526,0.0140875083031,0.0140875083031,0.0160202120142283,0.0160202120142283
0.0825947043510331,0.0825947043510331,0.0740853453481403,0.0740853453481403,0.0745430347746246,0.0745430347746246
0.1418473630945714,0.1418473630945714,0.1278081017364694,0.1278081017364694,0.1154822118590076,0.1154822118590076
0.1381062040550707,0.1381062040550707,0.1256314743406683,0.1256314743406683,0.1135292959132262,0.1135292959132262
0.1639402836641849,0.1639402836641849,0.1227565234726221,0.1227565234726221,0.1312416197934968,0.1312416197934968
0.2105008930497561,0.2105008930497561,0.1668312907332006,0.1668312907332006,0.1707084984155116,0.1707084984155116
0.2072986254785423,0.2072986254785423,0.1652767115451451,0.1652767115451451,0.1675537610686297,0.1675537610686297
0.1640238524553195,0.1640238524553195,0.1265534902977773,0.1265534902977773,0.1287362298409351,0.1287362298409351
0.1884001719511703,0.1884001719511703,0.1704269930106211,0.1704269930106211,0.1557821805405439,0.1557821805405439
0.1588267538066599,0.1588267538066599,0.1286780953387107,0.1286780953387107,0.1310493381395606,0.1310493381395606
0.1678590528221528,0.1678590528221528,0.1389875603635266,0.1389875603635266,0.1445161440258167,0.1445161440258167
0.1830664277143805,0.1830664277143805,0.1541699264637796,0.1541699264637796,0.1621967323667243,0.1621967323667243
0.1778192995441165,0.1778192995441165,0.1543040059417695,0.1543040059417695,0.1601828293423562,0.1601828293423562
0.1853665453446776,0.1853665453446776,0.1593581597881622,0.1593581597881622,0.1676002538025509,0.1676002538025509
0.1735011374709531,0.1735011374709531,0.1462911590544545,0.1462911590544545,0.159247212157539,0.159247212157539
0.1819363919997974,0.1819363919997974,0.1485169180124387,0.1485169180124387,0.1630066000321952,0.1630066000321952
0.1278769308469613,0.1278769308469613,0.1053336607758098,0.1053336607758098,0.1142661298484748,0.1142661298484748
0.1896565203799885,0.1896565203799885,0.1526952799204165,0.1526952799204165,0.1704040263821918,0.1704040263821918
0.1238055027530845,0.1238055027530845,0.1020886601731968,0.1020886601731968,0.10789665295619,0.10789665295619
0.1478237955468916,0.1478237955468916,0.1500735967576235,0.1500735967576235,0.128264234488636,0.128264234488636
0.1543190439656312,0.1543190439656312,0.1557520609509425,0.1557520609509425,0.1329062384845381,0.1329062384845381
0.1541019948036589,0.1541019948036589,0.1438543636120699,0.1438543636120699,0.1342489842517677,0.1342489842517677
0.122273519065975,0.122273519065975,0.1191585523377656,0.1191585523377656,0.1075180175336938,0.1075180175336938
0.1330953440317301,0.1330953440317301,0.1285416215985114,0.1285416215985114,0.1186019630212203,0.1186019630212203
0.1027876971612661,0.1027876971612661,0.1087608266362233,0.1087608266362233,0.1014603350557201,0.1014603350557201
0.127529052112698,0.127529052112698,0.1250355549261232,0.1250355549261232,0.1205925963027716,0.1205925963027716
0.1023583879254882,0.1023583879254882,0.1034732471332611,0.1034732471332611,0.0977874651736192,0.0977874651736192
0.1457717502841359,0.1457717502841359,0.1060319157448133,0.1060319157448133,0.135605746099658,0.135605746099658
0.1593150335512653,0.1593150335512653,0.1192820929498398,0.1192820929498398,0.1449822523482858,0.1449822523482858
0.1595605720469923,0.1595605720469923,0.1219709382788652,0.1219709382788652,0.1470306941242833,0.1470306941242833
0.1641095577154552,0.1641095577154552,0.1229387861384974,0.1229387861384974,0.1500740674051287,0.1500740674051287
0.1533022140961497,0.1533022140961497,0.1135755623238915,0.1135755623238915,0.143487394246533,0.143487394246533
0.1345086415624145,0.1345086415624145,0.10544202966016,0.10544202966016,0.1316589737288601,0.1316589737288601
0.1213366290675144,0.1213366290675144,0.0919892570788051,0.0919892570788051,0.119971635021528,0.119971635021528
0.1577554764758879,0.1577554764758879,0.1139017606341304,0.1139017606341304,0.1481076589907012,0.1481076589907012
