Glance-LR,Glance-B-noCC,Glance-B-NT,Glance-B-NT-noCC,Glance-B-NFC,Glance-B-NFC-noCC
0.3105660799002619,0.3105660799002619,0.3348130335630987,0.3348130335630987,0.3342681361623438,0.3342681361623438
0.2205395596774562,0.2205395596774562,0.2463267580393271,0.2463267580393271,0.2306137131558238,0.2306137131558238
0.4599858906609385,0.4599858906609385,0.4705965597769291,0.4705965597769291,0.4720825481073917,0.4720825481073917
0.2091660569344872,0.2091660569344872,0.235553623435196,0.235553623435196,0.2292390449589059,0.2292390449589059
0.2133694128174509,0.2133694128174509,0.1801300897710612,0.1801300897710612,0.22810322227746,0.22810322227746
0.6352270654951789,0.6352270654951789,0.642440639782662,0.642440639782662,0.6417536070010076,0.6417536070010076
0.1756016084597067,0.1756016084597067,0.2306942119550258,0.2306942119550258,0.2043058942235512,0.2043058942235512
0.1747836366239377,0.1747836366239377,0.2234614832049694,0.2234614832049694,0.2042271251877442,0.2042271251877442
0.2589657160707898,0.2589657160707898,0.2996852499679156,0.2996852499679156,0.2909090448691429,0.2909090448691429
0.1581213343092478,0.1581213343092478,0.2060096409174513,0.2060096409174513,0.1960126029678675,0.1960126029678675
0.2244515431443662,0.2244515431443662,0.2741206097860817,0.2741206097860817,0.2642547283629585,0.2642547283629585
0.1256938851807703,0.1256938851807703,0.1862345766589914,0.1862345766589914,0.1801137831975223,0.1801137831975223
0.5693989161509138,0.5693989161509138,0.575635784054349,0.575635784054349,0.5765453332456547,0.5765453332456547
0.1646720937006904,0.1646720937006904,0.2009845056751568,0.2009845056751568,0.1871029113580877,0.1871029113580877
0.149497222577122,0.149497222577122,0.1961735477860519,0.1961735477860519,0.1710752129160231,0.1710752129160231
0.1802925602193915,0.1802925602193915,0.234363149384773,0.234363149384773,0.1954688422531499,0.1954688422531499
0.1615650037002151,0.1615650037002151,0.2213263727639859,0.2213263727639859,0.180504019337448,0.180504019337448
0.1394978646028392,0.1394978646028392,0.1913871204547507,0.1913871204547507,0.1542150708665544,0.1542150708665544
0.1422404821490906,0.1422404821490906,0.2038160753267879,0.2038160753267879,0.1548608204340242,0.1548608204340242
0.3650227815989333,0.3650227815989333,0.3839911871802533,0.3839911871802533,0.3845394645110279,0.3845394645110279
0.3760489538877352,0.3760489538877352,0.4407339802920769,0.4407339802920769,0.3990182623118749,0.3990182623118749
0.2650702453752634,0.2650702453752634,0.324526811936611,0.324526811936611,0.2935784297187845,0.2935784297187845
0.2696302725416569,0.2696302725416569,0.3253708212097135,0.3253708212097135,0.2960059042980649,0.2960059042980649
0.3130518295326482,0.3130518295326482,0.3636066728336493,0.3636066728336493,0.3354033855975397,0.3354033855975397
0.3075152174701017,0.3075152174701017,0.3529029083454684,0.3529029083454684,0.3286418373263401,0.3286418373263401
0.2931298863807488,0.2931298863807488,0.3405942625797234,0.3405942625797234,0.3153636247196933,0.3153636247196933
0.304988055890993,0.304988055890993,0.3611795969401917,0.3611795969401917,0.3350996201591346,0.3350996201591346
0.2698472128924126,0.2698472128924126,0.3302491177065171,0.3302491177065171,0.3048596602286626,0.3048596602286626
0.2333863603688325,0.2333863603688325,0.2728297545917741,0.2728297545917741,0.2899195789557799,0.2899195789557799
0.271206292341714,0.271206292341714,0.295752313629072,0.295752313629072,0.3198216987585218,0.3198216987585218
0.3030966957417656,0.3030966957417656,0.3247806185516768,0.3247806185516768,0.3563295406454101,0.3563295406454101
0.231032045396387,0.231032045396387,0.255176582221742,0.255176582221742,0.2828825654131285,0.2828825654131285
0.174224220490547,0.174224220490547,0.2213530292241285,0.2213530292241285,0.2527317498201954,0.2527317498201954
0.6465484402117883,0.6465484402117883,0.6646493888709133,0.6646493888709133,0.6490167221348015,0.6490167221348015
0.2374987916624323,0.2374987916624323,0.2708259796301422,0.2708259796301422,0.2467200870956219,0.2467200870956219
0.4991959322754192,0.4991959322754192,0.5301671820576264,0.5301671820576264,0.5011299714736247,0.5011299714736247
0.4247250231769968,0.4247250231769968,0.469599869625956,0.469599869625956,0.4481387147515226,0.4481387147515226
