Glance-LR,Glance-B-noCC,Glance-B-NT,Glance-B-NT-noCC,Glance-B-NFC,Glance-B-NFC-noCC
0.7457747731720334,0.7457747731720334,0.6915139654865682,0.6915139654865682,0.6927592954990215,0.6927592954990215
0.7720364741641338,0.7720364741641338,0.7245440729483282,0.7245440729483282,0.7530395136778115,0.7530395136778115
0.3624544349939246,0.3624544349939246,0.3472660996354799,0.3472660996354799,0.3451397326852977,0.3451397326852977
0.8004422332780542,0.8004422332780542,0.7487562189054726,0.7487562189054726,0.7606412382531785,0.7606412382531785
0.7361740707162284,0.7361740707162284,0.7914777878513146,0.7914777878513146,0.7126019945602902,0.7126019945602902
0.1053144807411019,0.1053144807411019,0.0950755728912725,0.0950755728912725,0.0960507069722086,0.0960507069722086
0.8579780755176614,0.8579780755176614,0.7471376370280146,0.7471376370280146,0.7965895249695494,0.7965895249695494
0.857707509881423,0.857707509881423,0.7586297760210804,0.7586297760210804,0.7949934123847168,0.7949934123847168
0.6735905044510386,0.6735905044510386,0.6104666846506609,0.6104666846506609,0.6239546803345023,0.6239546803345023
0.8350212348905587,0.8350212348905587,0.7513884351519111,0.7513884351519111,0.7680496569748448,0.7680496569748448
0.7110536522301228,0.7110536522301228,0.6354234001292824,0.6354234001292824,0.6502908855850033,0.6502908855850033
0.853494623655914,0.853494623655914,0.7567204301075269,0.7567204301075269,0.7661290322580645,0.7661290322580645
0.1957720588235294,0.1957720588235294,0.1869485294117647,0.1869485294117647,0.1856617647058823,0.1856617647058823
0.8394190871369295,0.8394190871369295,0.7719917012448133,0.7719917012448133,0.7966804979253111,0.7966804979253111
0.8617046254989434,0.8617046254989434,0.7741253815449636,0.7741253815449636,0.8189715895750176,0.8189715895750176
0.7973787680209699,0.7973787680209699,0.707470511140236,0.707470511140236,0.7711664482306684,0.7711664482306684
0.8186658315064202,0.8186658315064202,0.7200125274036956,0.7200125274036956,0.7860945818979017,0.7860945818979017
0.8495013599274706,0.8495013599274706,0.7615593834995467,0.7615593834995467,0.8232094288304623,0.8232094288304623
0.8263821532492726,0.8263821532492726,0.7303588748787585,0.7303588748787585,0.8060135790494666,0.8060135790494666
0.8209459459459459,0.8209459459459459,0.7550675675675675,0.7550675675675675,0.7533783783783784,0.7533783783783784
0.5324881141045958,0.5324881141045958,0.4310618066561014,0.4310618066561014,0.4960380348652932,0.4960380348652932
0.7732926980967783,0.7732926980967783,0.6566737156362732,0.6566737156362732,0.7146411245179749,0.7146411245179749
0.7854134634668093,0.7854134634668093,0.6698308710475299,0.6698308710475299,0.7275887425630055,0.7275887425630055
0.7743977876428207,0.7743977876428207,0.6613055818353831,0.6613055818353831,0.7211993304708536,0.7211993304708536
0.7799248943827257,0.7799248943827257,0.676341730558598,0.676341730558598,0.7288374276326084,0.7288374276326084
0.7854539692600222,0.7854539692600222,0.6793693550942799,0.6793693550942799,0.732768182538425,0.732768182538425
