Glance-LR,Glance-B-noCC,Glance-B-NT,Glance-B-NT-noCC,Glance-B-NFC,Glance-B-NFC-noCC
0.0077120267681265,0.0077120267681265,0.0093580506759491,0.0093580506759491,0.009321379801698,0.009321379801698
0.0024233709898258,0.0024233709898258,0.0029282399460396,0.0029282399460396,0.0026253185723113,0.0026253185723113
0.0273268440541849,0.0273268440541849,0.0279778552047039,0.0279778552047039,0.0280689967657766,0.0280689967657766
0.0019175149855655,0.0019175149855655,0.0024141566785028,0.0024141566785028,0.0022999556475065,0.0022999556475065
0.0007002042864052,0.0007002042864052,0.0005534260682927,0.0005534260682927,0.0007627654941252,0.0007627654941252
0.0041252919740027,0.0041252919740027,0.0041725023998633,0.0041725023998633,0.0041680061688289,0.0041680061688289
0.0039052556837211,0.0039052556837211,0.0069530967404847,0.0069530967404847,0.0055941900818694,0.0055941900818694
0.00335282941549,0.00335282941549,0.005687392119609,0.005687392119609,0.0048314278794502,0.0048314278794502
0.0056086809402188,0.0056086809402188,0.0066933349402281,0.0066933349402281,0.0064621403869867,0.0064621403869867
0.0021856078803065,0.0021856078803065,0.0032935595978481,0.0032935595978481,0.0030731407498463,0.0030731407498463
0.0016871044079848,0.0016871044079848,0.0021286954946386,0.0021286954946386,0.0020420334274455,0.0020420334274455
0.0003974012148081,0.0003974012148081,0.0006599047695437,0.0006599047695437,0.0006344159726982,0.0006344159726982
0.014670672738369,0.014670672738369,0.0148316309764129,0.0148316309764129,0.0148551040527943,0.0148551040527943
0.0029896520956534,0.0029896520956534,0.0042449969678593,0.0042449969678593,0.003785406100684,0.003785406100684
0.0021942651074593,0.0021942651074593,0.0035838421619285,0.0035838421619285,0.002872353504383,0.002872353504383
0.0027670488511198,0.0027670488511198,0.0039948596608664,0.0039948596608664,0.0031250335592091,0.0031250335592091
0.0019350957521473,0.0019350957521473,0.0029878680525383,0.0029878680525383,0.0022826777179907,0.0022826777179907
0.0010322580645161,0.0010322580645161,0.0016354450058297,0.0016354450058297,0.0012125923047026,0.0012125923047026
0.0005348200733808,0.0005348200733808,0.0008306144156418,0.0008306144156418,0.0005975643277998,0.0005975643277998
0.0026235026235026,0.0026235026235026,0.0035887535887535,0.0035887535887535,0.0036135036135036,0.0036135036135036
0.0065673768338564,0.0065673768338564,0.007992163672388,0.007992163672388,0.0070794096039537,0.0070794096039537
0.0164248377793799,0.0164248377793799,0.024873828406633,0.024873828406633,0.0206741167988464,0.0206741167988464
0.0141565600882028,0.0141565600882028,0.0217816979051819,0.0217816979051819,0.0179713340683572,0.0179713340683572
0.0189353449592279,0.0189353449592279,0.028427450142015,0.028427450142015,0.0234004214641297,0.0234004214641297
0.0160753880266075,0.0160753880266075,0.0236416211397352,0.0236416211397352,0.0198070724849704,0.0198070724849704
0.0146360973289662,0.0146360973289662,0.0218730745532963,0.0218730745532963,0.0182302645090854,0.0182302645090854
0.0115732141829425,0.0115732141829425,0.0168941720600007,0.0168941720600007,0.0145502299469997,0.0145502299469997
0.0084391921488951,0.0084391921488951,0.0125119994035247,0.0125119994035247,0.0108856724791932,0.0108856724791932
0.0062193590211093,0.0062193590211093,0.0082046918682387,0.0082046918682387,0.0090070009422396,0.0090070009422396
0.0032298790110468,0.0032298790110468,0.0043450815360336,0.0043450815360336,0.0052819865319865,0.0052819865319865
0.0056609738345378,0.0056609738345378,0.0061535520772833,0.0061535520772833,0.0068598905946709,0.0068598905946709
0.001636945360748,0.001636945360748,0.002281802624073,0.002281802624073,0.002902097613004,0.002902097613004
0.0009231568648045,0.0009231568648045,0.0012824694169739,0.0012824694169739,0.0015091127191115,0.0015091127191115
