NGram,NGram-C,TMI-LR,TMI-MNB,TMI-SVM,TMI-DT,TMI-RF,LineDP,Glance-MD,Glance-EA,Glance-LR
0.087860342,0.067944207,0.004212598,0.07976196,0.012620402,0.036288794,0.078062447,0.069743636,0.1045634609223455,0.1151012525321655,0.1105748589205909
0.05899154,0.048287059,0.01220379,0.07449307,0.004252711,0.047861498,0.092148861,0.080136683,0.0692920613892792,0.0853508291645527,0.1231053490082732
0.11424087,0.075418413,-0.002696869,0.090728006,-0.009113618,0.019842396,0.065806885,0.094943861,0.1225631575791485,0.1358843340723636,0.1275894735543955
0.059466533,0.03287384,0.040648099,0.085952913,0.029796638,0.063385109,0.107016607,0.10596583,0.0650057991608216,0.0742672302028029,0.1204585943433849
0.027425863,0.012169237,0.160921927,0.05718203,0.179873427,0.089345287,0.080242595,0.085665579,0.0252633898492151,0.0248045869899034,0.0789382749128707
0.044452465,0.012751417,-0.001756942,0.00449695,-0.003496559,0.009650096,-0.002589358,0.001061341,0.0450925285915215,0.0324935898699417,0.0057789824320325
0.095459498,0.059955505,0.05419081,0.11535072,0.074010529,0.142790052,0.155959048,0.172794665,0.1218923668189318,0.1489056911010973,0.2299609972629527
0.085016371,0.052016542,0.077880786,0.121131741,0.052151495,0.100353891,0.150286214,0.172743398,0.109980083033847,0.127926927054842,0.2153888070802423
0.074993578,0.054077664,0.050620267,0.09831364,0.015460276,0.077253079,0.131517046,0.118961899,0.0956475955710053,0.1209000336782778,0.1586706324429913
0.066672865,0.040941781,0.065769881,0.090256902,0.064199277,0.114076986,0.146147651,0.151344039,0.0804457525895469,0.1012236283668803,0.196614743871034
0.047425937,0.021414267,0.041692216,0.066809676,0.032917706,0.061087743,0.09198845,0.100380087,0.0554748617391708,0.0717930075259317,0.1205410697366339
0.034679787,0.012669809,0.03620335,0.054585154,0.013095847,0.075954204,0.080361961,0.108588607,0.0368420552105584,0.0439973703718915,0.1223177561643468
0.085606841,0.059931725,0.049137233,0.107071875,0.013349357,0.003523438,0.033991155,0.090244265,0.109285113097586,0.132156762926301,0.099840570788236
0.083673613,0.060349527,0.029334113,0.106261495,0.025448885,0.097087188,0.151555405,0.175929489,0.1049947429045171,0.1302829758785126,0.2147116259096421
0.077967361,0.056229923,0.050002784,0.091852217,0.026359909,0.045234503,0.114315516,0.152801906,0.1027576764503087,0.1208609649170658,0.2135043473718847
0.075673044,0.049223098,0.023653299,0.08957618,0.017999751,0.076374007,0.120659513,0.128301839,0.0960745842174177,0.1067146921135538,0.1854302251786178
0.066361314,0.04535321,0.039543029,0.078936659,0.034349587,0.079332662,0.107983092,0.132322307,0.0781355212630271,0.1003929514707533,0.1834036185345321
0.053573147,0.038228344,0.097783347,0.079615281,0.077434478,0.066342988,0.104590264,0.140765496,0.0656421591048686,0.090440692656449,0.164171044124399
