NGram,NGram-C,TMI-LR,TMI-MNB,TMI-SVM,TMI-DT,TMI-RF,LineDP,Glance-MD,Glance-EA,Glance-LR
0.314211608,0.168444092,0.065523296,0.271399797,0.027155339,0.127265999,0.301456034,0.295553003,0.4063526528731459,0.2414413030653173,0.3581509653951819
0.321726438,0.173093164,0.005334965,0.183906507,0.005035391,0.049158803,0.118749183,0.16479433,0.4120607178938042,0.2453637751411025,0.2128568196087054
0.326642982,0.17330107,0.007419996,0.12557579,0.009021484,0.023166797,0.070565719,0.096028682,0.4032579911230465,0.2370552198724404,0.129265972921562
0.33375625,0.174517667,0.007462749,0.187111575,0.005324592,0.061636314,0.11347205,0.171986406,0.4126267710508581,0.2461521502200554,0.2183519555396557
0.332585226,0.173186918,0.004583187,0.152593406,0.003021204,0.030273696,0.06867176,0.11144543,0.4143118745645459,0.2483943431553289,0.1464544014008521
0.331355619,0.174571299,0.002920932,0.109974732,0.002877367,0.00729818,0.027479161,0.060937105,0.4136520357316228,0.2478891705633165,0.0810226579647247
0.303083851,0.158963732,0.00779129,0.225026373,0.00364129,0.101704445,0.135632701,0.177866311,0.3852806203044761,0.2358217267211789,0.203719470727776
0.312396859,0.168292077,0.010353912,0.204791729,0.002709017,0.085664579,0.154806641,0.185977731,0.3919823044040163,0.2372701063724028,0.2021175067104086
0.315900362,0.170163886,0.011731687,0.19498002,0.006134063,0.064326031,0.122086514,0.146821016,0.3856801890753036,0.237930122992241,0.1660822850745572
0.31507833,0.170618173,0.008219723,0.188298679,0.008028224,0.059088465,0.099314287,0.124680528,0.3849938499384994,0.2391195468840916,0.1509527071318617
0.317287263,0.172711719,0.005096562,0.179052867,0.003950492,0.034641517,0.087761355,0.110364214,0.3844489178015164,0.2415120238802833,0.1314039518059628
0.324804912,0.177296031,0.007186835,0.167439145,0.001551517,0.051275491,0.071186074,0.078789489,0.3859077684074486,0.2429550322603923,0.1006681689808209
0.322074241,0.175599387,0.005155565,0.109909198,0.001733759,0.00339242,0.008495744,0.033160175,0.3812963029473897,0.2365258219028246,0.0405915022969853
0.316721795,0.173224644,0.004579902,0.210195596,0.001700554,0.081613723,0.116504073,0.13659187,0.3791302051293613,0.2368086264481282,0.1686640664504472
0.320249794,0.175401398,0.007007023,0.211512344,0.001869376,0.047295835,0.089209373,0.13260963,0.3811142859831317,0.2380003952036082,0.1599163172042167
0.323528519,0.177345267,0.004796723,0.211180218,0.001010316,0.054948422,0.127041869,0.119065534,0.3824544902912621,0.2392141990291262,0.1547754854368932
0.323733519,0.176853195,0.005979582,0.196899497,0.004373686,0.071561813,0.098706346,0.107272083,0.3819868702915118,0.2398608031783466,0.1390123022543081
0.324805983,0.17768135,0.003690267,0.179606589,0.001463616,0.046249179,0.074899665,0.100916186,0.3818815747313083,0.2408856641666621,0.127551823953338
0.327390752,0.179150295,0.006942561,0.166906142,0.002449368,0.028500756,0.052500262,0.076725367,0.3834576369510744,0.2422832833343628,0.1015950432533618
0.333781345,0.220677649,0.239750138,0.3945317,0.181111836,0.066344098,0.178052558,0.364924542,0.4359919613942117,0.2483135568270547,0.4841723948133072
0.31078843,0.206534286,0.073807652,0.292369975,0.036970741,0.02832193,0.06154541,0.191043378,0.4367566120748783,0.2503471234755842,0.2534921458085886
0.324882542,0.203169288,0.01400824,0.273335819,0.009113872,0.170065622,0.20583982,0.23506784,0.4279952695276597,0.2424688437980036,0.2985435801191616
0.331262464,0.21008599,0.019611988,0.283604905,0.001862557,0.154460487,0.216675397,0.258733033,0.4306519255099821,0.2423223142268091,0.315204038807351
0.329572742,0.197698934,0.017811097,0.357135424,0.002863805,0.137697778,0.250893253,0.29160323,0.4162770529399294,0.2391450981903679,0.3809285204956734
