NGram,NGram-C,TMI-LR,TMI-MNB,TMI-SVM,TMI-DT,TMI-RF,LineDP,Glance-MD,Glance-EA,Glance-LR
ambari,0.35014249783333334,0.49894296216666667,0.6612514646666666,0.42085773,0.6702108856666666,0.5868215076666666,0.4620276215,0.414807427,0.34005959874240965,0.3566078780737951,0.34147567758096226
amq,0.3435422447692308,0.4833880720769231,0.6728464976153846,0.3549648256923077,0.6905556967692308,0.5385136339230769,0.4058913936923077,0.32030568815384614,0.3088293092926373,0.2788130700663644,0.20190629745300623
bookkeeper,0.44124508,0.56164755,0.5773400405,0.4372417375,0.6290245905,0.671204624,0.5849811014999999,0.4239400455,0.3695199662591062,0.48350187982287673,0.37053586774333425
calcite,0.3783729712857143,0.5248629459999999,0.6474039675714286,0.38205643814285717,0.6766066508571429,0.442978804,0.3661261282857143,0.339892863,0.3554808893701855,0.4662331715355056,0.28903324572626066
cassandra,0.4202777656,0.5630911404,0.658782105,0.4054982162,0.6720209018,0.5284115956000001,0.4727183078,0.3580611604,0.33777869133260335,0.5042805060120779,0.24258912286784923
flink,0.355192985,0.501206362,0.705460864,0.625997223,0.707107646,0.707107118,0.707111573,0.684231759,0.3218090300450644,0.3028271186456726,0.6465484402117883
groovy,0.37057250792307694,0.4736922059230769,0.6656048872307692,0.4013727783846154,0.6743883550769231,0.596910767076923,0.49509677,0.4031475263846154,0.3331497096893444,0.3647956944717383,0.3257312018541083
hbase,0.388843855,0.49047332075,0.690325314,0.45463810425,0.6946240815,0.60795346875,0.49860741575,0.391382119,0.3531071259790094,0.5414003444481581,0.28635279399352426
hive,0.40364433466666666,0.516898179,0.699991212,0.5278678656666667,0.7035562143333334,0.6928151156666666,0.6637323236666667,0.5620030746666667,0.35400194692657017,0.4571294090592628,0.49879427714239205
ignite,0.331240862,0.4654983875,0.687098312,0.43293422299999995,0.696197936,0.5713359995,0.462586139,0.3499134195,0.332286032349966,0.3203901597511891,0.2525424019352547
log4j2,0.379815868,0.5624788896999999,0.6740200328,0.3525391288,0.680619913,0.4761996772,0.3154032348,0.2769681096,0.33434777010472033,0.37402732458471843,0.21654381971744535
mahout,0.3752369458,0.523421336,0.6725878076,0.4130842426,0.675393138,0.6135708832,0.5085783526000001,0.33111738360000004,0.3398355673716183,0.39288816519745023,0.2623326150563022
mng,0.3956313804,0.5151972702,0.5879084384,0.3756683208,0.6090568718,0.567578451,0.4131949822,0.2129698606,0.2995958479988045,0.2926695308524693,0.14247173824053092
nifi,0.3630214523333333,0.5135908783333334,0.6904909889999999,0.34703403066666666,0.694649086,0.4990620866666667,0.47579363466666663,0.33813735466666667,0.363163900486318,0.41979502733456076,0.2900975018703986
nutch,0.40375815191666664,0.55690570425,0.5493915845,0.34733229866666665,0.5653524169999999,0.5951273034166666,0.41211321258333333,0.25494045508333335,0.3591373878327755,0.4462604621245079,0.20089965853207886
storm,0.41460854075,0.524205759,0.683902136,0.3089389115,0.6729050065,0.644304973,0.6688407519999999,0.42173519375,0.339138391339176,0.45993802879685086,0.35107584373462347
tika,0.43260112345454543,0.548722194,0.5745961285454546,0.3737094022727273,0.5877102490909091,0.54790841,0.3854941741818182,0.28871933018181817,0.3240423236689826,0.3762572545584321,0.2190105754393542
ww,0.3723700483571429,0.5854300048571428,0.6597363175714286,0.32685507771428574,0.675409136,0.5606323993571428,0.421138819,0.2779103237857143,0.3101194201424845,0.3568027595279038,0.20848591064392805
zookeeper,0.45339393066666667,0.5418693053333333,0.5516727536666667,0.45838960733333334,0.5770065093333333,0.640466991,0.60952344,0.40070044633333335,0.3556374934947494,0.41670968551162757,0.30526318665734264
