NGram,NGram-C,TMI-LR,TMI-MNB,TMI-SVM,TMI-DT,TMI-RF,LineDP,Glance-MD,Glance-EA,Glance-LR
0.352750781,0.471313773,0.657039693,0.383130069,0.677564951,0.561769333,0.375150186,0.393667922,0.326347717877624,0.3282870238478136,0.3105660799002619
0.34897247,0.45857728,0.696370696,0.374442147,0.701205354,0.592067984,0.397712623,0.376090906,0.327674085621453,0.3013211802014457,0.2205395596774562
0.358127578,0.491715989,0.702744539,0.511123904,0.703956712,0.679595624,0.594760514,0.53598045,0.3457817804183863,0.3606758753934375,0.4599858906609385
0.336875854,0.496559233,0.672534366,0.325916472,0.685227695,0.538838309,0.354162668,0.282031753,0.329105036770025,0.3206676130002912,0.2091660569344872
0.365283196,0.530397135,0.532743978,0.311608047,0.546200894,0.45566704,0.357825088,0.238417679,0.3717606066856925,0.4112213552549874,0.2133694128174509
0.338845108,0.545094363,0.706075516,0.618925741,0.707109708,0.692990756,0.69255465,0.662655852,0.3396883650812772,0.4174742207447955,0.6352270654951789
0.350761102,0.499769484,0.677329072,0.348963811,0.680756635,0.425052176,0.357610482,0.281958402,0.3083138199283388,0.2825241075253821,0.1756016084597067
0.355513743,0.499753789,0.65628065,0.335626731,0.689967458,0.499869606,0.325817613,0.253160206,0.3139220341927538,0.301739145983483,0.1747836366239377
0.354040791,0.479990809,0.66538445,0.361691399,0.695484614,0.548385697,0.369038309,0.363268056,0.3139149044801188,0.283770266601873,0.2589657160707898
0.354022768,0.497198114,0.659776326,0.360021406,0.661392123,0.481843635,0.343596592,0.289787613,0.3213300417494606,0.2979507491923943,0.1581213343092478
0.345211838,0.518742806,0.673292314,0.347925772,0.683344196,0.570508106,0.388029646,0.322237043,0.3184811736753446,0.2856646424086685,0.2244515431443662
0.335276148,0.52738961,0.657704973,0.318409215,0.698553932,0.430166687,0.361823888,0.234804234,0.3251344381307653,0.3151554297102878,0.1256938851807703
