NGram,NGram-C,TMI-LR,TMI-MNB,TMI-SVM,TMI-DT,TMI-RF,LineDP,Glance-MD,Glance-EA,Glance-LR
0.498665718,0.355096958,0.073118662,0.372887387,0.042163316,0.215797901,0.32449742,0.281444583,0.336772816224871,0.526240882405266,0.4291051414339085
0.492401216,0.375,0.015197568,0.503419453,0.008358663,0.164133739,0.450227964,0.494300912,0.3533434650455927,0.5474924012158054,0.7222644376899696
0.491373026,0.32654921,0.006196841,0.288153098,0.004495747,0.039185905,0.161846902,0.248116646,0.4148845686512758,0.4816524908869988,0.3624544349939246
0.503040354,0.319789939,0.048922056,0.578772803,0.030956329,0.240464345,0.512161415,0.64013267,0.3817025981205085,0.5019347705914871,0.6959646213377557
0.482320943,0.270172257,0.246600181,0.586582049,0.227561197,0.356300997,0.498640073,0.681776972,0.3408884859474161,0.441523118766999,0.7361740707162284
0.529497806,0.249146758,0.001462701,0.131643101,0.0,0.019990249,0.020965383,0.064846416,0.4812286689419795,0.4197952218430034,0.1053144807411019
0.499147381,0.311327649,0.042143727,0.479902558,0.03727162,0.407551766,0.512789281,0.643118149,0.4521315468940317,0.6053593179049939,0.8034104750304507
0.48801054,0.313570487,0.071936759,0.539393939,0.024242424,0.29828722,0.566007905,0.694071146,0.4714097496706192,0.5741765480895916,0.8013175230566535
0.515511195,0.34286485,0.059077421,0.527110871,0.016455355,0.227137847,0.492581602,0.507688158,0.4000539519827353,0.5764769355273807,0.6735905044510386
0.520744855,0.317869977,0.066971578,0.526951976,0.064684744,0.321136883,0.524338451,0.609604704,0.4348252205161712,0.5756288794511597,0.8350212348905587
0.531997414,0.287007111,0.047834518,0.541693601,0.033613445,0.193923723,0.458306399,0.557853911,0.5177763413057531,0.6108597285067874,0.7110536522301228
0.581989247,0.275537634,0.069892473,0.581989247,0.012096774,0.393817204,0.49327957,0.677419355,0.4905913978494624,0.5456989247311828,0.853494623655914
0.484375,0.350919118,0.033272059,0.370220588,0.006066176,0.004963235,0.032904412,0.160477941,0.4233455882352941,0.6040441176470588,0.1957720588235294
0.525311203,0.360580913,0.021161826,0.495643154,0.010580913,0.302282158,0.521784232,0.640456432,0.4004149377593361,0.6236514522821577,0.8394190871369295
0.515613994,0.363935196,0.044846208,0.462080301,0.012209439,0.132425452,0.380370979,0.595679737,0.4674806292556938,0.6050716130547077,0.8617046254989434
0.528440367,0.35491481,0.020445609,0.494102228,0.00655308,0.221231979,0.510353866,0.516120577,0.5323722149410223,0.6146788990825688,0.7973787680209699
0.528030066,0.359536486,0.038834951,0.528969621,0.028813028,0.289383025,0.44221735,0.544942061,0.4801127466332602,0.640150328844347,0.8186658315064202
0.520852221,0.368087035,0.085675431,0.578875793,0.04306437,0.229374433,0.437443336,0.660018132,0.428377153218495,0.6776971894832275,0.8495013599274706
0.580019399,0.398642095,0.028128031,0.516973812,0.008729389,0.113482056,0.29970902,0.556741028,0.5363724539282251,0.7788554801163918,0.8263821532492726
0.216216216,0.261824324,0.239864865,0.246621622,0.190878378,0.072635135,0.238175676,0.307432432,0.375,0.2010135135135135,0.3513513513513513
0.22503962,0.18858954,0.107765452,0.354992076,0.050713154,0.031695721,0.129952456,0.364500792,0.2361331220285261,0.2519809825673534,0.4152139461172742
0.431770121,0.278579425,0.07015798,0.389787287,0.053551437,0.419392959,0.530165443,0.462059958,0.3468715014305262,0.242629680308496,0.4657917651449185
0.452102413,0.277358112,0.137375493,0.408583461,0.022327696,0.455912828,0.517146868,0.437662945,0.3746239721906544,0.2518216458319406,0.4781068253225483
0.395240521,0.287388109,0.076122553,0.344661961,0.052252383,0.276107998,0.454115421,0.375518521,0.3565242704315552,0.337238920020377,0.4027363365111709
0.382178063,0.28062901,0.110780785,0.405805038,0.051322172,0.422625567,0.474573619,0.41222031,0.3630887185104052,0.3546393365670474,0.4167579408543264
0.389716368,0.282918713,0.100617969,0.405482491,0.067501188,0.448661068,0.525114879,0.446997306,0.3565203612739661,0.3573918554904136,0.4427190619553161
0.396362388,0.291123313,0.03809197,0.346716998,0.035689774,0.311141615,0.421757035,0.439373141,0.3890414092884923,0.3655913978494624,0.4559597346145047
0.382767414,0.282646625,0.058649846,0.38773319,0.019460475,0.373238491,0.41095155,0.498188163,0.3935042276204536,0.3343175412696282,0.4913434438330425
0.36994003,0.184407796,0.085082459,0.393178411,0.083958021,0.311844078,0.416416792,0.583583208,0.3590704647676161,0.2226386806596701,0.6690404797601199
0.392579294,0.18491921,0.04727708,0.263913824,0.036505087,0.312986236,0.287851586,0.355475763,0.402752842609216,0.1891083183722322,0.3249551166965889
0.404212638,0.26328987,0.053159478,0.496489468,0.02106319,0.154964895,0.223671013,0.442326981,0.5651955867602808,0.3279839518555667,0.6138415245737212
0.399366086,0.213153724,0.077654517,0.396196513,0.050713154,0.267828843,0.380348653,0.580824089,0.4120443740095087,0.1465927099841521,0.4397781299524564
0.4,0.191616766,0.079041916,0.494610778,0.056287425,0.235928144,0.300598802,0.513772455,0.2215568862275449,0.2035928143712574,0.8
0.455180442,0.307334109,0.002328289,0.116414435,0.0,0.0,0.0,0.032596042,0.3585564610011641,0.610011641443539,0.0861466821885913
0.512287335,0.387523629,0.11342155,0.43289225,0.094517958,0.223062382,0.440453686,0.627599244,0.5595463137996219,0.5160680529300568,0.6351606805293005
0.4,0.305555556,0.083333333,0.244444444,0.095833333,0.047222222,0.179166667,0.261111111,0.2819444444444444,0.4305555555555556,0.3055555555555556
0.295145631,0.327184466,0.022330097,0.404854369,0.022330097,0.123300971,0.114563107,0.330097087,0.2757281553398058,0.3067961165048544,0.416504854368932
0.393574297,0.298527443,0.048192771,0.579651941,0.036144578,0.093708166,0.431057564,0.647925033,0.0803212851405622,0.0789825970548862,0.7724230254350736
0.488007832,0.36123348,0.031815957,0.141458639,0.049437102,0.035731767,0.082232012,0.163485071,0.3142437591776799,0.4894762604013705,0.2163485070974057
0.099173554,0.212121212,0.162534435,0.639118457,0.134986226,0.349862259,0.663911846,0.691460055,0.512396694214876,0.3140495867768595,0.9366391184573004
0.568447412,0.401502504,0.01836394,0.270450751,0.010851419,0.006677796,0.118530885,0.243739566,0.2604340567612688,0.496661101836394,0.3881469115191986
0.546348315,0.421348315,0.047752809,0.55758427,0.025280899,0.377808989,0.396067416,0.66011236,0.446629213483146,0.4382022471910112,0.7949438202247191
