,Glance-MD-50-5,Glance-MD-50-10,Glance-MD-50-15,Glance-MD-50-20,Glance-MD-50-25,Glance-MD-50-30,Glance-MD-50-35,Glance-MD-50-40,Glance-MD-50-45,Glance-MD-50-50,Glance-MD-50-55,Glance-MD-50-60,Glance-MD-50-65,Glance-MD-50-70,Glance-MD-50-75,Glance-MD-50-80,Glance-MD-50-85,Glance-MD-50-90,Glance-MD-50-95,Glance-MD-50-100
ambari-2.1.0,0.1193737769080234,0.2147304750044476,0.310798790250845,0.3981497954100694,0.4821206191069205,0.5548834726916919,0.6155488347269169,0.6795943782245152,0.7311866215975805,0.7811777263832058,0.834904821206191,0.8793808930795232,0.912293186265789,0.9427148194271482,0.9585483010140544,0.9619284824764276,0.9619284824764276,0.9619284824764276,0.9619284824764276,0.9619284824764276
ambari-2.2.0,0.1257598784194528,0.2222644376899696,0.3225683890577507,0.4110942249240121,0.4893617021276595,0.5695288753799392,0.6337386018237082,0.7044072948328267,0.7427811550151976,0.7879939209726444,0.8472644376899696,0.8856382978723404,0.9232522796352584,0.9525075987841946,0.9612462006079028,0.9635258358662614,0.9635258358662614,0.9635258358662614,0.9635258358662614,0.9635258358662614
ambari-2.4.0,0.0893074119076549,0.1744835965978128,0.2650060753341434,0.3465978128797083,0.4257594167679222,0.4934993924665856,0.5566828675577157,0.6134264884568651,0.6686512758201701,0.7233900364520048,0.7678007290400972,0.8100850546780073,0.8537667071688942,0.8862089914945322,0.9074726609963548,0.914580801944107,0.9158566221142164,0.9158566221142164,0.9158566221142164,0.9158566221142164
ambari-2.5.0,0.1182974018794914,0.2169707020453289,0.3150912106135987,0.4206744057490326,0.5093974571586511,0.5892758430071863,0.6478717523493643,0.6984521835268104,0.7443338861249309,0.7846876727473743,0.826147042564953,0.8717523493642897,0.9071310116086236,0.9325594250967384,0.9391929242675512,0.939469320066335,0.939469320066335,0.939469320066335,0.939469320066335,0.939469320066335
ambari-2.6.0,0.1242067089755213,0.2148685403445149,0.2937443336355394,0.3671804170444243,0.4070716228467815,0.4841341795104261,0.5448776065276518,0.6092475067996374,0.6400725294650952,0.6763372620126926,0.729827742520399,0.7914777878513146,0.8395285584768812,0.8830462375339981,0.8912058023572076,0.8912058023572076,0.8912058023572076,0.8912058023572076,0.8912058023572076,0.8912058023572076
ambari-2.7.0,0.1374939054119941,0.2345197464651389,0.3174061433447099,0.4007801072647489,0.4870794734275963,0.560702096538274,0.6270112140419307,0.673817649926865,0.7176986835689907,0.7557289127254998,0.7888834714773282,0.8196001950268161,0.8493417844953681,0.8761579717211117,0.886396879570941,0.8868844466114091,0.8868844466114091,0.8868844466114091,0.8868844466114091,0.8868844466114091
amq-5.1.0,0.1191230207064555,0.2099878197320341,0.2950060901339829,0.3887941534713763,0.4808769792935444,0.5583434835566382,0.6299634591961023,0.7013398294762485,0.7520097442143727,0.7958587088915956,0.8345919610231425,0.8764920828258221,0.9042630937880634,0.915225334957369,0.9174177831912302,0.917904993909866,0.917904993909866,0.917904993909866,0.917904993909866,0.917904993909866
amq-5.2.0,0.1177865612648221,0.2152832674571805,0.2990777338603425,0.392094861660079,0.4735177865612648,0.5517786561264822,0.6226613965744401,0.6940711462450593,0.7472990777338604,0.7915678524374177,0.833201581027668,0.8669301712779973,0.8982872200263504,0.9127799736495388,0.916205533596838,0.91699604743083,0.91699604743083,0.91699604743083,0.91699604743083,0.91699604743083
amq-5.4.0,0.115727002967359,0.2044780145670353,0.2854059886700836,0.3790126787159428,0.4629080118694362,0.5381710277852711,0.6142433234421365,0.6841111410844348,0.7342864850283248,0.7801456703533854,0.8257350957647693,0.8624224440248179,0.8912867547882385,0.91070946857297,0.9169139465875372,0.9169139465875372,0.9169139465875372,0.9169139465875372,0.9169139465875372,0.9169139465875372
amq-5.5.0,0.1107481215289121,0.2012414243711205,0.2793204835021234,0.359359686377001,0.437765436131983,0.5129042796471741,0.5883698137863443,0.6576282260699118,0.7141457040182947,0.7585756288794512,0.8085592943482522,0.8392682130022868,0.8706305129042796,0.893498856582816,0.8983992159425025,0.8983992159425025,0.8983992159425025,0.8983992159425025,0.8983992159425025,0.8983992159425025
amq-5.6.0,0.1118293471234647,0.2036199095022624,0.2792501616031028,0.3581124757595346,0.4350355526826115,0.5113122171945701,0.5940530058177117,0.658694246929541,0.7188106011635423,0.7653522947640594,0.8002585649644474,0.8248222365869424,0.8577892695539754,0.8804137039431157,0.8868778280542986,0.8881706528765352,0.8881706528765352,0.8881706528765352,0.8881706528765352,0.8881706528765352
