,Glance-MD-50-5,Glance-MD-50-10,Glance-MD-50-15,Glance-MD-50-20,Glance-MD-50-25,Glance-MD-50-30,Glance-MD-50-35,Glance-MD-50-40,Glance-MD-50-45,Glance-MD-50-50,Glance-MD-50-55,Glance-MD-50-60,Glance-MD-50-65,Glance-MD-50-70,Glance-MD-50-75,Glance-MD-50-80,Glance-MD-50-85,Glance-MD-50-90,Glance-MD-50-95,Glance-MD-50-100
ambari-2.1.0,0.0567840085761167,0.0681896420218581,0.0801649485254888,0.0882368687569578,0.0955917594008058,0.0998480718571376,0.101032585606923,0.1040059528328971,0.1042299300120815,0.1045634609223455,0.1074591409523733,0.1090087256466301,0.1099414769368255,0.1134605064926122,0.1160778225348211,0.1166629679486226,0.1166567582492863,0.1166567582492863,0.1166567582492863,0.1166567582492863
ambari-2.2.0,0.0399131103629205,0.0468966153012818,0.0554454745222745,0.0606359902703327,0.0638544334524658,0.0680893083337548,0.0694201621265629,0.0725087097533689,0.070011373270726,0.0692920613892792,0.0721686255354503,0.0719872069076079,0.0733678848211136,0.0754047268837602,0.0758228630699062,0.0760254465125677,0.0760174555048738,0.0760174555048738,0.0760174555048738,0.0760174555048738
ambari-2.4.0,0.049083351155243,0.0661959885129243,0.0843972570585642,0.0957187472302351,0.1058744383485413,0.1112207411039724,0.115278570475274,0.1172789784893164,0.1197926472779398,0.1225631575791485,0.1230513927091781,0.1242774623119788,0.1292390685077113,0.1345811916851438,0.1402819651592342,0.1425529505861343,0.1429952060601142,0.1429854169132554,0.1429854169132554,0.1429854169132554
ambari-2.5.0,0.0345799262099455,0.0427537333598002,0.0505717754155043,0.0596599392677846,0.0647638599941178,0.0684477493897836,0.0684555836098126,0.0675506322310533,0.0665835364264817,0.0650057991608216,0.0645808392874256,0.065638963829072,0.0664617037850833,0.0677302805364204,0.0679084877168014,0.067775670295168,0.0677554642882838,0.0677518209376891,0.0677518209376891,0.0677518209376891
ambari-2.6.0,0.0204482986309586,0.0231439558936594,0.024704107636211,0.0259301120514091,0.0235628398081382,0.0260280763062775,0.0268106655489937,0.0281093634048803,0.0263332169190631,0.0252633898492151,0.0262869026360214,0.0284302027401933,0.0300921121795077,0.0325542302893955,0.0328250135404303,0.0327240017840059,0.0327130298364198,0.0327110184734856,0.0327110184734856,0.0327110184734856
ambari-2.7.0,0.0324016580160567,0.0363548643951323,0.038512261531305,0.041389990537657,0.0451423523401287,0.0471927494459606,0.0485074579032394,0.0474239911121995,0.046509593586018,0.0450925285915215,0.0436905032610619,0.0425113130373798,0.0423900627029089,0.0435396250856462,0.0441775949253965,0.0440961255154999,0.0440734250750645,0.044068381142595,0.044068381142595,0.044068381142595
amq-5.1.0,0.0631817890847941,0.0734118858501736,0.0821600126972201,0.0946587336058268,0.1062761629994452,0.1127443805231416,0.1178809442731029,0.1233911288533323,0.1233903674087048,0.1218923668189318,0.120928981262854,0.1231682835013591,0.1242615885456247,0.1240026959123938,0.1237401871697061,0.1236052671107511,0.1235773522556487,0.123571149548444,0.123571149548444,0.123571149548444
amq-5.2.0,0.0567066394085986,0.0696553421960427,0.0766808313525692,0.0876072104127537,0.0944980251167088,0.1007939273376297,0.1053806103687719,0.1104905085599015,0.1112588947577881,0.109980083033847,0.1098248142880438,0.1095976178687401,0.1113999870593925,0.1118014858011123,0.1117815168563166,0.1117599606263794,0.1117362366238587,0.1117309650684893,0.1117309650684893,0.1117309650684893
amq-5.4.0,0.0492439758556944,0.0573916229955897,0.0634277967332942,0.0740507705125133,0.0812401637433687,0.0862964084717634,0.0919560145673854,0.096257487942879,0.0962651531859994,0.0956475955710053,0.0964946793705095,0.0971597940997505,0.0982273861835835,0.0999692611644319,0.1007085625812894,0.1005368097021269,0.1005109723046066,0.1005082042888908,0.1005082042888908,0.1005082042888908
amq-5.5.0,0.0410084053292215,0.0497700335372631,0.0544073911392357,0.0601402021065161,0.0655377724047921,0.0704447167639428,0.0756423673860461,0.079580644893388,0.0811831074218406,0.0804457525895469,0.0823863796169655,0.0819611732096614,0.0836098046817987,0.0859787892830246,0.0863917127042848,0.0862483297050635,0.0862279712833974,0.0862264053839948,0.0862264053839948,0.0862264053839948
amq-5.6.0,0.0281638365055672,0.0343174884561144,0.0368191875778881,0.0404759208774189,0.0438795147155491,0.0474226321711007,0.0521252735165261,0.0540412284412848,0.0556641860586507,0.0554748617391708,0.0545610950278048,0.0534004452551939,0.0547388947531821,0.0563459230441828,0.0568761371554116,0.0569760028400927,0.0569631956168598,0.0569622470083575,0.0569622470083575,0.0569622470083575
amq-5.7.0,0.0180206202651907,0.0236372490905205,0.0253238934792126,0.0270158984034033,0.0287456154790678,0.0318154889592711,0.0344406753454627,0.0366767359908083,0.0357689962741523,0.0368420552105584,0.0361051669945821,0.0355200767302183,0.0368780696217127,0.0375870983260737,0.0379700512369873,0.0379105989298044,0.03790501789454,0.0379046896137396,0.0379046896137396,0.0379046896137396
amq-5.8.0,0.0571082965506472,0.0699516678914216,0.0796070026795592,0.0870694368099475,0.0930314168675387,0.1034069962388237,0.1091378344384079,0.1115306354533944,0.1111890169728734,0.109285113097586,0.1074888262766849,0.1103755803399499,0.1160948356953653,0.1181117302742096,0.1186059148547201,0.1184997438937088,0.1184858813735645,0.1184850150089264,0.1184850150089264,0.1184850150089264
amq-5.9.0,0.057356566338956,0.0703442444007017,0.0812675276155597,0.0896223774965997,0.0953610327897791,0.1036624492389662,0.1078564225617726,0.1081050112065085,0.1078996245726867,0.1049947429045171,0.104418154347837,0.1056081970059757,0.1080951135327683,0.1103369592844557,0.1107819651525742,0.1107367284547221,0.1107238082937598,0.1107230008237134,0.1107230008237134,0.1107230008237134
amq-5.10.0,0.0578334016810309,0.0705458721286917,0.0806270050776484,0.0888462692654232,0.0955509779960855,0.1028078520594639,0.1060438025695769,0.1059062607782058,0.1048558824837781,0.1027576764503087,0.1021189449410123,0.1014999391250539,0.1032555946514677,0.1051426885195764,0.1054613338238422,0.105496806651256,0.1054844391559671,0.1054837116941259,0.1054837116941259,0.1054837116941259
amq-5.11.0,0.0529039129926462,0.0678598223004844,0.0764008628664508,0.0856385210692586,0.0921883316450979,0.0985678433002081,0.1013282031116841,0.1002125140883345,0.0989949625039106,0.0960745842174177,0.0936854100868033,0.0935526039915486,0.0959868396517145,0.0970302921881802,0.0966821789956734,0.0966785142463314,0.096666741546232,0.0966660875415028,0.0966660875415028,0.0966660875415028
amq-5.12.0,0.0450081490121515,0.0569973126528247,0.0642556907359511,0.0720955113802581,0.0778159480812749,0.083214097218627,0.0830692845503601,0.08402227103655,0.0809535139470224,0.0781355212630271,0.0748147239737565,0.0741767920214786,0.075547291250586,0.0771454137273624,0.0773327311803652,0.0773480934349577,0.0773380582972989,0.0773375008149146,0.0773375008149146,0.0773375008149146
amq-5.14.0,0.0440475436783345,0.05115152223081,0.0577666919938308,0.0629443879601519,0.0656384351777716,0.0691742629082343,0.0686196309216097,0.0697536649755593,0.0686494911008465,0.0656421591048686,0.064409841674636,0.0637498318792191,0.0636175351573526,0.0637648371144141,0.0639941480363347,0.0639289431588863,0.0639212750358421,0.0639208490477445,0.0639208490477445,0.0639208490477445
amq-5.15.0,0.0305642928972082,0.033979843721277,0.0404892801305866,0.0461645168589458,0.0501312512535311,0.0522695940552546,0.0550787833543987,0.0560043764799057,0.0546915695490681,0.0518509170467483,0.0495577258207154,0.048603983616716,0.0497900569095332,0.0503336959586286,0.0502592305478609,0.0502157486142923,0.050210567635857,0.0502102798180634,0.0502102798180634,0.0502102798180634
bookkeeper-4.2.0,0.0214048967853086,0.0341979264128672,0.042533198947645,0.0474112083426779,0.0541901847868485,0.0586361460622231,0.0591807133100174,0.0589844675503299,0.0591247241286884,0.0652560701094406,0.0645828119756993,0.0620878550366563,0.065134428439584,0.0656707661984122,0.0660449489248771,0.0657960343572558,0.0657849814865335,0.0657849814865335,0.0657849814865335,0.0657849814865335
bookkeeper-4.4.0,0.0368083961280793,0.0434232559257482,0.0363744986002618,0.0461440154048725,0.0609807190798927,0.0633428723060106,0.0570532565102863,0.0514530941887122,0.0459977932975696,0.0403931192418839,0.0347712370070408,0.0299450508260658,0.0251154350325458,0.0232541197635937,0.0223049636410298,0.0224438549196258,0.0224438549196258,0.0224438549196258,0.0224438549196258,0.0224438549196258
