"name","PMD","CheckStyle"
"recall",0.946592636658074,0.875735342719281
"far",0.847709696609161,-0.0648423557406306
"ce",-0.555952144887302,-0.543790072047062
"d2h",-0.946196047326327,-0.889748165774341
"mcc",0.863441073435125,0.942230154008857
"ifa",-0.343115870183092,-0.680216802168022
"recall_20",0.946328243770243,0.876792914270606
"ratio",0.821733095379734,0.708242448278141
