release_name,build_time,pred_time
ambari-2.1.0,5.047700643539429,4115.0048391819
ambari-2.2.0,10.05772066116333,2407.722907304764
ambari-2.4.0,14.437997579574585,2106.055655002594
ambari-2.5.0,25.251096487045288,4967.222124576569
ambari-2.6.0,29.327693939208984,2467.26384305954
ambari-2.7.0,23.315938234329224,1430.8902401924133
amq-5.1.0,4.396240949630737,1409.0856266021729
amq-5.2.0,3.654258966445923,1249.0289447307587
amq-5.4.0,5.231695652008057,1360.979734659195
amq-5.5.0,6.681199312210083,1201.0143599510193
amq-5.6.0,7.744854927062988,1178.443885087967
amq-5.7.0,8.71898627281189,908.0669059753418
amq-5.8.0,8.858756303787231,414.71046257019043
amq-5.9.0,9.651098251342773,1744.5724658966064
amq-5.10.0,10.361311912536621,1514.3329837322235
amq-5.11.0,9.86165189743042,1636.4708445072174
amq-5.12.0,13.630085468292236,1806.953578710556
amq-5.14.0,12.048803329467773,1347.0318434238434
amq-5.15.0,12.710031986236572,1049.4031219482422
bookkeeper-4.2.0,0.30717945098876953,1267.4560632705688
bookkeeper-4.4.0,0.3540525436401367,416.9048738479614
calcite-1.8.0,6.8596813678741455,3243.049925804138
calcite-1.11.0,7.91350245475769,3513.012907743454
calcite-1.13.0,7.476106405258179,3374.2879593372345
calcite-1.15.0,6.152642011642456,3468.2487182617188
calcite-1.16.0,6.76153564453125,3414.7614669799805
calcite-1.17.0,7.0052571296691895,3283.671546936035
calcite-1.18.0,7.383076190948486,2830.106066465378
cassandra-0.8.6,1.6879544258117676,1053.477571964264
cassandra-1.0.9,1.6665544509887695,1391.6317174434662
cassandra-1.1.6,1.781585454940796,1026.959873199463
cassandra-1.1.11,2.045058488845825,1392.6470181941986
cassandra-1.2.11,3.023869752883911,996.4709119796753
flink-1.6.0,30.86480140686035,642.8188903331757
groovy-1.5.5,0.6910479068756104,951.6322295665741
groovy-1.6.0,1.5161449909210205,924.6605296134949
groovy-1.7.3,2.2121946811676025,663.3540503978729
groovy-1.7.6,2.469439744949341,819.4499990940094
groovy-1.8.1,2.8728411197662354,704.1514883041382
groovy-1.8.7,3.2063639163970947,1279.6004800796509
groovy-2.1.0,3.7955734729766846,581.2287068367004
groovy-2.1.6,4.1809351444244385,943.74001121521
groovy-2.4.4,4.698025941848755,581.8518311977386
groovy-2.4.6,5.368379354476929,1741.5045320987701
groovy-2.4.8,5.140712738037109,1488.7817392349243
groovy-2.5.0,6.045666217803955,992.9895117282867
groovy-2.5.5,6.477952480316162,1358.036248922348
hbase-0.94.5,3.7732808589935303,2980.382763147354
hbase-0.98.0,6.2564427852630615,3858.0645513534546
hbase-0.98.5,10.72291898727417,5164.33330988884
hbase-0.98.11,12.359353065490723,4653.870874881744
hive-1.2.0,36.57322144508362,2208.6417944431305
hive-2.0.0,53.8293890953064,1877.0361905097961
hive-2.1.0,64.27050828933716,1853.0615253448486
ignite-1.4.0,22.414775609970093,4495.696652889252
ignite-1.6.0,27.3087899684906,5332.722618818283
log4j2-2.1,1.0185112953186035,631.352187871933
log4j2-2.2,0.9337484836578369,699.1912763118744
log4j2-2.3,0.8854668140411377,712.5240986347198
log4j2-2.4,0.9417538642883301,789.2483355998993
log4j2-2.5,1.2782087326049805,910.0784516334534
log4j2-2.6,1.529543399810791,916.745087146759
log4j2-2.7,1.8636763095855713,738.8981704711914
log4j2-2.8,2.0377824306488037,721.5716474056244
log4j2-2.9,2.157130241394043,769.2627527713776
log4j2-2.10,2.342268228530884,801.1466104984283
mahout-0.4,1.7870357036590576,991.2623400688171
mahout-0.5,1.5060079097747803,762.7569284439087
mahout-0.6,2.929462194442749,566.2663941383362
mahout-0.7,2.2318174839019775,783.1559145450592
mahout-0.8,2.0098259449005127,723.3052961826324
mng-3.1.0,1.059584140777588,468.86334896087646
mng-3.2.0,1.0857219696044922,358.5519530773163
mng-3.3.0,1.1609399318695068,353.27080178260803
mng-3.5.0,1.0049521923065186,318.8068904876709
mng-3.6.0,1.0367372035980225,267.59382367134094
nifi-1.2.0,9.583702564239502,3575.33464550972
nifi-1.5.0,17.13645362854004,3884.542963027954
nifi-1.8.0,23.251564502716064,3428.5335109233856
nutch-1.3,0.637345552444458,382.20385694503784
nutch-1.4,0.2778346538543701,303.31213998794556
nutch-1.5,0.3113400936126709,310.0122468471527
nutch-1.6,0.27637457847595215,317.60425662994385
nutch-1.7,0.25995635986328125,322.96882677078247
nutch-1.8,0.2922961711883545,318.12009859085083
nutch-1.9,0.3119516372680664,294.17360186576843
nutch-1.10,0.33444714546203613,356.7093152999878
nutch-1.12,0.4622502326965332,444.5558297634125
nutch-1.13,0.5491194725036621,404.40639567375183
nutch-1.14,0.5523884296417236,431.24313712120056
nutch-1.15,0.6246154308319092,438.98023414611816
storm-0.9.3,1.145012378692627,79.76536393165588
storm-1.0.0,2.568481922149658,399.340939283371
storm-1.0.3,4.4750988483428955,458.31061577796936
storm-1.0.5,4.7384233474731445,179.95236444473267
tika-0.8,0.35422277450561523,321.61452746391296
tika-0.9,0.2682793140411377,323.51956582069397
tika-0.10,0.38272857666015625,486.95374870300293
tika-1.1,0.4166090488433838,505.7013077735901
tika-1.3,0.5281014442443848,498.26116704940796
tika-1.5,0.5377299785614014,538.2447652816772
tika-1.7,0.6177375316619873,581.787088394165
tika-1.10,0.6616308689117432,767.5229842662811
tika-1.13,0.7336316108703613,570.9597098827362
tika-1.15,1.066887617111206,659.869327545166
tika-1.17,1.2777600288391113,481.81824111938477
ww-2.0.5,0.7925152778625488,417.7971520423889
ww-2.0.10,1.0078938007354736,537.2364337444305
