,Glance-LR-5,Glance-LR-10,Glance-LR-15,Glance-LR-20,Glance-LR-25,Glance-LR-30,Glance-LR-35,Glance-LR-40,Glance-LR-45,Glance-LR-50
ambari-2.1.0,0.6288081431668197,0.5664535775468892,0.5063848689854866,0.4523939725844143,0.4027791064127347,0.3647071009192647,0.3387139429172771,0.3179011691469482,0.310336153903162,0.3105660799002619
ambari-2.2.0,0.6183488130554187,0.5517999829045651,0.4837376329899061,0.4248885384730598,0.3734167863010104,0.3232073243142723,0.2865624728669081,0.2481815103398501,0.2346081715302007,0.2205395596774562
ambari-2.4.0,0.6749006176204447,0.6445858772846229,0.6117545185492508,0.5814632908379876,0.5548524360107648,0.5327555739636722,0.5124955268320376,0.4945688499826191,0.4771028364863354,0.4599858906609385
ambari-2.5.0,0.6232409753196381,0.5519670270672485,0.4831233249834677,0.410275751825698,0.3513815568595789,0.2997115286200811,0.2646441928603196,0.2377022674449489,0.2191168597788976,0.2091660569344872
ambari-2.6.0,0.6251296992066924,0.5613121685328519,0.5061030454674497,0.4544675754948876,0.4205155854847701,0.3611387054851322,0.3085992498988337,0.2572416837066845,0.2358066138429373,0.2133694128174509
ambari-2.7.0,0.6912701707422784,0.6865144490393426,0.6752587960657036,0.667503704668564,0.65980185032869,0.6535326878688978,0.6497294102334452,0.6446073554333185,0.6395399275728243,0.6352270654951789
amq-5.1.0,0.6180194205126687,0.547942611626829,0.4818839944919072,0.4103553091989853,0.3435065641154745,0.2909559093558521,0.2454101257006536,0.2058034326832694,0.185272569757991,0.1756016084597067
amq-5.2.0,0.6174399014597786,0.5432707111823888,0.476200205913595,0.4057471594337345,0.3449868132988927,0.2910293015680949,0.2462813590268773,0.2063988395339585,0.1851178129710702,0.1747836366239377
amq-5.4.0,0.6371981189766138,0.5835645093787672,0.5319705411599367,0.4743510882774634,0.4234259915042889,0.3825429158540108,0.3402535155197557,0.3013050337975784,0.2780040148124231,0.2589657160707898
amq-5.5.0,0.6224099864435794,0.5550306680808437,0.4925779509227042,0.4280398751607715,0.366942389037608,0.3107575349165684,0.2560259696006571,0.2105039209100778,0.1784284742177582,0.1581213343092478
amq-5.6.0,0.6290091234561449,0.5734715677889277,0.5254521520788995,0.4749703625402252,0.4212240115245566,0.3712023032800292,0.3165817864247018,0.2801117831837247,0.2480196949516194,0.2244515431443662
amq-5.7.0,0.6235089100704132,0.5504676917135022,0.4870697625537212,0.4286203320256881,0.3714049902092955,0.3080324018403668,0.2436612034427754,0.1892960088240948,0.158854396946734,0.1256938851807703
amq-5.8.0,0.6891744669716147,0.6738541974475433,0.660107041916807,0.6442939974525558,0.6312263138853437,0.6144043770267521,0.6005892397515697,0.5901728840719921,0.5780853697174756,0.5693989161509138
amq-5.9.0,0.616544390246723,0.5435733796091955,0.4729169964795598,0.4039065637492954,0.3440132255262614,0.2820170143112027,0.2332286189686803,0.201312030991441,0.1768997450430658,0.1646720937006904
amq-5.10.0,0.6107360718048401,0.5338820915795687,0.4608956107127596,0.390326795718218,0.3263125438870598,0.2640267149880692,0.2162420941237268,0.1854384183679299,0.1630513839840904,0.149497222577122
amq-5.11.0,0.6182249868871205,0.5407011727956177,0.4746367521755301,0.4052022089080501,0.3463298743643714,0.2864782717848921,0.2419084534982967,0.2152739137251109,0.1939394046088103,0.1802925602193915
amq-5.12.0,0.6139442385919724,0.5349279023772633,0.4668220368487226,0.3953955914493868,0.3317170233591383,0.2715559160385174,0.2320638978322584,0.1953815950529412,0.1769313562471876,0.1615650037002151
amq-5.14.0,0.6013901412371262,0.5224486970743729,0.4456898263868257,0.3738234913407407,0.313761205193457,0.2556586696614003,0.2166164446313453,0.1770343768177925,0.1513066233490284,0.1394978646028392
amq-5.15.0,0.6056413487455664,0.5385733424557857,0.4634330679420447,0.3912795998699412,0.327033841654232,0.2762977154079459,0.2184050975738443,0.1775049247713647,0.1534305822175868,0.1422404821490906
bookkeeper-4.2.0,0.6422606547712024,0.5677615319796718,0.5036109230757481,0.4531870681643168,0.4020656663125605,0.3677182338108997,0.3548401631195043,0.3535943389708866,0.359515559094393,0.3650227815989333
