,Glance-MD-50-5,Glance-MD-50-10,Glance-MD-50-15,Glance-MD-50-20,Glance-MD-50-25,Glance-MD-50-30,Glance-MD-50-35,Glance-MD-50-40,Glance-MD-50-45,Glance-MD-50-50
ambari-2.1.0,0.6232888018982419,0.5580659135556194,0.4945759722438922,0.4403535297579816,0.3927264698498379,0.3580190067118131,0.3372618059911318,0.3219656825368766,0.3202868208936211,0.326347717877624
ambari-2.2.0,0.6188105333509029,0.5528944738217233,0.4866929575945819,0.4321052931084577,0.3889692383009185,0.3504581133940098,0.3290114523867153,0.3125009424642345,0.318629251901309,0.327674085621453
ambari-2.4.0,0.6445244209359298,0.5863475196339574,0.5263628885994996,0.4753728565972401,0.4296101478227793,0.3959636749462965,0.3705646147839654,0.355189783471371,0.3467889061555411,0.3457817804183863
ambari-2.5.0,0.6240834054056522,0.556628251186505,0.4919180474394953,0.4256129251618089,0.3758861304596054,0.3384591720332266,0.321287633414319,0.3155907222345661,0.3182028053817086,0.329105036770025
ambari-2.6.0,0.6199195618443352,0.5581484366932781,0.5068935344163215,0.4623535701095762,0.4438990737009359,0.4045843558325493,0.3811879732145934,0.3619852832352488,0.366037857729799,0.3717606066856925
ambari-2.7.0,0.6105282184611327,0.5443083647457797,0.4903736674254463,0.4393249034365107,0.3907421244633981,0.3563141427485357,0.3333218854397187,0.3281441585788587,0.3298914847681973,0.3396883650812772
amq-5.1.0,0.6233951373630566,0.5611107455665606,0.5048711502462238,0.4452838410288009,0.3908775651054423,0.3516288703837718,0.3227232306270295,0.3025106944463923,0.3005911129944059,0.3083138199283388
amq-5.2.0,0.624365343532961,0.5574840850596711,0.5022735364582517,0.4435199922376884,0.396676219856455,0.357192513200097,0.3289857153034844,0.308986466197962,0.3060734332992695,0.3139220341927538
amq-5.4.0,0.6258084723963722,0.5650250247617431,0.5116488791380107,0.4521106813896933,0.4030782511351043,0.3646575798470077,0.3321645084428864,0.3115233383664583,0.3084315026712824,0.3139149044801188
amq-5.5.0,0.6293285646957051,0.5673037116133214,0.5158975293834871,0.4656225636323965,0.4198813120799899,0.3807233685201699,0.3472990781430461,0.3250883083240181,0.3170491130629021,0.3213300417494606
amq-5.6.0,0.6285686799264867,0.5656419317506043,0.5159634451635341,0.4665006208235115,0.4217342916665637,0.3817619187565494,0.3439202275503613,0.3244739120027128,0.3148006297475424,0.3184811736753446
amq-5.7.0,0.6325655911434692,0.5661362066432131,0.5167433369132499,0.471647323264719,0.4306441348329938,0.3875922288485642,0.3531260265439574,0.3286828845708517,0.3277717036666973,0.3251344381307653
amq-5.8.0,0.623784282364077,0.5569646390750513,0.4970248605284723,0.444021921442801,0.3983548316443101,0.3500387803490659,0.3187771621605906,0.3030173694515868,0.3009100658301502,0.3084712707539855
amq-5.9.0,0.6200374974024635,0.5503879513472821,0.48582580248166,0.4289032420825205,0.3819356193496667,0.3364554945920802,0.308017216424252,0.2966855574919876,0.2949025371415796,0.3045500231011588
amq-5.10.0,0.6144892316805566,0.5414487787895057,0.475315873784335,0.4161806537606691,0.3654664445059397,0.321102447293842,0.2950906345741061,0.2860329155193093,0.2875782405869325,0.2980605870935953
amq-5.11.0,0.6155186655792829,0.5374875177913031,0.4723289390260134,0.4092582825641692,0.3575134917409732,0.3141987883210233,0.2893477847334806,0.2830949291533711,0.2857208410363679,0.2981296427112757
amq-5.12.0,0.6188329273417439,0.544885635428629,0.4820678032958659,0.4211717180771139,0.3704321440363676,0.3279046024128697,0.3089594335288556,0.2961220805101991,0.3008468622171404,0.3109886372589811
amq-5.14.0,0.6057180893750388,0.5327813867200465,0.4655532276366183,0.4065896743704423,0.361620476909746,0.3219147903979795,0.3046521351760905,0.2912347803107228,0.2930585826678438,0.3058398599317177
amq-5.15.0,0.6040993950248228,0.5355451687135996,0.4603925675760502,0.3908981059570614,0.3348628881966008,0.2969031342509327,0.2674326165675399,0.2590989423776224,0.2684689891347813,0.2876445877967886
bookkeeper-4.2.0,0.6421209361704608,0.5706154266847668,0.5064393545102054,0.4540147895528205,0.4008038882149153,0.362077600156461,0.3441962712287991,0.3372930065916018,0.3379830932557717,0.3360666152018335
bookkeeper-4.4.0,0.6260149816146815,0.564686952649843,0.5379254681173424,0.4787209742167447,0.4084873217551698,0.3772388596125569,0.3765980124700552,0.3805410880179573,0.389449107382031,0.402973317316379
calcite-1.8.0,0.647641862698361,0.5831912181872285,0.5192917798131652,0.457014287600646,0.4055309729814547,0.3675613233482596,0.3468605720476759,0.3390300713188545,0.3428521742938134,0.354052418670433
calcite-1.11.0,0.6458956948960198,0.5839626242390749,0.5200270365352415,0.4579729509794553,0.408070609370017,0.3716973340374312,0.3487973584410895,0.3413585845649623,0.3468124666659025,0.3562170439173647
calcite-1.13.0,0.6496746649954722,0.5903486692901994,0.528419646307642,0.465457634610915,0.4127984809218604,0.3727184929594989,0.3495755553924482,0.3400669495961903,0.3426918882215162,0.3516588699127318
calcite-1.15.0,0.6471507920794058,0.5894411086283343,0.5273240084799208,0.4636660933822647,0.4086570124207669,0.3705875737869279,0.3471032776995593,0.3397116096610775,0.3430047097216158,0.3508732228406875
calcite-1.16.0,0.6471100661768148,0.5885262984894392,0.5261280251014976,0.4620955795600907,0.4070039984651371,0.36917711184733,0.3471482678811584,0.3382465884680855,0.340139187452404,0.34812039389331
calcite-1.17.0,0.6468386912299204,0.5921594844607436,0.535974693136801,0.480023203085932,0.4271029470827377,0.3899430567220551,0.365739858231438,0.3521494104075652,0.3545264897711318,0.3605173497608925
calcite-1.18.0,0.651003903717556,0.5996548680627217,0.5471756163339676,0.4887738291200119,0.4363230658222992,0.3978300971033126,0.3717019480363421,0.3609282874080795,0.3626428997490968,0.3669269265958789
cassandra-0.8.6,0.6277709653742749,0.5571818597728644,0.5096395449815313,0.4590837720685289,0.4125280275335071,0.3754180871768549,0.350383543384544,0.3410555777098034,0.3380916580746336,0.3448008273646612
cassandra-1.0.9,0.6316480423585075,0.569021135998394,0.5284940614891306,0.4805386075747636,0.4330569969787071,0.3883151678013116,0.3556963948974746,0.3341433499881518,0.3313324147679499,0.3380563790332245
cassandra-1.1.6,0.6244882839391689,0.5639325840028838,0.5139177662941451,0.4667540271982274,0.4178599778395279,0.383373211044314,0.3548985091898773,0.3391997417384563,0.3383148555039587,0.3374759080987919
cassandra-1.1.11,0.6243532589680076,0.5658775926011406,0.5242499386345615,0.4849980844206687,0.4378241602044809,0.3963567412736694,0.3698667173298173,0.342901044466451,0.3399512344104911,0.3398655970801252
cassandra-1.2.11,0.6290872265108098,0.5665056900244017,0.5181680662143602,0.4729850602005316,0.424836915162985,0.3888249502751705,0.362133930791159,0.3395271340522525,0.3265633690355216,0.3286947450862139
flink-1.6.0,0.6180075424269992,0.5487146887761923,0.4858837902647062,0.4241336169972468,0.3668660298168604,0.3239264106238285,0.3024538824733239,0.3005199243822588,0.3047063770357583,0.3218090300450644
groovy-1.5.5,0.5955544411426784,0.5141346027060214,0.4516188478445904,0.4177104211952445,0.3573843195013369,0.3382057041150753,0.3184513311102025,0.3016988523614466,0.3120713473508511,0.3277782981619986
groovy-1.6.0,0.5831200355241098,0.5102840774741655,0.4424365788636066,0.3811322405214313,0.3252241078925539,0.3032914786143705,0.2949425471473499,0.2968671824391603,0.3075705078678378,0.3184187519142776
groovy-1.7.3,0.634345025816816,0.5777723456670231,0.512039564544127,0.4479416943094205,0.3836348253644061,0.3436199275787344,0.3354534801603135,0.332624334454686,0.331992322238218,0.3383602690992642
groovy-1.7.6,0.6396477500529715,0.5702333782604116,0.520173676379683,0.4649891202900554,0.4162274876480464,0.3803335267301202,0.3556772686661505,0.3485817645712707,0.3457915799320952,0.3574159316947358
groovy-1.8.1,0.6067323401611033,0.5314664464341615,0.4709591020956277,0.4169713226768772,0.3684052071527929,0.3292411669871619,0.3031323961644168,0.299883568632692,0.3060358355049329,0.3204193418451457
groovy-1.8.7,0.468438723623808,0.4134937880511928,0.3698094672038892,0.3510604281827408,0.3177504344004854,0.2986730182736039,0.2570200924501334,0.2600691113995914,0.2822406234259769,0.3099425263718003
groovy-2.1.0,0.6057213208724497,0.5457850256986665,0.4936617402801023,0.4517946185668831,0.4129975533129231,0.3931609267959107,0.3315897919951983,0.3231004687629165,0.3214756470613822,0.3281789992234248
groovy-2.1.6,0.5986045444407868,0.5436596443928929,0.5039492090076564,0.4816239367053262,0.4314064708995486,0.3802140448826201,0.3593261185425362,0.3402648435866225,0.3402409882486135,0.3400326288259105
groovy-2.4.4,0.605890603289628,0.5362689369130877,0.4875084773465569,0.43644895257484,0.3903117210992461,0.358631976548131,0.3415674614044704,0.3248514472697086,0.3230905439083109,0.3362671265401084
groovy-2.4.6,0.6072316456689512,0.5371459396511457,0.4845988630129514,0.4417868384091258,0.3934327439673983,0.3606342151213488,0.3473494698251684,0.3274111259184061,0.3265071533031944,0.334404344837612
groovy-2.4.8,0.6064476823713018,0.5495997806316377,0.496613265593013,0.4444876523176755,0.3984964431467653,0.3614219208631549,0.3443819529990339,0.3187294070831933,0.3164931001513645,0.3336690618207497
groovy-2.5.0,0.6284289191447592,0.562377573097842,0.5040583458264509,0.4560972947494721,0.4111328720024515,0.3741265463276012,0.3425840164925618,0.3311021292761771,0.331882843422866,0.3421880839511694
groovy-2.5.5,0.6342894274880626,0.5712482757039766,0.5100480682105649,0.4626390093515889,0.4167645424455241,0.3743021226413326,0.3473781366262345,0.332094730838041,0.3343617577971887,0.3438708616752801
hbase-0.94.5,0.6296424057904325,0.5779480374675888,0.4743275176635557,0.4277048193837496,0.3878320721697214,0.3449786891168583,0.3084707364067898,0.3152620410980745,0.3251132641471507,0.3415737695119579
hbase-0.98.0,0.6286443113361091,0.5735805251432086,0.4940789894226142,0.4450668499925544,0.3954596063787805,0.3519426209269589,0.3270792519607715,0.3299914300159765,0.3391902644111994,0.3535983386636528
hbase-0.98.5,0.6389620302048451,0.5852425458765744,0.5061609879349507,0.4559463300033183,0.4096930002839298,0.3618638659561306,0.3341245082574479,0.3346396458366286,0.3438790685998078,0.356738600049105
hbase-0.98.11,0.6178353609927213,0.5426357223025994,0.4801187343308597,0.4132202302085954,0.3647874806715632,0.3333141373611331,0.3241239351663995,0.329632141480926,0.3420853424584055,0.3605177956913218
hive-1.2.0,0.6105091965865764,0.548743330002737,0.4876603513539259,0.4387372307380173,0.3813366645969657,0.3489888532142167,0.3194059711450701,0.3101695759319761,0.3180733367665359,0.3361430397069043
hive-2.0.0,0.6441824584179829,0.5817565725910557,0.516818415401177,0.4716206429122375,0.410643489864178,0.3652825327282986,0.3483815826417453,0.3399956184216495,0.3518458512440611,0.3682664365807664
hive-2.1.0,0.6261880230867297,0.5680150469132674,0.5074358359774305,0.4473437512688712,0.4023155697734624,0.3714769231976537,0.3476757830913521,0.3410904325812439,0.344822212838135,0.3575963644920398
ignite-1.4.0,0.6071381513337472,0.5359328047449912,0.4737082775717731,0.4172442367816066,0.3663938075924617,0.3292139104643466,0.3077550265422336,0.3070109627492494,0.3154857428145888,0.3310563746998343
ignite-1.6.0,0.6071210506511233,0.5359735255509057,0.4817608239021665,0.4279923167219568,0.376724250385046,0.337548925799548,0.3188382317471742,0.3154732890698669,0.3204275945981144,0.3335156900000978
