,Glance-MD-50-5,Glance-MD-50-10,Glance-MD-50-15,Glance-MD-50-20,Glance-MD-50-25,Glance-MD-50-30,Glance-MD-50-35,Glance-MD-50-40,Glance-MD-50-45,Glance-MD-50-50
ambari-2.1.0,0.0176527227987589,0.0164534502296177,0.0151218255486248,0.0138640154418002,0.0125534199552372,0.0113809525975591,0.0104015248510286,0.0092081313782031,0.0082325378664051,0.0071808883284293
ambari-2.2.0,0.0075766057069852,0.0070463503209927,0.0064285843053126,0.0058682335481233,0.005355904645769,0.0047637667814511,0.004290183756937,0.003679043637808,0.0034129348719267,0.0030155479055992
ambari-2.4.0,0.0350593248682644,0.0332241997755385,0.0309808731904563,0.028921319489823,0.0267532401366532,0.024896377079924,0.0230636724244196,0.0213706359468672,0.0195256421730958,0.0174751766516594
ambari-2.5.0,0.0068604511122963,0.0063698134249495,0.0058354763048577,0.0051834998516173,0.0046204706372344,0.0040813075564612,0.003703466840309,0.0033705817111185,0.0030461199018655,0.0027508907730391
ambari-2.6.0,0.0020634588354914,0.0019338342842468,0.0018218812853734,0.001714191689854,0.001690472867135,0.0015516644259796,0.0014488236244833,0.0013217858522911,0.0012976655095543,0.001251182840921
ambari-2.7.0,0.0038068307757197,0.0035320823312643,0.0032987436499184,0.0030410554862719,0.00273970462234,0.0024756419908447,0.0022247620377075,0.0020674373974393,0.0019072905274531,0.001769423930664
amq-5.1.0,0.0196914497938823,0.018420798518611,0.0171715074020233,0.0155891764267296,0.0138913333985202,0.012427767457483,0.010977416440831,0.0093752389691825,0.0082571560667385,0.0072469408051195
amq-5.2.0,0.0169863875514335,0.0157698804814632,0.0147230570822886,0.0133813600612514,0.0121674207869239,0.010902867691361,0.009685099015258,0.0083184065343555,0.0072962157062645,0.0064250438624991
amq-5.4.0,0.0130527405578672,0.0122435253381604,0.0114846849190349,0.0104453569889057,0.0094759436678707,0.0085630827097755,0.0075373441140194,0.0065265129136895,0.0058197932053175,0.0051306263770853
amq-5.5.0,0.010297967645768,0.0096421937666865,0.0090826371762303,0.0084470155457823,0.0077736121776051,0.0070753038204742,0.0062986143048529,0.0055370049452639,0.0048987772651946,0.0044056540220223
amq-5.6.0,0.0046623052282968,0.0043564356435643,0.004114816290982,0.0038324527311532,0.003535784648869,0.0032117048800071,0.0028090013284608,0.002494743556427,0.0021766542572354,0.001932804430009
amq-5.7.0,0.0022600060493395,0.00210020789579,0.0019850584612654,0.0018673089487785,0.0017426474462109,0.0015747495297031,0.0014027005346395,0.0012262270555873,0.0011482898504214,0.0009925293489861
amq-5.8.0,0.0159793917500349,0.0148176964838363,0.0136888444076991,0.0125824096623195,0.0114866181693798,0.0100064341998612,0.0087393123842129,0.0076592895044016,0.00679434182585,0.006047921780911
amq-5.9.0,0.0139076424520658,0.0128162016003952,0.0117032362957896,0.0106123243761421,0.0095844764450305,0.0083282509436761,0.0072616537830873,0.006442035426613,0.0056519102486355,0.0050836872990395
amq-5.10.0,0.0118872734169321,0.0108739711434419,0.0098708364511143,0.0088648008162638,0.0078590733960781,0.0067517785320014,0.0058290127983924,0.0051059712990665,0.0044543746797973,0.0038721337627851
amq-5.11.0,0.0103361266004174,0.0093696735548593,0.0085131475939852,0.0075576036866359,0.0066483826852182,0.0056870077049781,0.0048830613670927,0.0043082669214566,0.0037493846868688,0.0033150523944765
amq-5.12.0,0.0082828510570128,0.007570067169277,0.0069260298719313,0.0062070943039789,0.0055155832906111,0.0047925754060324,0.0043304424633495,0.0037935233534911,0.0035186488388458,0.0032364265386976
amq-5.14.0,0.0052913760099998,0.0048294790936697,0.0043599204185036,0.0038991074102154,0.0034981491186199,0.003048545458368,0.0027588648820105,0.0023834467287972,0.0021190895335941,0.0019642230796211
amq-5.15.0,0.0024472655978419,0.0022512929723151,0.001998530581146,0.0017324502473799,0.0014808434513259,0.0012625164770573,0.0010104671213768,0.0008041537634782,0.0006753686899075,0.0006094800264688
bookkeeper-4.2.0,0.007128728643683,0.006609063460923,0.0060950654817586,0.0056351039260969,0.0050421261507433,0.0044970536545022,0.0041217095019143,0.0037759474106391,0.0033984350416413,0.0025354280798659
bookkeeper-4.4.0,0.0096523092890503,0.0090833272898687,0.0090100386688763,0.0082858518577963,0.0071634452356731,0.0066012528908547,0.0065888419394113,0.0066020902370634,0.0066708587363643,0.0068141592920353
calcite-1.8.0,0.0469900915461915,0.0441952860148199,0.0409716867194129,0.0372683947977908,0.033700944332631,0.0304448382292992,0.0279311062223068,0.0258407347645658,0.0243082190736968,0.0229344956112663
calcite-1.11.0,0.0417997470579408,0.039473515166309,0.0365948769198045,0.0333040287303751,0.030246016993159,0.0274907233770897,0.0250339731612026,0.0232113586727025,0.0221099794745284,0.0206045403764676
calcite-1.13.0,0.0481975131260174,0.0456981393357,0.0425615929092016,0.0387596213785816,0.0350936125146378,0.0316943990601754,0.0290444471230694,0.0269440997954461,0.0255204594400574,0.0240941340224122
calcite-1.15.0,0.0423173712320086,0.0402157176556254,0.0374299407681039,0.0340092165898617,0.0305532836711686,0.0276826644213677,0.0252501924557351,0.0235798840073091,0.0223724047216773,0.0208617057009374
