NLP-NGram,NLP-NGram-C,SAT-PMD,SAT-CheckStyle,BASE-Glance-LR
0.3555054197448243,0.4801279090188217,0.5924331296267992,0.5146573509975081,0.3105660799002619
0.3086459510863573,0.4553982864091678,0.5675231711203382,0.5195039013825524,0.2205395596774562
0.497856715983912,0.5654019142184828,0.6418346367376838,0.5993407620437631,0.4599858906609385
0.2835448742171,0.4928165378670858,0.5591478096166812,0.4861950289418298,0.2091660569344872
0.3081173039562138,0.5224561549106868,0.5823750804139773,0.5277343859906914,0.2133694128174509
0.648923959097985,0.6715356918760638,0.6930349540243539,0.6767901642806622,0.6352270654951789
0.3009704152016644,0.491864240437595,0.5606345374550397,0.4846544334552067,0.1756016084597067
0.3037577197938637,0.49282370351793,0.5641182305780637,0.4682463346051956,0.1747836366239377
0.3702330515762659,0.5214077419471154,0.5987015695078548,0.5250291411911091,0.2589657160707898
0.2957942105039319,0.486425883340495,0.5808070781619596,0.4818181870798821,0.1581213343092478
0.3392310823921498,0.539617221478307,0.5930742571690376,0.4926413064918451,0.2244515431443662
0.2596097086826466,0.5184839964637812,0.5570928002075253,0.4816889354957053,0.1256938851807703
0.5974199832822883,0.6406129722656244,0.673981979033878,0.6490945324771186,0.5693989161509138
0.2854848296618942,0.4602855041319831,0.5548775441715029,0.4929113048546624,0.1646720937006904
0.2742302650514168,0.4547935059797615,0.5501996559306767,0.4855931533475889,0.149497222577122
0.3042077494020923,0.4755072289864772,0.5554234206460331,0.510882023981241,0.1802925602193915
0.2909399821007022,0.4655074268136571,0.5353101928385392,0.4974338854771511,0.1615650037002151
0.2742579935788385,0.4545442530904764,0.5419482698715027,0.4675729593368983,0.1394978646028392
0.28615147357949,0.4491504169812432,0.548145400186764,0.4842664237704679,0.1422404821490906
0.4145156724475397,0.5339780894458849,0.6134781317879247,0.5401285077414614,0.3650227815989333
0.5431657853949159,0.6126966889389297,0.6259338948073879,0.6461555014889202,0.3760489538877352
0.341144212774933,0.5180939843568152,0.6189215242340002,0.5938912628814272,0.2650702453752634
0.3329834591187083,0.5132308648518874,0.6163780689763365,0.5970690923202152,0.2696302725416569
0.3570000492357884,0.5191904157029283,0.6212727180846951,0.5950156388275952,0.3130518295326482
0.3542625094668426,0.5234074153986963,0.6231731720302288,0.6057181669332977,0.3075152174701017
0.3451409922890069,0.520264591153417,0.6231055493082934,0.6054577228206274,0.2931298863807488
0.3589359332416317,0.5163065424465445,0.6147047674718418,0.6025010193193259,0.304988055890993
0.3423545974628832,0.5175168234079981,0.6207454235521374,0.5989862506900341,0.2698472128924126
0.4157202125470872,0.5704655032472735,0.5762201446486853,0.5219102482622348,0.2333863603688325
0.405877223375136,0.5763146723654182,0.5964599232595091,0.5305028905872082,0.271206292341714
0.4514866534366101,0.5901338779808488,0.6156555127667929,0.5571850864819504,0.3030966957417656
0.3953933032711844,0.545805859100324,0.5650386285832152,0.5010020788497606,0.231032045396387
0.3902389290834832,0.5636809561849297,0.5854617585685624,0.5311267237373172,0.174224220490547
0.6578725460444883,0.6799990062364306,0.694764892566745,0.6759304371951482,0.6465484402117883
0.3033855722847596,0.444161674520485,0.5783745247699975,0.469594676750689,0.2374987916624323
0.564983382473894,0.6100490324681749,0.6503314668151254,0.5939220577478622,0.4991959322754192
0.5247553641050651,0.5884194709412841,0.6414577278746145,0.5918564768116662,0.4247250231769968
0.3271559824555856,0.499717377055204,0.6041536197044873,0.4544408059248542,0.1977944927846815
0.6028538872814414,0.6480209343157107,0.675717917492572,0.6507802829196163,0.5607364602681358
0.3934920029504459,0.5609202996134601,0.5632933328540182,0.4005358111295874,0.1380832477876352
0.5117434834954662,0.5628564787224666,0.6286802230348295,0.5700250686788587,0.4361550639333372
0.2669343007177357,0.4045857784843551,0.5624200761961492,0.4564276102921882,0.1688478754036121
0.5485229841884264,0.5798577591405392,0.6508760500626524,0.6185707784824431,0.5136138907812484
0.2873700676948951,0.4270927897587798,0.578389658490897,0.4253751673151592,0.1892656494379425
0.2807934530404725,0.4275027708658683,0.5803467867507013,0.3873051209857055,0.168293142465401
0.5662466508314044,0.5947815460648286,0.6595232894970274,0.6184373992012329,0.5287014887552178
0.2612954192908183,0.4316514415923328,0.5754959335239396,0.4776459409767692,0.1715945653713482
0.3218181211710044,0.4209063712188082,0.6068945495429576,0.5371841965517146,0.2672119427155872
0.4448755573180991,0.5254263816839879,0.6091745491373476,0.5959989146952382,0.3393044316693914
0.3964894224802289,0.5097200638295499,0.5853687290771997,0.5740286627702517,0.302423863078507
0.3153739098982837,0.5037530665408512,0.562691116941309,0.5507658670773542,0.2364709385106115
0.4930664610744247,0.5432737345647938,0.6468885509549713,0.6174893736416567,0.4064651512655826
0.6201329096679137,0.6496919130896509,0.6859404476235615,0.6563365947626825,0.5873623232060713
0.559014229787655,0.6142816990978722,0.6616981948406889,0.6259900852063145,0.5025553569555223
0.3238398833607088,0.4752346569384705,0.5858730819318209,0.5460538396924066,0.2567378578318094
0.312998132369012,0.4675390944012275,0.5808211970275009,0.5475417577170475,0.2483469460386999
0.415735598546918,0.6008735972867553,0.6093710920252361,0.572892178751314,0.2620969679681088
0.35724584409139,0.5790304597993253,0.6000250444250061,0.5527456085174257,0.18886773069442
0.3566450425399552,0.5825512761653758,0.6025297381347265,0.555513319605433,0.1884548696655328
0.4061953501238391,0.6059579230120115,0.620779840595572,0.5679863557908977,0.2469951181282697
0.352918338827836,0.5678850624156986,0.5993524236499149,0.5418607666365376,0.2002780634816152
0.3916076469924123,0.5785464773894505,0.6193796539868831,0.5524729794261952,0.222830347004947
0.4272178894524436,0.5796346760629736,0.6169798621967474,0.5721561113361684,0.2775716067713464
0.3703551551414435,0.5572294731992811,0.5731506509757277,0.5470810257736096,0.2020010742713371
0.3695780153190157,0.5508050030545818,0.5746985462260681,0.5425730057959748,0.1997072188108637
0.3468836303633105,0.542954593101554,0.5734624619158734,0.5357884666549128,0.176635200378013
0.3672916690046553,0.5121180809378272,0.6256856781103497,0.6064911408184254,0.2548985784599387
0.3141857854016848,0.4684793183204147,0.6190849517065506,0.5662779669277255,0.2083687396823669
0.4774713735775241,0.5603448791023082,0.6661143707918905,0.6363554170493366,0.4295715619290894
0.3545472464102937,0.5588269789217228,0.5964079524851548,0.5495694721547606,0.2011148431539204
0.3302680267888974,0.5716591393223127,0.629390569306586,0.5249671411081036,0.2177093520561955
0.362786360989002,0.5050795649554783,0.6352197927451753,0.3293775496496109,0.1678416981814582
0.3990134765134416,0.5318684648540997,0.6342591396432227,0.3594375791911525,0.183706054256188
0.3640201077098098,0.5024920848533128,0.6273118502315009,0.3248502747994124,0.1449381123915135
0.3651598207717204,0.521807057111094,0.6113424749398433,0.306100848715942,0.1275423316659494
0.3291195638946833,0.4889070672089973,0.5988681988369523,0.2802554810220893,0.0883304947075455
0.3799182957148524,0.5319752754666228,0.5954395898280529,0.5638575986709456,0.3341792684214357
0.3045149578691176,0.5095458679022011,0.5825765870947462,0.5061178829063361,0.2548662936695135
0.3240730372566542,0.529831621247534,0.5908705629657863,0.5450369320956887,0.2812469435202466
0.3893274958791176,0.5802796789838115,0.5564475612304511,0.5916241651659682,0.2236677275353047
0.3717103240320543,0.5821317354091441,0.5665307083977172,0.5886691902904055,0.2059920232555792
0.3806460453398956,0.5896721061451915,0.5596578138565774,0.5895957524224491,0.206989090322692
0.3683337053647951,0.5820721454624991,0.554175564339359,0.5902247231794832,0.2004701722590806
0.3865099264624883,0.5863908053364267,0.5669825031055226,0.6098129382528253,0.2229530939338884
0.3747745434110041,0.5379954640490263,0.5168162880717811,0.5916953856817714,0.2050325844570553
0.3802160802140994,0.544840690124014,0.5363181761189253,0.6161534943650645,0.2087580821131518
0.4154266184147449,0.5552020372934622,0.5111061846562092,0.6278318424037901,0.2070952987584782
0.3997344703937562,0.5473366707321192,0.5237669540066222,0.6235529167425425,0.2191191271783353
0.3397116939838925,0.5081885964051684,0.5222720023377857,0.5858541027490635,0.1657775194060354
0.3482710241954524,0.5166608399941394,0.5324362199654442,0.5801562813634945,0.1724391793431257
0.3221421667257689,0.5172674884673543,0.4664821442071757,0.5791336714208472,0.1725020038222197
0.5718961516672196,0.6361029949461596,0.6462129633162469,0.5752682059688036,0.4706592303438233
0.5170477256766365,0.585708527040393,0.6274653933022828,0.5956268008137136,0.4437657445251559
0.460057602012096,0.5879473804586253,0.6336780484702984,0.5726561448916819,0.3813905531988345
0.3659630030013968,0.4340948688143778,0.5071736117925748,0.5754821899030222,0.1084878468706801
0.4935471101658827,0.6110597566832245,0.6139181005417809,0.5655668128949469,0.2449405496229161
0.4668103776681812,0.569102973330239,0.6057315745380494,0.5357750374114916,0.2232339549796778
0.4671315635114268,0.5690327727474369,0.6032413601432192,0.5731571425447378,0.2727603976579887
0.4335136433696173,0.5582236874416944,0.6045280402499076,0.5474962676074049,0.2332241553503115
0.4150579646249142,0.5707705988175671,0.6003769195842689,0.5625103364312952,0.2093203546235965
0.412578914676741,0.5625257185299352,0.6047335989388297,0.5589174622389412,0.2142259971178155
0.4079879010517906,0.5732288230254287,0.6249164645679539,0.5818193727698697,0.2292063865904803
0.4414189325507608,0.5456669332255296,0.6295912542517456,0.5354704207201203,0.2666960837315563
0.3946671968073819,0.5176851971603985,0.6130903862399392,0.5073646827401983,0.182346711519052
0.3199479285056772,0.478504072062461,0.593719021334907,0.5639907433207823,0.1711890893770835
0.3236887596462234,0.4642366601939966,0.6106320514098623,0.5690871955887302,0.1619726492624181
0.4825806386850007,0.6185483941235124,0.6073780963145586,0.5764620911471586,0.2945951787767539
0.55175717052485,0.6406686064634997,0.6352198194835248,0.5959608937937334,0.4273496767594905
0.4048098594470997,0.6121188847617581,0.5812872044608235,0.514189011772743,0.205093382304661
0.383075476620719,0.6139710504103568,0.5845762957500267,0.5018931028114281,0.1804863487054165
0.380088416051373,0.6130506751287835,0.5882363081126413,0.5025485975973697,0.1742013234151491
0.3458619502302026,0.5771615261929721,0.5740063263526349,0.493547858237594,0.2097668972396836
0.307552235689903,0.5678114696098865,0.5664503662171639,0.4880075086962346,0.1507970741374143
0.3894026228851944,0.5972164755495543,0.5883935939880753,0.5266136065580689,0.2445981990594584
0.3027738027732598,0.5803931549562812,0.5755930344282244,0.468969450813424,0.13652853112651
0.3237463938183361,0.5860699671535309,0.5816338317148552,0.495645387000892,0.1570792273766924
0.2931267092573786,0.5774062164625882,0.5843913351410165,0.4859749283721725,0.108211880677809
0.331990308942427,0.5865595140169245,0.5876383567861588,0.4886629548927362,0.1433879924468962
0.3239889138129909,0.5858771768516808,0.5918513054664524,0.4798746383802605,0.1190207305677646
0.4908395371281996,0.635279271633287,0.6361315767503877,0.5699325920094691,0.367686306421293
0.5734120125275026,0.6283090723154733,0.6604870338081283,0.6065728785838014,0.4804222884100791
0.4166181078893114,0.5286590122948632,0.6080179616675089,0.5116559087902588,0.2280142315091964
0.4539093705345021,0.5486394002378084,0.5967047780500424,0.50285037979203,0.2073530400527525
